,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
0,2024-06-20,745734,Double,double,False,683002,661563,Gunnar Henderson,Luis Gil,0,d0b0ee9f-9444-40f1-857b-d9a2e30c02b4,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-20,745734,Groundout,field_out,True,668939,661563,Adley Rutschman,Luis Gil,1,5e7fc848-55aa-400d-8753-83cce8cc21a3,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-20,745734,Strikeout,strikeout,True,663624,661563,Ryan Mountcastle,Luis Gil,0,d381db1b-1e40-40c7-9e55-d1b17d9323dc,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-20,745734,Single,single,False,656811,661563,Ryan O'Hearn,Luis Gil,1,2016d511-b192-490d-8a78-ef47ba0b8ecd,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-20,745734,Groundout,field_out,True,623993,661563,Anthony Santander,Luis Gil,0,f0207ec8-368b-4d58-b510-ba12c305af5f,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-20,745734,Lineout,field_out,True,683011,608344,Anthony Volpe,Cole Irvin,0,8518e4e3-5c85-4fe5-a953-22c5094c3bbf,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,62.0,101.0,86.0,85.0,120.0,120.0,0.326,0.046,0.135,-1.6,-5.55,1.08,91.9,85.0,77.9,0.31,0.66,0.151,0.217,0.283,0.25,0.308,0.538,0.15,99.0,98.0,102.0,81.0,103.0,92.0,83.0,102.0,91.0,0.145,0.101,0.247,-0.22,0.1,0.21,86.0,91.8,77.3,0.27,0.365,0.203,0.304,0.446,0.084,0.326,0.512,0.187,,,,,,
6,2024-06-20,745734,Lineout,field_out,True,665742,608344,Juan Soto,Cole Irvin,0,4d7cc397-9723-4e00-9d72-9231f38979f2,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,62.0,101.0,86.0,85.0,120.0,120.0,0.326,0.046,0.135,-1.6,-5.55,1.08,91.9,85.0,77.9,0.31,0.66,0.151,0.217,0.283,0.25,0.308,0.538,0.15,99.0,98.0,102.0,81.0,103.0,92.0,83.0,102.0,91.0,0.145,0.101,0.247,-0.22,0.1,0.21,86.0,91.8,77.3,0.27,0.365,0.203,0.304,0.446,0.084,0.326,0.512,0.187,,,,,,
7,2024-06-20,745734,Strikeout,strikeout,True,592450,608344,Aaron Judge,Cole Irvin,0,79e4cd2d-ab5e-4fe6-bc5d-31ea7c4fef84,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,62.0,101.0,86.0,85.0,120.0,120.0,0.326,0.046,0.135,-1.6,-5.55,1.08,91.9,85.0,77.9,0.31,0.66,0.151,0.217,0.283,0.25,0.308,0.538,0.15,99.0,98.0,102.0,81.0,103.0,92.0,83.0,102.0,91.0,0.145,0.101,0.247,-0.22,0.1,0.21,86.0,91.8,77.3,0.27,0.365,0.203,0.304,0.446,0.084,0.326,0.512,0.187,,,,,,
8,2024-06-20,745734,Single,single,False,676059,661563,Jordan Westburg,Luis Gil,0,fef0a128-b84f-48f1-8f04-aa95f4ea6988,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-20,745734,Home Run,home_run,False,656775,661563,Cedric Mullins,Luis Gil,1,2e298ed5-9a9d-42ae-8e3a-dbb379162220,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.17,3.36,102.1,95.0,110.0,101.0,0.744,10.38,4.31,5.45,0.79,0.85,0.233,0.449,0.18,0.327,0.403,82.0,94.0,95.0,128.0,97.0,104.0,108.0,91.0,100.0,0.519,0.194,0.287,0.69,2.08,0.38,96.7,91.7,87.6,0.184,0.337,0.294,0.182,0.284,0.263,0.131,0.262,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
