,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
0,2024-08-10,744897,Strikeout,strikeout,True,671732,684320,Lawrence Butler,Yariel Rodríguez,0,50f15a18-1ba5-4697-8959-cf9ecf917a1f,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,92.0,92.0,98.0,86.0,93.0,89.0,82.0,96.0,95.0,118.0,102.0,109.0,87.0,107.0,104.0,0.09,0.434,0.102,0.268,0.106,-0.18,0.74,2.14,0.0,-3.65,93.9,88.9,93.2,84.6,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.211,0.211,0.146,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-10,744897,Flyout,field_out,True,609280,684320,Miguel Andujar,Yariel Rodríguez,0,b86d0c9a-651a-42cd-8a85-a6946d8ff6ca,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,92.0,92.0,98.0,86.0,93.0,89.0,82.0,96.0,95.0,118.0,102.0,109.0,87.0,107.0,104.0,0.09,0.434,0.102,0.268,0.106,-0.18,0.74,2.14,0.0,-3.65,93.9,88.9,93.2,84.6,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.211,0.211,0.146,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-10,744897,Groundout,field_out,True,668709,684320,JJ Bleday,Yariel Rodríguez,0,daecf92d-95ca-4a7f-99f3-14d0f13fad28,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,92.0,92.0,98.0,86.0,93.0,89.0,82.0,96.0,95.0,118.0,102.0,109.0,87.0,107.0,104.0,0.09,0.434,0.102,0.268,0.106,-0.18,0.74,2.14,0.0,-3.65,93.9,88.9,93.2,84.6,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.211,0.211,0.146,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-10,744897,Groundout,field_out,True,543807,674370,George Springer,Osvaldo Bido,0,171ba66b-66ea-41b0-bf99-6b2a58b094f0,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,,,,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,,,,0.098,0.396,,0.222,,0.13,,-0.8,1.87,,94.7,,94.8,85.7,,0.196,0.321,0.271,0.206,0.27,0.272,,,,0.316,0.474,0.15,,,,77.0,102.0,103.0,94.0,97.0,93.0,0.138,0.146,3.95,1.5,86.9,88.8,0.069,0.103,0.21,0.138,0.172,0.373,,,,,,,,,
4,2024-08-10,744897,Flyout,field_out,True,662139,674370,Daulton Varsho,Osvaldo Bido,0,7f272e86-a503-469d-9164-1b96e260e4dc,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,,,,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,,,,0.098,0.396,,0.222,,0.13,,-0.8,1.87,,94.7,,94.8,85.7,,0.196,0.321,0.271,0.206,0.27,0.272,,,,0.316,0.474,0.15,,,,77.0,102.0,103.0,94.0,97.0,93.0,0.138,0.146,3.95,1.5,86.9,88.8,0.069,0.103,0.21,0.138,0.172,0.373,,,,,,,,,
5,2024-08-10,744897,Single,single,False,665489,674370,Vladimir Guerrero Jr.,Osvaldo Bido,0,3fb14e13-e06b-4ea1-a0d8-d99c7d9c7dd4,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,,,,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,,,,0.098,0.396,,0.222,,0.13,,-0.8,1.87,,94.7,,94.8,85.7,,0.196,0.321,0.271,0.206,0.27,0.272,,,,0.316,0.474,0.15,,,,77.0,102.0,103.0,94.0,97.0,93.0,0.138,0.146,3.95,1.5,86.9,88.8,0.069,0.103,0.21,0.138,0.172,0.373,,,,,,,,,
6,2024-08-10,744897,Flyout,field_out,True,687462,674370,Spencer Horwitz,Osvaldo Bido,0,df8e63fc-ac7c-4561-aed8-7c32e6321f0f,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,,,,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,,,,0.098,0.396,,0.222,,0.13,,-0.8,1.87,,94.7,,94.8,85.7,,0.196,0.321,0.271,0.206,0.27,0.272,,,,0.316,0.474,0.15,,,,77.0,102.0,103.0,94.0,97.0,93.0,0.138,0.146,3.95,1.5,86.9,88.8,0.069,0.103,0.21,0.138,0.172,0.373,,,,,,,,,
7,2024-08-10,744897,Single,single,False,667670,684320,Brent Rooker,Yariel Rodríguez,0,ab9f1aa4-22a5-4bfd-9b80-0629f54aae3b,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,92.0,92.0,98.0,86.0,93.0,89.0,82.0,96.0,95.0,118.0,102.0,109.0,87.0,107.0,104.0,0.09,0.434,0.102,0.268,0.106,-0.18,0.74,2.14,0.0,-3.65,93.9,88.9,93.2,84.6,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.211,0.211,0.146,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-10,744897,Single,single,False,669127,684320,Shea Langeliers,Yariel Rodríguez,1,d4072b8d-ce37-4287-a13d-449850914102,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,92.0,92.0,98.0,86.0,93.0,89.0,82.0,96.0,95.0,118.0,102.0,109.0,87.0,107.0,104.0,0.09,0.434,0.102,0.268,0.106,-0.18,0.74,2.14,0.0,-3.65,93.9,88.9,93.2,84.6,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.211,0.211,0.146,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-10,744897,Flyout,field_out,True,680869,684320,Zack Gelof,Yariel Rodríguez,0,99e9d36e-d319-46e9-9d3a-6bce3d319a85,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.82,4.11,65.1,97.0,96.0,97.0,0.764,9.09,4.27,7.99,1.24,0.96,0.232,0.42,0.155,0.271,0.4,92.0,92.0,98.0,86.0,93.0,89.0,82.0,96.0,95.0,118.0,102.0,109.0,87.0,107.0,104.0,0.09,0.434,0.102,0.268,0.106,-0.18,0.74,2.14,0.0,-3.65,93.9,88.9,93.2,84.6,78.3,0.223,0.408,0.346,0.275,0.45,0.208,0.107,0.143,0.235,0.211,0.211,0.146,0.375,0.875,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
