,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,CH%,wFC/C,wCU/C,wCH/C,vFC,vCH,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff
0,2024-08-09,745062,Home Run,home_run,False,681297,641793,Colton Cowser,Zack Littell,0,7e22920f-b6ab-4087-83ca-c18d638851d1,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,55.0,110.0,91.0,68.0,104.0,92.0,101.0,100.0,99.0,106.0,105.0,111.0,0.156,0.21,0.227,0.407,-0.18,-1.43,-0.86,0.64,92.6,83.1,91.7,85.6,0.253,0.405,0.214,0.269,0.462,0.335,0.276,0.46,0.152,0.291,0.43,0.185,0.419,0.613,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-09,745062,Groundout,field_out,True,623993,641793,Anthony Santander,Zack Littell,0,9090d7bd-7959-4d52-acf6-a4577d85a5d6,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,55.0,110.0,91.0,68.0,104.0,92.0,101.0,100.0,99.0,106.0,105.0,111.0,0.156,0.21,0.227,0.407,-0.18,-1.43,-0.86,0.64,92.6,83.1,91.7,85.6,0.253,0.405,0.214,0.269,0.462,0.335,0.276,0.46,0.152,0.291,0.43,0.185,0.419,0.613,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-09,745062,Lineout,field_out,True,683002,641793,Gunnar Henderson,Zack Littell,0,9b50dbbb-5ce5-4ee8-9eac-c7a2990bff5e,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,55.0,110.0,91.0,68.0,104.0,92.0,101.0,100.0,99.0,106.0,105.0,111.0,0.156,0.21,0.227,0.407,-0.18,-1.43,-0.86,0.64,92.6,83.1,91.7,85.6,0.253,0.405,0.214,0.269,0.462,0.335,0.276,0.46,0.152,0.291,0.43,0.185,0.419,0.613,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-09,745062,Single,single,False,656811,641793,Ryan O'Hearn,Zack Littell,0,fc5b1373-e189-4723-962a-9365318cf3a3,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,55.0,110.0,91.0,68.0,104.0,92.0,101.0,100.0,99.0,106.0,105.0,111.0,0.156,0.21,0.227,0.407,-0.18,-1.43,-0.86,0.64,92.6,83.1,91.7,85.6,0.253,0.405,0.214,0.269,0.462,0.335,0.276,0.46,0.152,0.291,0.43,0.185,0.419,0.613,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-09,745062,Single,single,False,650391,641793,Eloy Jiménez,Zack Littell,1,559fd31f-721e-4d65-a62b-22b392a4b9ef,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,55.0,110.0,91.0,68.0,104.0,92.0,101.0,100.0,99.0,106.0,105.0,111.0,0.156,0.21,0.227,0.407,-0.18,-1.43,-0.86,0.64,92.6,83.1,91.7,85.6,0.253,0.405,0.214,0.269,0.462,0.335,0.276,0.46,0.152,0.291,0.43,0.185,0.419,0.613,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-09,745062,Strikeout,strikeout,True,702616,641793,Jackson Holliday,Zack Littell,0,5f185204-eb34-4938-a76f-06f7f13206ce,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.89,4.41,129.2,103.0,83.0,98.0,0.792,8.05,1.8,9.99,1.39,0.81,0.223,0.407,0.149,0.293,0.454,55.0,110.0,91.0,68.0,104.0,92.0,101.0,100.0,99.0,106.0,105.0,111.0,0.156,0.21,0.227,0.407,-0.18,-1.43,-0.86,0.64,92.6,83.1,91.7,85.6,0.253,0.405,0.214,0.269,0.462,0.335,0.276,0.46,0.152,0.291,0.43,0.185,0.419,0.613,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-09,745062,Pop Out,field_out,True,650490,621107,Yandy Díaz,Zach Eflin,0,774ee4ff-22e1-4835-b8dc-75ab0fd2a54c,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,61.0,106.0,95.0,90.0,109.0,105.0,120.0,107.0,111.0,,,,0.305,0.103,,0.092,-0.4,,0.63,1.26,92.4,,91.7,79.8,,,,,,,0.267,0.378,0.139,0.25,0.385,0.241,0.2,0.45,0.213,86.0,100.0,100.0,109.0,115.0,110.0,87.0,105.0,97.0,0.271,0.185,0.044,1.45,-1.79,-4.15,87.9,85.0,79.0,0.224,0.358,0.217,0.303,0.486,0.319,0.29,0.548,0.114
7,2024-08-09,745062,Walk,walk,False,664040,621107,Brandon Lowe,Zach Eflin,0,a1ce359c-860a-4270-9f6e-73b630a55b20,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,61.0,106.0,95.0,90.0,109.0,105.0,120.0,107.0,111.0,,,,0.305,0.103,,0.092,-0.4,,0.63,1.26,92.4,,91.7,79.8,,,,,,,0.267,0.378,0.139,0.25,0.385,0.241,0.2,0.45,0.213,86.0,100.0,100.0,109.0,115.0,110.0,87.0,105.0,97.0,0.271,0.185,0.044,1.45,-1.79,-4.15,87.9,85.0,79.0,0.224,0.358,0.217,0.303,0.486,0.319,0.29,0.548,0.114
8,2024-08-09,745062,Strikeout,strikeout,True,666185,621107,Dylan Carlson,Zach Eflin,0,b9a14651-a306-4f72-87cb-ca957c66785d,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,61.0,106.0,95.0,90.0,109.0,105.0,120.0,107.0,111.0,,,,0.305,0.103,,0.092,-0.4,,0.63,1.26,92.4,,91.7,79.8,,,,,,,0.267,0.378,0.139,0.25,0.385,0.241,0.2,0.45,0.213,86.0,100.0,100.0,109.0,115.0,110.0,87.0,105.0,97.0,0.271,0.185,0.044,1.45,-1.79,-4.15,87.9,85.0,79.0,0.224,0.358,0.217,0.303,0.486,0.319,0.29,0.548,0.114
9,2024-08-09,745062,Pop Out,field_out,True,666624,621107,Christopher Morel,Zach Eflin,0,98c5f0f6-0401-42a3-97e3-4e7bd50da2e0,621107.0,zacheflin,Eflin,Right,Zach Eflin,- - -,3.72,3.27,135.1,108.0,92.0,103.0,0.809,7.45,1.0,9.24,1.13,1.12,0.222,0.454,0.162,0.319,0.455,61.0,106.0,95.0,90.0,109.0,105.0,120.0,107.0,111.0,,,,0.305,0.103,,0.092,-0.4,,0.63,1.26,92.4,,91.7,79.8,,,,,,,0.267,0.378,0.139,0.25,0.385,0.241,0.2,0.45,0.213,86.0,100.0,100.0,109.0,115.0,110.0,87.0,105.0,97.0,0.271,0.185,0.044,1.45,-1.79,-4.15,87.9,85.0,79.0,0.224,0.358,0.217,0.303,0.486,0.319,0.29,0.548,0.114
