,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-04-25,746564,Single,single,False,669134,641712,Luis Campusano,Dakota Hudson,0,e6d3a539-7894-4f3c-abc0-87c637dbdcf8,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-25,746564,Walk,walk,False,642180,641712,Tyler Wade,Dakota Hudson,1,bdb37320-fd00-42be-9934-b418ffdc0bd0,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-25,746564,Sac Bunt,sac_bunt,True,666703,641712,Eguy Rosario,Dakota Hudson,1,e06d268e-76af-4529-86ba-14f6b90c25f1,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-25,746564,Groundout,field_out,True,640492,641712,José Azocar,Dakota Hudson,1,7790443f-40d7-4d1f-bfb5-65a8a656a78d,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-04-25,746564,Groundout,field_out,True,593428,641712,Xander Bogaerts,Dakota Hudson,0,2246bec3-6c1f-4ce9-8ba5-9df2233a6ee3,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-04-25,746564,Single,single,False,663898,681190,Brendan Rodgers,Randy Vásquez,0,4c567f61-c0ee-4ee0-95a6-7762743b5ed8,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
16,2024-04-25,746564,Single,single,False,595909,681190,Jake Cave,Randy Vásquez,1,82c1ec9e-071f-4cef-be7c-d65744631a4d,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
17,2024-04-25,746564,Flyout,field_out,True,696100,681190,Hunter Goodman,Randy Vásquez,0,0a7d12ed-12da-49c7-a92d-b5ef6ef0c02c,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
18,2024-04-25,746564,Grounded Into DP,grounded_into_double_play,True,607732,681190,Jacob Stallings,Randy Vásquez,1,f5da66f1-d0d6-4359-bc19-e16e0ed1f53f,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
19,2024-04-25,746564,Double,double,False,665487,641712,Fernando Tatis Jr.,Dakota Hudson,0,bd4d72f2-bfc0-4230-b578-92616f07dd7c,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-04-25,746564,Groundout,field_out,True,630105,641712,Jake Cronenworth,Dakota Hudson,1,ccbaaa32-46fd-4622-aa19-585f69b81e70,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-04-25,746564,Single,single,False,595777,641712,Jurickson Profar,Dakota Hudson,1,462f2905-9de7-47fa-9517-1846a3b574b9,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-04-25,746564,Home Run,home_run,False,673490,641712,Ha-Seong Kim,Dakota Hudson,1,24940ff7-5458-4465-a9a0-9ee815abdaf1,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-04-25,746564,Strikeout,strikeout,True,669134,641712,Luis Campusano,Dakota Hudson,0,6a922317-1fbd-45bf-bebb-a623ec39bc58,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-04-25,746564,Strikeout,strikeout,True,642180,641712,Tyler Wade,Dakota Hudson,0,8fc52ec3-3930-4288-b50c-2f23742663fd,641712.0,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,5.84,5.76,86.1,96.0,84.0,91.0,0.827,5.0,4.8,10.01,1.04,1.79,0.216,0.418,0.144,0.37,0.416,84.0,94.0,93.0,102.0,98.0,99.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,0.32,0.156,0.255,0.166,0.103,-1.93,-0.53,-0.32,0.89,-4.92,89.9,83.4,90.3,84.1,80.2,0.315,0.465,0.07,0.289,0.361,0.313,0.296,0.5,0.079,0.114,0.205,0.333,0.379,0.69,0.146,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-25,746564,Single,single,False,678662,681190,Ezequiel Tovar,Randy Vásquez,0,f471735f-dc9c-4340-8730-2dd07c79323a,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
26,2024-04-25,746564,Walk,walk,False,686668,681190,Brenton Doyle,Randy Vásquez,1,b84d0f8e-3146-447f-8635-833790937ba5,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
27,2024-04-25,746564,Groundout,field_out,True,641857,681190,Ryan McMahon,Randy Vásquez,1,e4796cff-28af-4faf-a3f6-98a131a2dcc5,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
28,2024-04-25,746564,Groundout,field_out,True,553869,681190,Elias Díaz,Randy Vásquez,1,19b5145a-d5f1-4680-8ba3-210ca7882c34,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
29,2024-04-25,746564,Home Run,home_run,False,660707,681190,Elehuris Montero,Randy Vásquez,1,5cfbf89a-8df5-45fb-a452-a332cb03e369,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
30,2024-04-25,746564,Walk,walk,False,663898,681190,Brendan Rodgers,Randy Vásquez,0,731d7647-1c91-4ea8-bebf-37af65c1aee3,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.57,6.3,63.0,102.0,107.0,100.0,0.833,6.14,2.14,11.86,1.57,1.12,0.177,0.4,0.186,0.335,0.429,98.0,100.0,98.0,127.0,103.0,106.0,92.0,103.0,99.0,103.0,102.0,96.0,138.0,99.0,108.0,0.146,0.319,0.104,0.196,0.128,-0.51,-2.74,-1.05,0.58,-4.57,94.3,88.5,94.2,82.5,82.3,0.423,0.615,0.115,0.276,0.483,0.25,0.319,0.493,0.227,0.186,0.349,0.237,0.405,0.73,0.118,104.0,99.0,94.0,0.106,1.09,90.2,0.308,0.423,0.197,,,,,,,,,,,,,,,
