,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-10,745694,Single,single,False,502054,573186,Tommy Pham,Marcus Stroman,0,297371ec-5623-4189-b75f-76b3607c8cda,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.07,4.85,148.1,96.0,92.0,94.0,0.816,6.61,3.64,9.22,1.09,1.56,0.207,0.403,0.151,0.323,0.358,92.0,89.0,93.0,48.0,86.0,78.0,91.0,94.0,90.0,94.0,102.0,102.0,106.0,100.0,99.0,82.0,98.0,93.0,0.348,0.031,0.182,0.11,0.167,0.162,-4.68,-0.05,-0.1,-0.03,-2.24,0.52,89.9,88.1,83.3,90.0,85.3,81.3,0.294,0.467,0.122,0.252,0.382,0.273,0.282,0.515,0.182,0.222,0.302,0.252,0.29,0.468,0.323,0.0,0.0,0.29,0.5,0.7,0.231,,,,,,,,,,,,
1,2024-09-10,745694,Forceout,force_out,True,677951,573186,Bobby Witt Jr.,Marcus Stroman,1,6cfdbfb0-f579-46f3-9818-9c483b268eba,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.07,4.85,148.1,96.0,92.0,94.0,0.816,6.61,3.64,9.22,1.09,1.56,0.207,0.403,0.151,0.323,0.358,92.0,89.0,93.0,48.0,86.0,78.0,91.0,94.0,90.0,94.0,102.0,102.0,106.0,100.0,99.0,82.0,98.0,93.0,0.348,0.031,0.182,0.11,0.167,0.162,-4.68,-0.05,-0.1,-0.03,-2.24,0.52,89.9,88.1,83.3,90.0,85.3,81.3,0.294,0.467,0.122,0.252,0.382,0.273,0.282,0.515,0.182,0.222,0.302,0.252,0.29,0.468,0.323,0.0,0.0,0.29,0.5,0.7,0.231,,,,,,,,,,,,
2,2024-09-10,745694,Catcher Interference,catcher_interf,False,521692,573186,Salvador Perez,Marcus Stroman,1,d2b1e1ad-0614-47d1-b19f-477d2aeccb18,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.07,4.85,148.1,96.0,92.0,94.0,0.816,6.61,3.64,9.22,1.09,1.56,0.207,0.403,0.151,0.323,0.358,92.0,89.0,93.0,48.0,86.0,78.0,91.0,94.0,90.0,94.0,102.0,102.0,106.0,100.0,99.0,82.0,98.0,93.0,0.348,0.031,0.182,0.11,0.167,0.162,-4.68,-0.05,-0.1,-0.03,-2.24,0.52,89.9,88.1,83.3,90.0,85.3,81.3,0.294,0.467,0.122,0.252,0.382,0.273,0.282,0.515,0.182,0.222,0.302,0.252,0.29,0.468,0.323,0.0,0.0,0.29,0.5,0.7,0.231,,,,,,,,,,,,
3,2024-09-10,745694,Strikeout,strikeout,True,669004,573186,MJ Melendez,Marcus Stroman,0,0adafca2-e863-4e2a-9157-c26a3a9c0740,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.07,4.85,148.1,96.0,92.0,94.0,0.816,6.61,3.64,9.22,1.09,1.56,0.207,0.403,0.151,0.323,0.358,92.0,89.0,93.0,48.0,86.0,78.0,91.0,94.0,90.0,94.0,102.0,102.0,106.0,100.0,99.0,82.0,98.0,93.0,0.348,0.031,0.182,0.11,0.167,0.162,-4.68,-0.05,-0.1,-0.03,-2.24,0.52,89.9,88.1,83.3,90.0,85.3,81.3,0.294,0.467,0.122,0.252,0.382,0.273,0.282,0.515,0.182,0.222,0.302,0.252,0.29,0.468,0.323,0.0,0.0,0.29,0.5,0.7,0.231,,,,,,,,,,,,
4,2024-09-10,745694,Strikeout,strikeout,True,592669,573186,Hunter Renfroe,Marcus Stroman,0,9d8bb39e-09c4-4545-9286-fb19765029b4,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.07,4.85,148.1,96.0,92.0,94.0,0.816,6.61,3.64,9.22,1.09,1.56,0.207,0.403,0.151,0.323,0.358,92.0,89.0,93.0,48.0,86.0,78.0,91.0,94.0,90.0,94.0,102.0,102.0,106.0,100.0,99.0,82.0,98.0,93.0,0.348,0.031,0.182,0.11,0.167,0.162,-4.68,-0.05,-0.1,-0.03,-2.24,0.52,89.9,88.1,83.3,90.0,85.3,81.3,0.294,0.467,0.122,0.252,0.382,0.273,0.282,0.515,0.182,0.222,0.302,0.252,0.29,0.468,0.323,0.0,0.0,0.29,0.5,0.7,0.231,,,,,,,,,,,,
5,2024-09-10,745694,Single,single,False,650402,607625,Gleyber Torres,Seth Lugo,0,2507aa2b-5023-464c-9175-9a097accda64,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.79,2.6,-0.43,0.53,-0.73,1.34,92.3,90.2,85.8,92.2,85.2,79.4,0.284,0.395,0.133,0.216,0.392,0.196,0.235,0.235,0.241,0.095,0.381,0.333,0.227,0.295,0.279,0.179,0.277,0.34,0.232,0.384,0.167,95.0,100.0,98.0,0.067,0.18,87.4,0.227,0.364,0.299,0.36,0.72,0.109
6,2024-09-10,745694,Strikeout,strikeout,True,665742,607625,Juan Soto,Seth Lugo,0,8482c485-1b2c-4e9e-a16c-ba018c81b98e,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.79,2.6,-0.43,0.53,-0.73,1.34,92.3,90.2,85.8,92.2,85.2,79.4,0.284,0.395,0.133,0.216,0.392,0.196,0.235,0.235,0.241,0.095,0.381,0.333,0.227,0.295,0.279,0.179,0.277,0.34,0.232,0.384,0.167,95.0,100.0,98.0,0.067,0.18,87.4,0.227,0.364,0.299,0.36,0.72,0.109
7,2024-09-10,745694,Strikeout,strikeout,True,592450,607625,Aaron Judge,Seth Lugo,0,16dddcf4-7b17-442a-8fc5-69e4e88361d7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.79,2.6,-0.43,0.53,-0.73,1.34,92.3,90.2,85.8,92.2,85.2,79.4,0.284,0.395,0.133,0.216,0.392,0.196,0.235,0.235,0.241,0.095,0.381,0.333,0.227,0.295,0.279,0.179,0.277,0.34,0.232,0.384,0.167,95.0,100.0,98.0,0.067,0.18,87.4,0.227,0.364,0.299,0.36,0.72,0.109
8,2024-09-10,745694,Groundout,field_out,True,669224,607625,Austin Wells,Seth Lugo,0,ca926a51-ab7c-4f69-a22e-b736044ea5c7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.05,3.76,197.2,101.0,97.0,100.0,0.796,7.88,2.14,7.88,0.73,1.23,0.209,0.389,0.157,0.301,0.43,127.0,100.0,110.0,75.0,103.0,95.0,69.0,101.0,91.0,125.0,98.0,105.0,99.0,103.0,103.0,88.0,99.0,99.0,0.187,0.24,0.079,0.029,0.137,0.26,0.79,2.6,-0.43,0.53,-0.73,1.34,92.3,90.2,85.8,92.2,85.2,79.4,0.284,0.395,0.133,0.216,0.392,0.196,0.235,0.235,0.241,0.095,0.381,0.333,0.227,0.295,0.279,0.179,0.277,0.34,0.232,0.384,0.167,95.0,100.0,98.0,0.067,0.18,87.4,0.227,0.364,0.299,0.36,0.72,0.109
9,2024-09-10,745694,Walk,walk,False,686681,573186,Michael Massey,Marcus Stroman,0,abdc133e-bae9-4579-9c04-0ef6508fa123,573186.0,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.07,4.85,148.1,96.0,92.0,94.0,0.816,6.61,3.64,9.22,1.09,1.56,0.207,0.403,0.151,0.323,0.358,92.0,89.0,93.0,48.0,86.0,78.0,91.0,94.0,90.0,94.0,102.0,102.0,106.0,100.0,99.0,82.0,98.0,93.0,0.348,0.031,0.182,0.11,0.167,0.162,-4.68,-0.05,-0.1,-0.03,-2.24,0.52,89.9,88.1,83.3,90.0,85.3,81.3,0.294,0.467,0.122,0.252,0.382,0.273,0.282,0.515,0.182,0.222,0.302,0.252,0.29,0.468,0.323,0.0,0.0,0.29,0.5,0.7,0.231,,,,,,,,,,,,
