,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-07-30,746441,Lineout,field_out,True,680757,663947,Steven Kwan,Tyler Holton,0,145b909a-522a-43f2-af0f-24b3c1f1f684,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
1,2024-07-30,746441,Strikeout,strikeout,True,657041,663947,Lane Thomas,Tyler Holton,0,06a7ed63-cd09-4a3a-b009-16ec07244e53,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
2,2024-07-30,746441,Flyout,field_out,True,608070,663947,José Ramírez,Tyler Holton,0,690c2338-93ee-4008-91c3-695957459692,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
3,2024-07-30,746441,Strikeout,strikeout,True,663837,668909,Matt Vierling,Gavin Williams,0,b5ccd16d-1a0d-449b-a2ad-3b3835c0847a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,0.531,0.105,0.096,0.204,0.064,0.15,1.25,,-1.16,-0.46,-5.66,96.8,91.7,89.2,,88.5,79.6,0.5,1.0,0.091,,,,0.136,0.318,0.298,0.288,0.413,0.237,0.353,0.529,0.295,0.167,0.352,0.274,,,,,,,,,,,,
4,2024-07-30,746441,Strikeout,strikeout,True,690993,668909,Colt Keith,Gavin Williams,0,1fb2bb7a-be5b-4ae0-846f-78a9e2c9a572,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,0.531,0.105,0.096,0.204,0.064,0.15,1.25,,-1.16,-0.46,-5.66,96.8,91.7,89.2,,88.5,79.6,0.5,1.0,0.091,,,,0.136,0.318,0.298,0.288,0.413,0.237,0.353,0.529,0.295,0.167,0.352,0.274,,,,,,,,,,,,
5,2024-07-30,746441,Flyout,field_out,True,669234,668909,Justyn-Henry Malloy,Gavin Williams,0,cfe66ba9-b4e5-4872-b8d1-f47659a570d7,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,66.0,101.0,104.0,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,0.531,0.105,0.096,0.204,0.064,0.15,1.25,,-1.16,-0.46,-5.66,96.8,91.7,89.2,,88.5,79.6,0.5,1.0,0.091,,,,0.136,0.318,0.298,0.288,0.413,0.237,0.353,0.529,0.295,0.167,0.352,0.274,,,,,,,,,,,,
6,2024-07-30,746441,Pop Out,field_out,True,647304,663947,Josh Naylor,Tyler Holton,0,f049e21d-8f3a-411c-b994-02e3a1d3afeb,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
7,2024-07-30,746441,Groundout,field_out,True,682657,663947,Angel Martínez,Tyler Holton,0,3a87889a-ffbc-4a79-b8e1-21dbc78730c8,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
8,2024-07-30,746441,Single,single,False,665926,663947,Andrés Giménez,Tyler Holton,0,9fcd4885-5993-4a29-81fb-745bfad11e09,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
9,2024-07-30,746441,Single,single,False,671289,663947,Tyler Freeman,Tyler Holton,1,a18e34ce-0ad6-450f-9602-4b421ee3e007,663947.0,tylerholton,Holton,Left,Tyler Holton,DET,2.38,2.99,75.2,104.0,84.0,100.0,0.766,7.02,1.55,5.71,0.59,1.24,0.21,0.381,0.186,0.271,0.421,64.0,104.0,100.0,103.0,86.0,94.0,81.0,103.0,93.0,78.0,104.0,96.0,113.0,98.0,105.0,86.0,109.0,104.0,0.211,0.154,0.267,0.156,0.015,0.196,5.52,2.22,2.07,2.44,1.29,-0.22,92.1,87.9,83.5,91.7,80.9,79.3,0.275,0.42,0.278,0.169,0.356,0.097,0.204,0.259,0.246,0.068,0.068,0.282,0.128,0.128,0.368,,,,,,,,,,,,,,,
