,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-17,745366,Single,single,False,514888,650633,Jose Altuve,Michael King,0,079951ba-21f8-42bd-9467-36bee416dc5b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.04,3.45,168.2,102.0,94.0,100.0,0.733,10.57,3.25,7.52,0.91,1.1,0.231,0.429,0.204,0.263,0.416,88.0,103.0,97.0,85.0,102.0,101.0,88.0,105.0,98.0,114.0,97.0,102.0,0.278,0.243,0.231,0.248,-0.03,0.74,-0.22,1.5,93.7,86.7,92.9,82.9,0.212,0.292,0.364,0.2,0.382,0.188,0.26,0.389,0.266,0.214,0.316,0.342,0.267,0.5,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-17,745366,Walk,walk,False,670541,650633,Yordan Alvarez,Michael King,1,296a6b5b-d35a-46ce-b52b-6a4663d967d5,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.04,3.45,168.2,102.0,94.0,100.0,0.733,10.57,3.25,7.52,0.91,1.1,0.231,0.429,0.204,0.263,0.416,88.0,103.0,97.0,85.0,102.0,101.0,88.0,105.0,98.0,114.0,97.0,102.0,0.278,0.243,0.231,0.248,-0.03,0.74,-0.22,1.5,93.7,86.7,92.9,82.9,0.212,0.292,0.364,0.2,0.382,0.188,0.26,0.389,0.266,0.214,0.316,0.342,0.267,0.5,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-17,745366,Lineout,field_out,True,663656,650633,Kyle Tucker,Michael King,1,256ae188-f589-4561-83a6-49c04649934b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.04,3.45,168.2,102.0,94.0,100.0,0.733,10.57,3.25,7.52,0.91,1.1,0.231,0.429,0.204,0.263,0.416,88.0,103.0,97.0,85.0,102.0,101.0,88.0,105.0,98.0,114.0,97.0,102.0,0.278,0.243,0.231,0.248,-0.03,0.74,-0.22,1.5,93.7,86.7,92.9,82.9,0.212,0.292,0.364,0.2,0.382,0.188,0.26,0.389,0.266,0.214,0.316,0.342,0.267,0.5,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-17,745366,Strikeout,strikeout,True,673237,650633,Yainer Diaz,Michael King,0,6c8ea4b9-6a21-4578-b313-6a315f8ef7a6,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.04,3.45,168.2,102.0,94.0,100.0,0.733,10.57,3.25,7.52,0.91,1.1,0.231,0.429,0.204,0.263,0.416,88.0,103.0,97.0,85.0,102.0,101.0,88.0,105.0,98.0,114.0,97.0,102.0,0.278,0.243,0.231,0.248,-0.03,0.74,-0.22,1.5,93.7,86.7,92.9,82.9,0.212,0.292,0.364,0.2,0.382,0.188,0.26,0.389,0.266,0.214,0.316,0.342,0.267,0.5,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-17,745366,Strikeout,strikeout,True,608324,650633,Alex Bregman,Michael King,0,43059b81-b354-4520-b6f5-c232e9dcc4e8,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.04,3.45,168.2,102.0,94.0,100.0,0.733,10.57,3.25,7.52,0.91,1.1,0.231,0.429,0.204,0.263,0.416,88.0,103.0,97.0,85.0,102.0,101.0,88.0,105.0,98.0,114.0,97.0,102.0,0.278,0.243,0.231,0.248,-0.03,0.74,-0.22,1.5,93.7,86.7,92.9,82.9,0.212,0.292,0.364,0.2,0.382,0.188,0.26,0.389,0.266,0.214,0.316,0.342,0.267,0.5,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-17,745366,Groundout,field_out,True,650333,686613,Luis Arraez,Hunter Brown,0,b34e5405-3f37-47a9-bd7e-bb0b985c5a8f,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,0.182,0.347,0.051,0.126,0.16,0.93,1.7,0.95,96.0,88.4,95.6,89.1,0.221,0.26,0.296,0.275,0.321,0.16,0.244,0.413,0.289,,,,0.182,0.182,0.243,127.0,100.0,105.0,90.0,103.0,101.0,0.17,0.125,0.15,-0.78,92.4,82.9,0.235,0.365,0.214,0.237,0.421,0.305,,,,,,,,,,,,,,,
6,2024-09-17,745366,Groundout,field_out,True,665487,686613,Fernando Tatis Jr.,Hunter Brown,0,74ee317b-e865-45e9-9678-aa6e796190e5,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,0.182,0.347,0.051,0.126,0.16,0.93,1.7,0.95,96.0,88.4,95.6,89.1,0.221,0.26,0.296,0.275,0.321,0.16,0.244,0.413,0.289,,,,0.182,0.182,0.243,127.0,100.0,105.0,90.0,103.0,101.0,0.17,0.125,0.15,-0.78,92.4,82.9,0.235,0.365,0.214,0.237,0.421,0.305,,,,,,,,,,,,,,,
7,2024-09-17,745366,Single,single,False,595777,686613,Jurickson Profar,Hunter Brown,0,81ca92ee-3bbf-4b07-a1c6-33ab03908568,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,0.182,0.347,0.051,0.126,0.16,0.93,1.7,0.95,96.0,88.4,95.6,89.1,0.221,0.26,0.296,0.275,0.321,0.16,0.244,0.413,0.289,,,,0.182,0.182,0.243,127.0,100.0,105.0,90.0,103.0,101.0,0.17,0.125,0.15,-0.78,92.4,82.9,0.235,0.365,0.214,0.237,0.421,0.305,,,,,,,,,,,,,,,
8,2024-09-17,745366,Single,single,False,592518,686613,Manny Machado,Hunter Brown,1,969eb097-1b6f-4db3-9ac4-1be78b8170f7,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,0.182,0.347,0.051,0.126,0.16,0.93,1.7,0.95,96.0,88.4,95.6,89.1,0.221,0.26,0.296,0.275,0.321,0.16,0.244,0.413,0.289,,,,0.182,0.182,0.243,127.0,100.0,105.0,90.0,103.0,101.0,0.17,0.125,0.15,-0.78,92.4,82.9,0.235,0.365,0.214,0.237,0.421,0.305,,,,,,,,,,,,,,,
9,2024-09-17,745366,Flyout,field_out,True,701538,686613,Jackson Merrill,Hunter Brown,0,dee33442-4aba-4713-b5eb-d1d0f49c6804,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.27,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.353,0.188,0.218,0.421,84.0,101.0,103.0,110.0,100.0,101.0,93.0,103.0,99.0,110.0,104.0,108.0,0.182,0.347,0.051,0.126,0.16,0.93,1.7,0.95,96.0,88.4,95.6,89.1,0.221,0.26,0.296,0.275,0.321,0.16,0.244,0.413,0.289,,,,0.182,0.182,0.243,127.0,100.0,105.0,90.0,103.0,101.0,0.17,0.125,0.15,-0.78,92.4,82.9,0.235,0.365,0.214,0.237,0.421,0.305,,,,,,,,,,,,,,,
