,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-04,746019,Walk,walk,False,686611,678368,Dylan Crews,Valente Bellozo,0,6d0528dd-1ec0-4c46-8f16-805956969b14,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-04,746019,Flyout,field_out,True,677588,678368,José Tena,Valente Bellozo,0,0e8bceb9-e66c-4d72-b0b9-fe5a8bfdfd92,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-04,746019,Flyout,field_out,True,665953,678368,Andrés Chaparro,Valente Bellozo,0,59895995-94bc-4e42-9a6d-b46dfef0b20d,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-04,746019,Forceout,force_out,True,695578,678368,James Wood,Valente Bellozo,1,24574b57-be62-44cd-b960-9567821f7267,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-04,746019,Flyout,field_out,True,669364,669022,Xavier Edwards,MacKenzie Gore,0,f3a9008b-94f0-4572-a1b2-9944ba775cf8,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.32,4.34,143.2,98.0,112.0,101.0,0.754,9.71,3.51,9.96,0.81,1.12,0.266,0.368,0.157,0.29,0.437,93.0,91.0,94.0,105.0,103.0,102.0,126.0,99.0,104.0,92.0,91.0,92.0,,,,0.55,,0.165,0.191,0.093,0.05,,-1.03,0.1,-1.71,96.1,,85.9,90.8,82.9,0.289,0.426,0.23,,,,0.302,0.535,0.513,0.444,0.667,0.263,0.246,0.331,0.322,0.26,0.406,0.324,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-04,746019,Strikeout,strikeout,True,681393,669022,Connor Norby,MacKenzie Gore,0,a503047d-7ef5-43d2-9d41-3f8504a5f091,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.32,4.34,143.2,98.0,112.0,101.0,0.754,9.71,3.51,9.96,0.81,1.12,0.266,0.368,0.157,0.29,0.437,93.0,91.0,94.0,105.0,103.0,102.0,126.0,99.0,104.0,92.0,91.0,92.0,,,,0.55,,0.165,0.191,0.093,0.05,,-1.03,0.1,-1.71,96.1,,85.9,90.8,82.9,0.289,0.426,0.23,,,,0.302,0.535,0.513,0.444,0.667,0.263,0.246,0.331,0.322,0.26,0.406,0.324,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-04,746019,Lineout,field_out,True,669394,669022,Jake Burger,MacKenzie Gore,0,6ef89cc8-4459-4078-aadf-be1834285380,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.32,4.34,143.2,98.0,112.0,101.0,0.754,9.71,3.51,9.96,0.81,1.12,0.266,0.368,0.157,0.29,0.437,93.0,91.0,94.0,105.0,103.0,102.0,126.0,99.0,104.0,92.0,91.0,92.0,,,,0.55,,0.165,0.191,0.093,0.05,,-1.03,0.1,-1.71,96.1,,85.9,90.8,82.9,0.289,0.426,0.23,,,,0.302,0.535,0.513,0.444,0.667,0.263,0.246,0.331,0.322,0.26,0.406,0.324,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-04,746019,Walk,walk,False,671277,678368,Luis García Jr.,Valente Bellozo,0,58c45b01-0fae-42a4-aa34-0f81feb6d010,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-04,746019,Flyout,field_out,True,608336,678368,Joey Gallo,Valente Bellozo,0,544931f8-e07a-4cc5-a5de-dcfa4bb8bab7,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-04,746019,Flyout,field_out,True,682928,678368,CJ Abrams,Valente Bellozo,1,a5ab4d3b-6719-41a2-9708-7b4ea02c4cfe,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,90.0,102.0,98.0,70.0,99.0,93.0,0.384,0.255,0.112,0.117,0.132,-0.29,2.47,-0.28,-4.14,-4.52,89.3,83.2,81.0,77.9,74.0,0.224,0.447,0.148,0.169,0.356,0.158,0.345,0.586,0.255,0.273,0.409,0.304,0.35,0.75,0.323,,,,,,,,,,,,,,,,,,,,,,,,,,,
