,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-09,745454,Single,single,False,669364,694973,Xavier Edwards,Paul Skenes,0,0c30a9c3-36e9-4eab-97b7-2bcbec00531f,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-09,745454,Strikeout,strikeout,True,681393,694973,Connor Norby,Paul Skenes,0,33266cca-f4bf-477b-9ca3-a1ddb947c772,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-09,745454,Grounded Into DP,grounded_into_double_play,True,669394,694973,Jake Burger,Paul Skenes,1,288248dc-afe1-4a3a-b647-074fde96c50a,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-09,745454,Flyout,field_out,True,693304,678368,Nick Gonzales,Valente Bellozo,0,d6ba377f-70db-4571-ab4b-5780304158ad,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
4,2024-09-09,745454,Groundout,field_out,True,668804,678368,Bryan Reynolds,Valente Bellozo,0,8cc51003-a11c-48dc-a338-b8fae7e9d497,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
5,2024-09-09,745454,Home Run,home_run,False,665833,678368,Oneil Cruz,Valente Bellozo,0,f09d6877-0a87-4687-a94f-e4ceda6987bd,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
6,2024-09-09,745454,Field Error,field_error,False,457705,678368,Andrew McCutchen,Valente Bellozo,0,c0246270-8b1f-43eb-8573-8f3762fd1862,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
7,2024-09-09,745454,Walk,walk,False,642133,678368,Rowdy Tellez,Valente Bellozo,1,a932dfec-adb7-40ac-839a-f143aa60a783,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
8,2024-09-09,745454,Flyout,field_out,True,650559,678368,Bryan De La Cruz,Valente Bellozo,0,9908363a-a9b7-49f8-88bd-363208f291ac,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
9,2024-09-09,745454,Strikeout,strikeout,True,660821,694973,Jesús Sánchez,Paul Skenes,0,6f7dddcf-bc0a-4b4e-ada2-3fc879a5f956,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-09,745454,Single,single,False,681146,694973,Jonah Bride,Paul Skenes,0,0bed55b4-7831-4311-a42a-f0b7ebcf0827,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-09,745454,Strikeout,strikeout,True,665052,694973,Griffin Conine,Paul Skenes,0,cb1173d8-0f53-419f-b972-71095e7f9a53,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-09,745454,Single,single,False,672640,694973,Otto Lopez,Paul Skenes,1,e73c1aba-b9fe-4668-ac10-7860cca3592d,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
