,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
13,2024-09-09,745454,Groundout,field_out,True,669065,694973,Kyle Stowers,Paul Skenes,0,b458332b-54d7-41bb-8675-98696166b3f5,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-09,745454,Pop Out,field_out,True,518735,678368,Yasmani Grandal,Valente Bellozo,0,4a722094-0e90-4d5a-bf82-3e2386492315,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
15,2024-09-09,745454,Flyout,field_out,True,669707,678368,Jared Triolo,Valente Bellozo,0,c480f6bf-e2d4-476b-b122-66ac4b54c9bc,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
16,2024-09-09,745454,Field Error,field_error,False,675961,678368,Alika Williams,Valente Bellozo,0,bb92eaac-fea2-47ac-afc2-452a43282831,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
17,2024-09-09,745454,Single,single,False,693304,678368,Nick Gonzales,Valente Bellozo,1,b0c42ebf-e4e1-4177-a234-6ce3da4eb131,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
18,2024-09-09,745454,Single,single,False,668804,678368,Bryan Reynolds,Valente Bellozo,1,dfc0dd51-5385-42ad-93b4-f7247bbf90bd,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
19,2024-09-09,745454,Groundout,field_out,True,665833,678368,Oneil Cruz,Valente Bellozo,0,56f96926-fecc-4a3d-a9a8-df8542f489ca,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
20,2024-09-09,745454,Lineout,field_out,True,663743,694973,Nick Fortes,Paul Skenes,0,9c9e573b-bc90-41c9-878d-e607ffd182ff,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-09,745454,Field Error,field_error,False,669364,694973,Xavier Edwards,Paul Skenes,0,0312dd07-1793-46eb-a612-f112c1b6aca3,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-09,745454,Strikeout,strikeout,True,681393,694973,Connor Norby,Paul Skenes,0,1f36cada-4a84-4589-a3c2-e44fd198283c,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-09,745454,Flyout,field_out,True,669394,694973,Jake Burger,Paul Skenes,0,83cb5546-8494-455c-8eb9-014bc4bcab10,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-09,745454,Double,double,False,457705,678368,Andrew McCutchen,Valente Bellozo,0,f5e88513-0774-4350-9033-e04c9b730ca0,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
25,2024-09-09,745454,Groundout,field_out,True,642133,678368,Rowdy Tellez,Valente Bellozo,0,a7d9b940-47ac-4ba0-85e6-1f6c9b4dbe36,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
26,2024-09-09,745454,Flyout,field_out,True,650559,678368,Bryan De La Cruz,Valente Bellozo,0,41153554-2a34-4d6d-a23d-61c4895ecfb2,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
27,2024-09-09,745454,Strikeout,strikeout,True,518735,678368,Yasmani Grandal,Valente Bellozo,0,b3da900d-1cf7-48a7-9e2e-bb5f0c12de32,678368.0,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.57,5.2,53.0,97.0,70.0,89.0,0.815,5.94,3.06,8.49,1.7,0.46,0.291,0.419,0.174,0.372,0.414,88.0,91.0,97.0,83.0,89.0,90.0,54.0,99.0,80.0,,,,90.0,102.0,98.0,,0.384,0.112,0.117,0.132,-0.29,,-0.28,-4.14,-4.52,89.3,81.0,,77.9,74.0,0.224,0.447,0.148,,,,0.273,0.409,0.304,0.35,0.75,0.323,0.345,0.586,0.255,,,,70.0,99.0,93.0,0.255,2.47,83.2,0.169,0.356,0.158,,,,,,,,,,,,,,,
28,2024-09-09,745454,Double,double,False,660821,694973,Jesús Sánchez,Paul Skenes,0,08903a08-b91d-436e-9671-3aad2ef9a93e,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-09,745454,Strikeout,strikeout,True,681146,694973,Jonah Bride,Paul Skenes,0,4542e8d2-3bc1-4f5a-8574-6f3bb35f181d,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-09,745454,Strikeout,strikeout,True,665052,694973,Griffin Conine,Paul Skenes,0,529d7978-3f68-4a07-a378-27631174e186,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-09,745454,Single,single,False,672640,694973,Otto Lopez,Paul Skenes,1,fc76ec3e-89cb-44e3-afb3-11164d6c798f,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,2.1,2.7,120.0,103.0,103.0,103.0,0.738,11.33,2.33,6.6,0.75,1.53,0.221,0.484,0.203,0.235,0.428,80.0,100.0,98.0,105.0,100.0,103.0,99.0,106.0,103.0,82.0,92.0,85.0,133.0,104.0,119.0,0.283,0.394,0.16,0.114,0.048,0.58,3.49,0.54,-0.18,0.49,98.8,87.4,94.0,85.4,83.0,0.233,0.366,0.251,0.185,0.238,0.296,0.109,0.196,0.232,0.25,0.375,0.341,0.13,0.174,0.479,0.3,0.6,0.321,,,,,,,,,,,,,,,,,,,,,,,,
