,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-25,745376,Single,single,False,596019,527048,Francisco Lindor,Martín Pérez,0,04af1ec5-b1ad-4ae2-a87f-85eefcb94771,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
1,2024-08-25,745376,Flyout,field_out,True,668901,527048,Mark Vientos,Martín Pérez,0,41afd725-de05-42e4-b450-1c542f058ffa,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
2,2024-08-25,745376,Flyout,field_out,True,624413,527048,Pete Alonso,Martín Pérez,0,1bf97c31-2c21-4a23-bdbe-e8365b51f87a,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
3,2024-08-25,745376,Groundout,field_out,True,607043,527048,Brandon Nimmo,Martín Pérez,0,ba1aa7f3-ac8e-4282-a299-70bc01d628d6,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
4,2024-08-25,745376,Single,single,False,595777,500779,Jurickson Profar,Jose Quintana,0,8cfb6877-b091-44ea-9a15-9bf595fcd1d5,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,0.293,0.222,,,0.287,0.197,-0.55,,0.19,,0.04,-0.09,90.6,,85.7,90.7,,77.6,0.261,0.491,0.136,0.225,0.294,0.32,,,,0.266,0.448,0.258,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,
5,2024-08-25,745376,Forceout,force_out,True,456781,500779,Donovan Solano,Jose Quintana,1,fd0d9793-5945-4db4-b9f1-4bf23f108342,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,0.293,0.222,,,0.287,0.197,-0.55,,0.19,,0.04,-0.09,90.6,,85.7,90.7,,77.6,0.261,0.491,0.136,0.225,0.294,0.32,,,,0.266,0.448,0.258,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,
6,2024-08-25,745376,Grounded Into DP,grounded_into_double_play,True,593428,500779,Xander Bogaerts,Jose Quintana,1,0e87de16-57d0-459e-8500-ed8e2111165f,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.36,4.88,140.1,98.0,83.0,93.0,0.808,6.8,3.46,8.27,1.41,1.2,0.22,0.425,0.169,0.343,0.339,69.0,100.0,97.0,110.0,103.0,100.0,70.0,92.0,85.0,75.0,97.0,90.0,,,,,,,0.293,0.222,,,0.287,0.197,-0.55,,0.19,,0.04,-0.09,90.6,,85.7,90.7,,77.6,0.261,0.491,0.136,0.225,0.294,0.32,,,,0.266,0.448,0.258,0.225,0.461,0.167,0.176,0.382,0.274,,,,,,,,,,,,,,,
7,2024-08-25,745376,Groundout,field_out,True,516782,527048,Starling Marte,Martín Pérez,0,1a693d05-b21e-4f88-8239-d42c4c0812f8,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
8,2024-08-25,745376,Single,single,False,502110,527048,J.D. Martinez,Martín Pérez,0,fd516a8e-1c76-455e-8da3-8a2bfbde5cba,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
9,2024-08-25,745376,Forceout,force_out,True,578428,527048,Jose Iglesias,Martín Pérez,1,cf52f74b-ed99-45af-a96a-424e8178d887,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,,,,
