,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-07-06,745235,Flyout,field_out,True,676391,676106,Ernie Clement,Emerson Hancock,0,84c49240-dd7f-4acb-a093-aaca5fcf9a96,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-06,745235,Flyout,field_out,True,664034,684320,Ty France,Yariel Rodríguez,0,7368b16d-d808-4660-a725-5bcbe1931cd9,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
12,2024-07-06,745235,Groundout,field_out,True,670042,684320,Luke Raley,Yariel Rodríguez,0,57283c93-6853-4d1b-aa69-b30a2487553d,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
13,2024-07-06,745235,Strikeout,strikeout,True,641598,684320,Mitch Garver,Yariel Rodríguez,0,4f2c4196-4f83-4c82-9e75-119ac43f1662,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
14,2024-07-06,745235,Groundout,field_out,True,595281,676106,Kevin Kiermaier,Emerson Hancock,0,61aa32a4-870d-4002-913e-25c20ea52a79,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-06,745235,Groundout,field_out,True,543807,676106,George Springer,Emerson Hancock,0,7c64031b-1fe3-4888-a33b-daa8f4e83cdb,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-06,745235,Walk,walk,False,687462,676106,Spencer Horwitz,Emerson Hancock,0,f0d1dbf5-d071-411f-a762-05fa418597e2,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-07-06,745235,Strikeout,strikeout,True,665489,676106,Vladimir Guerrero Jr.,Emerson Hancock,0,ab980f7c-4cf8-4d7e-828e-28d720f3d331,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-07-06,745235,Groundout,field_out,True,686527,684320,Dominic Canzone,Yariel Rodríguez,0,705e03c7-71ee-42dc-8f6b-774eea7d0f32,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
19,2024-07-06,745235,Flyout,field_out,True,571745,684320,Mitch Haniger,Yariel Rodríguez,0,d8d7102c-839a-4b78-99c3-1851b655e040,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
20,2024-07-06,745235,Strikeout,strikeout,True,664238,684320,Dylan Moore,Yariel Rodríguez,0,7d83d964-cf37-4b5b-b5d2-e2b02c47476c,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
21,2024-07-06,745235,Pop Out,field_out,True,666182,676106,Bo Bichette,Emerson Hancock,0,fc52d25e-6095-4d99-90a0-096efdc3e867,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-06,745235,Flyout,field_out,True,643376,676106,Danny Jansen,Emerson Hancock,0,f04f0fd8-7518-447f-88cf-17793d2581d5,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-06,745235,Single,single,False,662139,676106,Daulton Varsho,Emerson Hancock,0,aff8cc62-fab9-481e-a65f-04cb5aaedb16,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-07-06,745235,Double,double,False,672386,676106,Alejandro Kirk,Emerson Hancock,1,5e9f9365-e26c-469a-85d4-02ff3fdeed8a,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-07-06,745235,Single,single,False,676391,676106,Ernie Clement,Emerson Hancock,1,55c5a76f-fe62-45ee-821f-63baf5ff8411,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-07-06,745235,Strikeout,strikeout,True,595281,676106,Kevin Kiermaier,Emerson Hancock,0,1cb06b47-56c6-4c05-81c1-bb7955cd7761,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-07-06,745235,Groundout,field_out,True,641487,684320,J.P. Crawford,Yariel Rodríguez,0,c7360fe9-614d-4441-8a00-127fa1af7e34,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
28,2024-07-06,745235,Walk,walk,False,668942,684320,Josh Rojas,Yariel Rodríguez,0,68ec53ec-b219-4103-b44b-bf517079cbd4,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
29,2024-07-06,745235,Walk,walk,False,663728,684320,Cal Raleigh,Yariel Rodríguez,1,e0e1d8fd-0e2d-4375-bf7e-8f3c9611e242,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
30,2024-07-06,745235,Double Play,double_play,True,664034,684320,Ty France,Yariel Rodríguez,1,e82c4339-c9de-4a77-b0f7-168c165d4634,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,,0.9,3.88,-0.9,,94.2,,93.6,84.4,0.22,0.341,0.206,0.154,0.154,0.125,,,,0.245,0.429,0.344,92.0,92.0,98.0,75.0,115.0,106.0,0.08,0.115,-1.28,-3.05,89.2,77.7,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,
31,2024-07-06,745235,Single,single,False,543807,676106,George Springer,Emerson Hancock,0,e8715291-e5e3-4f18-845c-eb3997eea282,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-07-06,745235,Hit By Pitch,hit_by_pitch,False,687462,676106,Spencer Horwitz,Emerson Hancock,1,91553b67-3bdb-4cc2-ac20-7f52804c61b0,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.76,6.02,45.1,103.0,87.0,99.0,0.818,5.56,2.78,9.13,1.59,0.89,0.263,0.414,0.237,0.316,0.437,87.0,106.0,106.0,75.0,104.0,95.0,95.0,100.0,95.0,99.0,94.0,94.0,0.32,0.303,0.166,0.21,1.7,-2.25,-2.18,-0.16,93.5,86.9,93.2,84.4,0.25,0.339,0.232,0.352,0.648,0.149,0.178,0.311,0.226,0.217,0.478,0.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-07-06,745235,Single,single,False,665489,676092,Vladimir Guerrero Jr.,Collin Snider,1,2f145a79-306f-4b62-beae-37265aadd183,676092.0,collinsnider,Snider,Right,Collin Snider,SEA,1.26,2.99,14.1,103.0,101.0,101.0,0.738,8.79,1.88,6.91,0.0,1.18,0.297,0.405,0.324,0.189,0.422,,,,90.0,97.0,91.0,50.0,117.0,91.0,114.0,104.0,114.0,0.103,0.245,0.407,,1.65,9.56,1.36,,94.0,,94.7,82.3,0.154,0.231,0.5,0.0,0.0,0.077,,,,0.238,0.286,0.227,,,,,,,,,,,,,,,,,,,106.0,104.0,96.0,0.245,1.82,90.2,0.333,0.333,0.269,,,,,,
