,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-07,745508,Groundout,field_out,True,694384,682990,Nolan Schanuel,Quinn Priester,0,12cb118d-e98e-4998-a364-0281ed32165e,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,0.4,0.4,0.222,0.357,0.5,0.463,,,,,,,,,,,,,,,,,,
1,2024-05-07,745508,Flyout,field_out,True,666160,682990,Mickey Moniak,Quinn Priester,0,e776ac14-20ee-4831-94d8-b6e90f3c7639,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,0.4,0.4,0.222,0.357,0.5,0.463,,,,,,,,,,,,,,,,,,
2,2024-05-07,745508,Strikeout,strikeout,True,592273,682990,Brandon Drury,Quinn Priester,0,458d3d78-de84-4f6c-9e06-0ad5e45a9999,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,0.4,0.4,0.222,0.357,0.5,0.463,,,,,,,,,,,,,,,,,,
3,2024-05-07,745508,Field Error,field_error,False,457705,663776,Andrew McCutchen,Patrick Sandoval,0,f2153d0b-b416-4fb3-b750-8286631b719c,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.413,0.565,0.142,0.235,0.471,0.281,0.208,0.292,0.385,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
4,2024-05-07,745508,Strikeout,strikeout,True,668804,663776,Bryan Reynolds,Patrick Sandoval,0,e6d985e7-9f49-459f-afa1-1338ce24a67e,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.413,0.565,0.142,0.235,0.471,0.281,0.208,0.292,0.385,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
5,2024-05-07,745508,Forceout,force_out,True,663647,663776,Ke'Bryan Hayes,Patrick Sandoval,1,ee2a709a-ff6e-4b4d-bc0e-8635fde54093,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.413,0.565,0.142,0.235,0.471,0.281,0.208,0.292,0.385,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
6,2024-05-07,745508,Strikeout,strikeout,True,656582,663776,Connor Joe,Patrick Sandoval,0,2f7b1f27-efc7-4737-a64b-1d2eb6e5ac73,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,96.0,94.0,100.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,0.174,0.16,0.293,0.09,0.283,-2.17,-1.82,0.25,2.02,0.72,93.7,82.9,93.7,86.8,76.3,0.413,0.565,0.142,0.235,0.471,0.281,0.208,0.292,0.385,0.381,0.524,0.16,0.118,0.118,0.256,,,,,,,,,,,,,,,,,,
7,2024-05-07,745508,Lineout,field_out,True,641432,682990,Willie Calhoun,Quinn Priester,0,acdbbccb-2436-44dd-b694-90051de4afed,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,0.4,0.4,0.222,0.357,0.5,0.463,,,,,,,,,,,,,,,,,,
8,2024-05-07,745508,Flyout,field_out,True,607680,682990,Kevin Pillar,Quinn Priester,0,4fbe5167-2158-4fc7-9cac-dd33b7c4c212,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,0.4,0.4,0.222,0.357,0.5,0.463,,,,,,,,,,,,,,,,,,
9,2024-05-07,745508,Single,single,False,681351,682990,Logan O'Hoppe,Quinn Priester,0,79f353fd-f463-4ced-9383-76b8de88ce76,682990.0,quinnpriester,Priester,Right,Quinn Priester,PIT,4.43,4.16,40.2,101.0,91.0,97.0,0.778,6.42,2.66,10.4,1.55,2.55,0.157,0.457,0.15,0.336,0.431,83.0,89.0,86.0,95.0,98.0,100.0,55.0,106.0,92.0,99.0,103.0,97.0,106.0,103.0,105.0,0.33,0.149,0.253,0.152,0.116,-1.75,0.45,-1.73,-1.03,0.79,93.2,88.2,93.0,87.2,80.5,0.284,0.493,0.142,0.261,0.478,0.276,0.136,0.182,0.242,0.4,0.4,0.222,0.357,0.5,0.463,,,,,,,,,,,,,,,,,,
