,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff
11,2024-05-13,746471,Single,single,False,681481,664350,Kerry Carpenter,Sixto Sánchez,0,87bfed7d-a3f7-4749-8194-b4ded63f55b8,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
12,2024-05-13,746471,Fielders Choice,fielders_choice,False,690993,664350,Colt Keith,Sixto Sánchez,1,02a076f1-f85f-4606-b8b3-bc4f66495082,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
13,2024-05-13,746471,Flyout,field_out,True,679529,664350,Spencer Torkelson,Sixto Sánchez,0,5a465c9c-d0cb-43f4-9eb6-9bbf53229bea,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
14,2024-05-13,746471,Walk,walk,False,656716,664350,Zach McKinstry,Sixto Sánchez,1,4b3cd4ba-8e7a-46de-982f-c77349f0b3aa,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
15,2024-05-13,746471,Forceout,force_out,True,595879,664350,Javier Báez,Sixto Sánchez,1,4978517d-fc57-435d-9abe-81a7e88b8d03,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
16,2024-05-13,746471,Single,single,False,608348,664350,Carson Kelly,Sixto Sánchez,1,291daa23-c713-48d2-8e63-9aba3d3f19a5,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
17,2024-05-13,746471,Single,single,False,682985,664350,Riley Greene,Sixto Sánchez,1,455b01db-4d76-4b4a-a6b0-41699798ead5,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
18,2024-05-13,746471,Groundout,field_out,True,592192,664350,Mark Canha,Sixto Sánchez,0,a1c78698-6a5b-4588-a7ec-4edb0c49a6f2,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
19,2024-05-13,746471,Walk,walk,False,542194,666159,Christian Bethancourt,Matt Manning,0,b2489532-7838-4381-ae08-4164466d78de,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-05-13,746471,Single,single,False,665862,666159,Jazz Chisholm Jr.,Matt Manning,1,4b0c5088-57b5-40d6-bacd-696af91f2e2b,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-05-13,746471,Flyout,field_out,True,650559,666159,Bryan De La Cruz,Matt Manning,0,6c850cc9-557e-4823-94c3-157d93e8a463,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-05-13,746471,Grounded Into DP,grounded_into_double_play,True,605137,666159,Josh Bell,Matt Manning,1,69c7c501-6256-4a6b-b805-8b1e63d1b555,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-13,746471,Groundout,field_out,True,672761,664350,Wenceel Pérez,Sixto Sánchez,0,29b75302-226a-4f09-b793-9647e7143f0b,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
24,2024-05-13,746471,Groundout,field_out,True,681481,664350,Kerry Carpenter,Sixto Sánchez,0,738bbc90-ad44-4342-ac58-29126af278cf,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
25,2024-05-13,746471,Flyout,field_out,True,690993,664350,Colt Keith,Sixto Sánchez,0,1d798008-58cf-4f42-82b0-5816dd3add15,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
26,2024-05-13,746471,Flyout,field_out,True,660821,666159,Jesús Sánchez,Matt Manning,0,bab6a010-169d-4e4f-92fa-f7f52664f816,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-13,746471,Strikeout,strikeout,True,669394,666159,Jake Burger,Matt Manning,0,4c2879d7-dfe9-4f68-b5b9-8abe6652a77f,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-05-13,746471,Single,single,False,624503,666159,Nick Gordon,Matt Manning,0,ca6e369d-691f-444b-85a5-49cb95f4406f,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-13,746471,Flyout,field_out,True,672640,666159,Otto Lopez,Matt Manning,0,824234e7-8718-4c65-9f71-b123cadf0451,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-05-13,746471,Flyout,field_out,True,679529,664350,Spencer Torkelson,Sixto Sánchez,0,b1b7bf03-65a3-4421-be98-1479f48473c8,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
31,2024-05-13,746471,Walk,walk,False,656716,664350,Zach McKinstry,Sixto Sánchez,0,3c5dd579-724a-44c1-83e8-2d63e67be0c7,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
32,2024-05-13,746471,Strikeout,strikeout,True,595879,664350,Javier Báez,Sixto Sánchez,0,a5909587-f46d-4940-9c6e-99ad0a0e13e4,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
33,2024-05-13,746471,Stolen Base 2B,stolen_base_2b,True,608348,664350,Carson Kelly,Sixto Sánchez,1,26533579-9759-4594-98bd-13a90ea44ce2,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,,,,77.0,98.0,88.0,,,,,,,0.298,,,,-1.21,,,,93.8,,,,0.267,0.433,0.104,,,,,,,,,,94.0,100.0,100.0,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,0.314,-1.59,-4.74,1.59,83.6,85.4,92.7,0.375,0.518,0.114,0.22,0.22,0.17,0.5,1.333,0.167
34,2024-05-13,746471,Single,single,False,660644,666159,Vidal Bruján,Matt Manning,0,823b1409-ef99-4d83-b539-8b35c49acf8b,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-05-13,746471,Strikeout,strikeout,True,542194,666159,Christian Bethancourt,Matt Manning,1,a3680779-70e7-47fa-98ec-500b0e3f090d,666159.0,mattmanning,Manning,Right,Matt Manning,DET,4.88,4.64,27.2,98.0,99.0,98.0,0.791,7.48,3.9,10.08,0.98,0.61,0.239,0.341,0.159,0.318,0.482,108.0,96.0,99.0,95.0,100.0,100.0,100.0,96.0,97.0,82.0,98.0,88.0,0.482,0.041,0.379,0.098,-1.36,-0.33,1.26,-3.39,93.8,87.8,84.4,81.6,0.327,0.519,0.213,0.375,0.375,0.0,0.385,0.538,0.273,0.25,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
