,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
0,2024-09-29,745932,Walk,walk,False,596019,607067,Francisco Lindor,Colin Rea,0,2a766339-be7a-4531-89e2-09a605f6e923,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.87,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.444,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,78.0,98.0,96.0,0.311,0.193,0.194,0.088,0.172,0.042,0.49,-1.34,-2.02,-0.28,1.41,-3.64,92.9,87.6,86.5,92.3,82.0,78.7,0.298,0.482,0.115,0.207,0.314,0.248,0.287,0.656,0.168,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,,,,,,,,,
1,2024-09-29,745932,Groundout,field_out,True,578428,607067,Jose Iglesias,Colin Rea,1,c364993d-f205-4119-8bcb-6269dea0f8c5,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.87,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.444,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,78.0,98.0,96.0,0.311,0.193,0.194,0.088,0.172,0.042,0.49,-1.34,-2.02,-0.28,1.41,-3.64,92.9,87.6,86.5,92.3,82.0,78.7,0.298,0.482,0.115,0.207,0.314,0.248,0.287,0.656,0.168,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,,,,,,,,,
2,2024-09-29,745932,Single,single,False,607043,607067,Brandon Nimmo,Colin Rea,1,129c60d9-a29c-4e6d-a31f-119306d7f374,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.87,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.444,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,78.0,98.0,96.0,0.311,0.193,0.194,0.088,0.172,0.042,0.49,-1.34,-2.02,-0.28,1.41,-3.64,92.9,87.6,86.5,92.3,82.0,78.7,0.298,0.482,0.115,0.207,0.314,0.248,0.287,0.656,0.168,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,,,,,,,,,
3,2024-09-29,745932,Lineout,field_out,True,668901,607067,Mark Vientos,Colin Rea,0,df7bd4dc-1f9f-4248-b4f7-c351e4045124,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.87,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.444,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,78.0,98.0,96.0,0.311,0.193,0.194,0.088,0.172,0.042,0.49,-1.34,-2.02,-0.28,1.41,-3.64,92.9,87.6,86.5,92.3,82.0,78.7,0.298,0.482,0.115,0.207,0.314,0.248,0.287,0.656,0.168,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,,,,,,,,,
4,2024-09-29,745932,Walk,walk,False,624413,607067,Pete Alonso,Colin Rea,1,794b5427-87a6-4868-8cb6-eeab4d58382b,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.87,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.444,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,78.0,98.0,96.0,0.311,0.193,0.194,0.088,0.172,0.042,0.49,-1.34,-2.02,-0.28,1.41,-3.64,92.9,87.6,86.5,92.3,82.0,78.7,0.298,0.482,0.115,0.207,0.314,0.248,0.287,0.656,0.168,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,,,,,,,,,
5,2024-09-29,745932,Flyout,field_out,True,502110,607067,J.D. Martinez,Colin Rea,0,229e2453-8a3d-4cfd-a9e7-90534fdf7d83,607067.0,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.87,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.444,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,78.0,98.0,96.0,0.311,0.193,0.194,0.088,0.172,0.042,0.49,-1.34,-2.02,-0.28,1.41,-3.64,92.9,87.6,86.5,92.3,82.0,78.7,0.298,0.482,0.115,0.207,0.314,0.248,0.287,0.656,0.168,0.159,0.234,0.227,0.286,0.492,0.277,0.394,0.636,0.18,,,,,,,,,,,,
6,2024-09-29,745932,Groundout,field_out,True,668930,656849,Brice Turang,David Peterson,0,dfb47c0d-6807-494d-b2cd-316170790442,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.58,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.076,0.39,,,1.83,-1.81,0.11,93.1,,,91.9,85.1,79.1,0.253,0.36,0.156,0.22,0.266,0.287,,,,,,,,,,0.207,0.345,0.259,97.0,90.0,93.0,0.164,0.03,84.7,0.287,0.447,0.339,0.211,0.324,0.271
7,2024-09-29,745932,Single,single,False,694192,656849,Jackson Chourio,David Peterson,0,bc43c741-a12a-4b9a-8d0f-2d9c787553cc,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.58,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.076,0.39,,,1.83,-1.81,0.11,93.1,,,91.9,85.1,79.1,0.253,0.36,0.156,0.22,0.266,0.287,,,,,,,,,,0.207,0.345,0.259,97.0,90.0,93.0,0.164,0.03,84.7,0.287,0.447,0.339,0.211,0.324,0.271
8,2024-09-29,745932,Walk,walk,False,642715,656849,Willy Adames,David Peterson,1,54fa848d-a8d3-48cb-bdf2-c4182b7f1d1a,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.58,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.076,0.39,,,1.83,-1.81,0.11,93.1,,,91.9,85.1,79.1,0.253,0.36,0.156,0.22,0.266,0.287,,,,,,,,,,0.207,0.345,0.259,97.0,90.0,93.0,0.164,0.03,84.7,0.287,0.447,0.339,0.211,0.324,0.271
9,2024-09-29,745932,Forceout,force_out,True,641343,656849,Jake Bauers,David Peterson,1,99836093-db1a-49a3-a7d1-38d41590a783,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.58,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,,,,0.31,0.265,,,0.184,0.076,0.39,,,1.83,-1.81,0.11,93.1,,,91.9,85.1,79.1,0.253,0.36,0.156,0.22,0.266,0.287,,,,,,,,,,0.207,0.345,0.259,97.0,90.0,93.0,0.164,0.03,84.7,0.287,0.447,0.339,0.211,0.324,0.271
