,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-23,746111,Groundout,field_out,True,650490,676272,Yandy Díaz,Bobby Miller,0,673690a9-ee46-4fb4-a4aa-86fbbebf9890,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
1,2024-08-23,746111,Strikeout,strikeout,True,664040,676272,Brandon Lowe,Bobby Miller,0,57e2e664-9d0a-4124-8378-9803e88299f0,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
2,2024-08-23,746111,Home Run,home_run,False,691406,676272,Junior Caminero,Bobby Miller,0,f3ff6113-2a14-4a2f-ad8a-0516900bb1e4,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
3,2024-08-23,746111,Single,single,False,666624,676272,Christopher Morel,Bobby Miller,0,c172d6dd-27e0-469e-87ed-c13f87a081e4,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
4,2024-08-23,746111,Flyout,field_out,True,666139,676272,Josh Lowe,Bobby Miller,0,46a5a9d8-b74f-4703-b44c-2881ed324220,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
5,2024-08-23,746111,Lineout,field_out,True,660271,641302,Shohei Ohtani,Tyler Alexander,0,c4a531ee-53f9-4cf4-b5c4-3489b67e8910,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,60.0,112.0,105.0,114.0,107.0,109.0,0.123,0.221,0.186,,0.145,-0.14,-0.62,0.09,,-2.7,89.4,81.2,89.5,77.4,,0.213,0.48,0.248,0.333,0.51,0.2,,,,0.267,0.467,0.068,,,,96.0,103.0,101.0,0.325,-0.36,84.8,0.276,0.551,0.199,0.277,0.446,0.182
6,2024-08-23,746111,Lineout,field_out,True,605141,641302,Mookie Betts,Tyler Alexander,0,175347c5-fc71-4e9b-a38f-7a6b9543383a,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,60.0,112.0,105.0,114.0,107.0,109.0,0.123,0.221,0.186,,0.145,-0.14,-0.62,0.09,,-2.7,89.4,81.2,89.5,77.4,,0.213,0.48,0.248,0.333,0.51,0.2,,,,0.267,0.467,0.068,,,,96.0,103.0,101.0,0.325,-0.36,84.8,0.276,0.551,0.199,0.277,0.446,0.182
7,2024-08-23,746111,Strikeout,strikeout,True,518692,641302,Freddie Freeman,Tyler Alexander,0,3201deee-afbd-4ef0-9656-c08028d5958b,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.48,5.24,85.1,106.0,95.0,105.0,0.819,7.7,2.21,9.49,2.11,0.6,0.275,0.375,0.156,0.353,0.453,102.0,104.0,106.0,,,,91.0,110.0,104.0,60.0,112.0,105.0,114.0,107.0,109.0,0.123,0.221,0.186,,0.145,-0.14,-0.62,0.09,,-2.7,89.4,81.2,89.5,77.4,,0.213,0.48,0.248,0.333,0.51,0.2,,,,0.267,0.467,0.068,,,,96.0,103.0,101.0,0.325,-0.36,84.8,0.276,0.551,0.199,0.277,0.446,0.182
8,2024-08-23,746111,Single,single,False,676356,676272,Jonny DeLuca,Bobby Miller,1,84eee133-201a-49ef-ad55-e87c892e9bfc,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
9,2024-08-23,746111,Strikeout,strikeout,True,642350,676272,Jose Siri,Bobby Miller,0,2823cca8-f952-4792-b58e-d0e4d92a6d1b,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,108.0,88.0,94.0,123.0,99.0,104.0,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,0.108,0.419,0.107,0.173,0.192,-0.94,-2.24,-4.0,-1.34,0.65,97.5,86.3,97.1,88.9,79.5,0.302,0.593,0.18,0.125,0.25,0.403,0.381,0.571,0.333,0.421,0.632,0.159,0.333,0.667,0.306,,,,,,,,,,,,
