,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,CH%,wFO/C,wKC/C,wCH/C,vFO,vCH,vKC,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff
0,2024-06-16,745242,Lineout,field_out,True,543760,669302,Marcus Semien,Logan Gilbert,0,75079b06-a58c-45c7-896d-9652c5c4d391,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,,,,
1,2024-06-16,745242,Strikeout,strikeout,True,608369,669302,Corey Seager,Logan Gilbert,0,1f312f8e-9782-460f-bdd9-2cdd672e6407,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,,,,
2,2024-06-16,745242,Flyout,field_out,True,666969,669302,Adolis García,Logan Gilbert,0,f7c7d2dd-961c-43cb-8267-0676a2a8db7e,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,,,,
3,2024-06-16,745242,Strikeout,strikeout,True,641487,641540,J.P. Crawford,Dane Dunning,0,d2add9f2-d5d6-40ca-afc4-ee9a9c82dce1,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
4,2024-06-16,745242,Flyout,field_out,True,668942,641540,Josh Rojas,Dane Dunning,0,eb685250-6945-446d-8923-f184551775e0,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
5,2024-06-16,745242,Single,single,False,677594,641540,Julio Rodríguez,Dane Dunning,0,6957ac71-589f-491e-ba9b-e045af447836,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
6,2024-06-16,745242,Walk,walk,False,663728,641540,Cal Raleigh,Dane Dunning,1,4ec1a8e8-2a54-478c-a7c0-9ec040b4fa47,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
7,2024-06-16,745242,Flyout,field_out,True,571745,641540,Mitch Haniger,Dane Dunning,0,202a451f-9100-4633-bbe3-0007596eacdb,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
8,2024-06-16,745242,Lineout,field_out,True,663993,669302,Nathaniel Lowe,Logan Gilbert,0,176d446e-04ab-44d1-9dc5-6ec34ccadd25,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,,,,
9,2024-06-16,745242,Pop Out,field_out,True,694671,669302,Wyatt Langford,Logan Gilbert,0,0c884acd-c3d1-47bb-8e6a-9da337b69aed,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,,,,
10,2024-06-16,745242,Lineout,field_out,True,608671,669302,Travis Jankowski,Logan Gilbert,0,b990918b-d9d8-4651-9703-9d1891fd7399,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,111.0,101.0,105.0,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,119.0,102.0,101.0,109.0,96.0,100.0,0.009,0.313,0.149,0.136,0.308,0.085,1.7,0.97,1.26,-0.93,1.89,1.7,96.2,92.2,84.1,94.9,88.2,83.0,0.205,0.358,0.35,0.208,0.369,0.19,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,,,,,,,,,,,,,,,,,,,
11,2024-06-16,745242,Strikeout,strikeout,True,670042,641540,Luke Raley,Dane Dunning,0,2c3b9455-3ad2-4c9a-a9b2-33efd9702730,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
12,2024-06-16,745242,Strikeout,strikeout,True,686527,641540,Dominic Canzone,Dane Dunning,0,f4e97f9c-e57f-423f-a157-2b26f7d0f2fa,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
13,2024-06-16,745242,Strikeout,strikeout,True,682988,641540,Tyler Locklear,Dane Dunning,0,7307a6c1-8de1-44f7-9070-4c44d33668e7,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,79.0,97.0,94.0,,,,0.349,0.031,0.182,,0.245,,-3.78,-0.59,,0.8,-0.4,,89.4,88.2,,90.0,80.9,,0.226,0.472,0.336,0.25,0.625,0.263,0.233,0.419,0.259,,,,0.0,0.0,0.368,82.0,94.0,87.0,60.0,92.0,100.0,0.001,0.056,0.137,-6.42,-0.02,-1.16,76.4,85.4,75.8,0.218,0.376,0.133,0.219,0.531,0.358
