,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff
0,2024-04-25,744867,Flyout,field_out,True,605141,669022,Mookie Betts,MacKenzie Gore,0,8970a3c2-41bc-48aa-9c64-acb7b5a83853,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-25,744867,Strikeout,strikeout,True,660271,669022,Shohei Ohtani,MacKenzie Gore,0,b4a0a14c-2e3c-469a-8ca7-9fcc6db60916,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-25,744867,Groundout,field_out,True,518692,669022,Freddie Freeman,MacKenzie Gore,0,094fe798-5973-4406-a361-89278e56b429,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-25,744867,Lineout,field_out,True,682928,808967,CJ Abrams,Yoshinobu Yamamoto,0,0d86b867-344a-44c3-96c9-c551e1f8ae47,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,106.0,105.0,113.0,83.0,103.0,95.0,120.0,113.0,120.0,0.407,0.033,0.226,,1.22,0.93,0.52,,95.5,,86.5,77.9,0.248,0.396,0.194,0.23,0.41,0.319,0.133,0.133,0.333,,,,102.0,110.0,103.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.053,0.248,2.17,-0.01,-0.61,91.3,90.1,94.9,0.188,0.3,0.348,0.231,0.308,0.242,0.3,0.5,0.143
4,2024-04-25,744867,Flyout,field_out,True,608385,808967,Jesse Winker,Yoshinobu Yamamoto,0,f96a8fc8-82db-402b-9278-bec851bfb567,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,106.0,105.0,113.0,83.0,103.0,95.0,120.0,113.0,120.0,0.407,0.033,0.226,,1.22,0.93,0.52,,95.5,,86.5,77.9,0.248,0.396,0.194,0.23,0.41,0.319,0.133,0.133,0.333,,,,102.0,110.0,103.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.053,0.248,2.17,-0.01,-0.61,91.3,90.1,94.9,0.188,0.3,0.348,0.231,0.308,0.242,0.3,0.5,0.143
5,2024-04-25,744867,Strikeout,strikeout,True,608841,808967,Joey Meneses,Yoshinobu Yamamoto,0,6fb70ecf-5499-4350-be29-4c92176a11aa,808967.0,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,2.92,3.17,74.0,105.0,99.0,106.0,0.758,10.22,2.07,7.54,0.73,1.5,0.251,0.402,0.156,0.332,0.441,,,,106.0,105.0,113.0,83.0,103.0,95.0,120.0,113.0,120.0,0.407,0.033,0.226,,1.22,0.93,0.52,,95.5,,86.5,77.9,0.248,0.396,0.194,0.23,0.41,0.319,0.133,0.133,0.333,,,,102.0,110.0,103.0,86.0,95.0,89.0,122.0,111.0,119.0,0.033,0.053,0.248,2.17,-0.01,-0.61,91.3,90.1,94.9,0.188,0.3,0.348,0.231,0.308,0.242,0.3,0.5,0.143
6,2024-04-25,744867,Home Run,home_run,False,606192,669022,Teoscar Hernández,MacKenzie Gore,0,184880e8-fb5f-442c-9fa3-43f6f8928aef,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-25,744867,Single,single,False,571771,669022,Enrique Hernández,MacKenzie Gore,0,5229d11c-99e8-447d-9a46-8ce7a587d762,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-25,744867,Single,single,False,681624,669022,Andy Pages,MacKenzie Gore,1,f48b75c3-ed8b-4f30-a6a7-2f9cd7d62cd5,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-25,744867,Strikeout,strikeout,True,621035,669022,Chris Taylor,MacKenzie Gore,0,a9336c97-a1ba-486e-aad1-ce75fe8765cf,669022.0,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.01,3.96,98.2,98.0,115.0,103.0,0.736,10.58,3.38,9.49,0.64,0.9,0.284,0.331,0.164,0.273,0.434,94.0,89.0,93.0,107.0,104.0,105.0,130.0,99.0,105.0,93.0,87.0,91.0,0.549,0.161,0.198,0.092,0.21,-0.7,0.66,-1.82,96.4,85.9,91.0,83.3,0.284,0.408,0.239,0.217,0.265,0.356,0.429,0.714,0.25,0.321,0.607,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,
