,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-22,745881,Flyout,field_out,True,656941,641927,Kyle Schwarber,Bailey Ober,0,56031f76-1319-4e6f-944c-34c309bacfea,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
1,2024-07-22,745881,Single,single,False,607208,641927,Trea Turner,Bailey Ober,0,97c4d9e1-e4de-4c44-afcb-1da3593e7a8a,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
2,2024-07-22,745881,Home Run,home_run,False,547180,641927,Bryce Harper,Bailey Ober,1,fd0bd811-b741-48d9-a7c0-acd603570eec,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
3,2024-07-22,745881,Single,single,False,664761,641927,Alec Bohm,Bailey Ober,0,51426632-0e4b-40f0-a5aa-026e3f291617,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
4,2024-07-22,745881,Pop Out,field_out,True,592663,641927,J.T. Realmuto,Bailey Ober,0,5ba1a425-8b9c-4b7c-a8fd-321a2f692b7b,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
5,2024-07-22,745881,Forceout,force_out,True,592206,641927,Nick Castellanos,Bailey Ober,1,39dbbf64-b603-4aec-abe3-9b6f8af549c9,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
6,2024-07-22,745881,Groundout,field_out,True,622534,624133,Manuel Margot,Ranger Suárez,0,a6617c6a-13bd-4133-92b2-b80f98f376e3,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,22.0,85.0,77.0,102.0,99.0,95.0,0.189,0.122,0.001,0.203,0.165,1.52,-1.27,-4.77,1.68,0.47,92.0,86.6,80.3,81.3,74.6,0.2,0.287,0.178,0.197,0.263,0.382,0.286,0.571,0.119,,,,88.0,106.0,103.0,0.32,0.94,90.9,0.255,0.37,0.111,0.171,0.28,0.337,,,,,,,,,
7,2024-07-22,745881,Lineout,field_out,True,680777,624133,Ryan Jeffers,Ranger Suárez,0,27bc7469-9ea4-4cd2-ac88-252d50abe4ee,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,22.0,85.0,77.0,102.0,99.0,95.0,0.189,0.122,0.001,0.203,0.165,1.52,-1.27,-4.77,1.68,0.47,92.0,86.6,80.3,81.3,74.6,0.2,0.287,0.178,0.197,0.263,0.382,0.286,0.571,0.119,,,,88.0,106.0,103.0,0.32,0.94,90.9,0.255,0.37,0.111,0.171,0.28,0.337,,,,,,,,,
8,2024-07-22,745881,Flyout,field_out,True,650489,624133,Willi Castro,Ranger Suárez,0,cd710813-767e-40d5-8a32-22aebab0ee64,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.87,3.18,119.1,104.0,83.0,101.0,0.797,8.75,2.04,7.54,0.68,2.01,0.19,0.455,0.151,0.301,0.407,76.0,104.0,103.0,86.0,107.0,109.0,69.0,101.0,92.0,22.0,85.0,77.0,102.0,99.0,95.0,0.189,0.122,0.001,0.203,0.165,1.52,-1.27,-4.77,1.68,0.47,92.0,86.6,80.3,81.3,74.6,0.2,0.287,0.178,0.197,0.263,0.382,0.286,0.571,0.119,,,,88.0,106.0,103.0,0.32,0.94,90.9,0.255,0.37,0.111,0.171,0.28,0.337,,,,,,,,,
9,2024-07-22,745881,Single,single,False,681082,641927,Bryson Stott,Bailey Ober,0,baea0d73-55fa-4252-8940-ba671a7a3bac,641927.0,baileyober,Ober,Right,Bailey Ober,MIN,4.04,3.6,107.0,107.0,90.0,103.0,0.739,9.25,2.1,7.4,1.43,0.69,0.185,0.484,0.206,0.338,0.417,114.0,113.0,113.0,95.0,97.0,101.0,82.0,106.0,97.0,74.0,103.0,102.0,85.0,107.0,103.0,0.389,0.219,0.129,0.011,0.252,-0.61,-0.17,1.75,4.24,1.73,91.9,86.5,83.4,80.5,76.0,0.29,0.565,0.233,0.17,0.321,0.373,0.264,0.462,0.224,0.098,0.196,0.316,,,,,,,,,,,,,,,,,,,,,
