,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,KC%,wFO/C,wKC/C,vFO,vKC,ST_ba,ST_slg,ST_whiff
0,2024-07-31,745148,Groundout,field_out,True,669701,700241,Josh Smith,Michael McGreevy,0,16206e8c-62b2-4586-ad96-87d68c45fe82,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
1,2024-07-31,745148,Lineout,field_out,True,608369,700241,Corey Seager,Michael McGreevy,0,bbccba92-8bd8-4040-964c-b443b499442b,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
2,2024-07-31,745148,Double,double,False,543760,700241,Marcus Semien,Michael McGreevy,0,99687899-07c4-4d23-b40f-b3469278400b,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
3,2024-07-31,745148,Groundout,field_out,True,694671,700241,Wyatt Langford,Michael McGreevy,0,546fedb8-49a1-4981-8cfd-7b86a5ed3a42,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
4,2024-07-31,745148,Pop Out,field_out,True,691026,571760,Masyn Winn,Andrew Heaney,0,3e8899ef-1f65-45d2-a3fa-f883d66d3b30,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,,,,82.0,98.0,101.0,20.0,51.0,51.0,,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,,-0.11,-5.04,0.51,91.5,86.6,83.7,,82.4,75.3,,,,0.253,0.367,0.381,,,,0.229,0.394,0.209,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,
5,2024-07-31,745148,Groundout,field_out,True,575929,571760,Willson Contreras,Andrew Heaney,0,ab17b881-5f35-4011-805f-90101a253a13,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,,,,82.0,98.0,101.0,20.0,51.0,51.0,,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,,-0.11,-5.04,0.51,91.5,86.6,83.7,,82.4,75.3,,,,0.253,0.367,0.381,,,,0.229,0.394,0.209,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,
6,2024-07-31,745148,Lineout,field_out,True,676475,571760,Alec Burleson,Andrew Heaney,0,ee4882ad-6413-4e47-b9fa-b2b5a0c48ac5,571760.0,andrewheaney,Heaney,Left,Andrew Heaney,TEX,3.95,4.2,134.1,101.0,80.0,98.0,0.754,8.91,2.48,8.64,1.21,0.75,0.255,0.395,0.143,0.295,0.419,83.0,103.0,95.0,124.0,104.0,102.0,76.0,101.0,97.0,,,,82.0,98.0,101.0,20.0,51.0,51.0,,0.527,0.001,0.278,0.031,0.162,0.29,-19.09,,-0.11,-5.04,0.51,91.5,86.6,83.7,,82.4,75.3,,,,0.253,0.367,0.381,,,,0.229,0.394,0.209,0.239,0.381,0.242,0.667,1.667,0.15,,,,,,,,,,,,
7,2024-07-31,745148,Groundout,field_out,True,666969,700241,Adolis García,Michael McGreevy,0,a80ba182-0798-49d2-bffe-cd3fb1208f84,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
8,2024-07-31,745148,Strikeout,strikeout,True,663993,700241,Nathaniel Lowe,Michael McGreevy,0,609342a4-bb97-42d7-9bd7-06ecf8102641,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
9,2024-07-31,745148,Flyout,field_out,True,673962,700241,Josh Jung,Michael McGreevy,0,94f6d127-6f34-449c-866c-3ac205ad86e0,700241.0,michaelmcgreevy,McGreevy,Right,Michael McGreevy,STL,1.29,4.68,7.0,104.0,73.0,96.0,0.775,3.86,1.29,6.43,0.0,2.6,0.13,0.435,0.217,0.174,0.354,21.0,124.0,100.0,81.0,95.0,104.0,53.0,106.0,97.0,82.0,101.0,95.0,112.0,128.0,130.0,61.0,76.0,49.0,0.394,0.121,0.131,0.141,0.101,0.111,2.86,6.66,8.56,-9.28,-7.24,-3.44,92.3,88.4,87.0,91.5,84.4,80.0,0.0,0.0,0.0,0.6,0.8,0.25,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,
