,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
10,2024-04-05,746733,Groundout,field_out,True,621438,668881,Tyrone Taylor,Hunter Greene,0,b3cdd84c-1113-4410-9924-8e058d04d912,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-04-05,746733,Flyout,field_out,True,643446,668881,Jeff McNeil,Hunter Greene,0,2a0c5272-e828-4eee-9b3b-9b4d909c8a36,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-05,746733,Strikeout,strikeout,True,664056,668881,Harrison Bader,Hunter Greene,0,dc0e4538-3d42-44f1-adb6-13a3b1b9d838,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-05,746733,Strikeout,strikeout,True,682829,500779,Elly De La Cruz,Jose Quintana,0,24b190e1-5860-4771-a8ea-1682352cb102,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
14,2024-04-05,746733,Groundout,field_out,True,669289,500779,Santiago Espinal,Jose Quintana,0,4b09fb7a-771f-44c1-8ae3-9b9658320086,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
15,2024-04-05,746733,Groundout,field_out,True,666181,500779,Will Benson,Jose Quintana,0,8e71bb14-6b86-49bb-9cc3-a6c7a6980950,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
16,2024-04-05,746733,Strikeout,strikeout,True,621466,668881,DJ Stewart,Hunter Greene,0,5361ffca-078e-4187-882d-c35fe8f4a654,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-04-05,746733,Pop Out,field_out,True,596019,668881,Francisco Lindor,Hunter Greene,0,6c67d3de-920d-4d4e-b3c1-f87d9fe046b4,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-04-05,746733,Strikeout,strikeout,True,624413,668881,Pete Alonso,Hunter Greene,0,253e18a6-7054-4bdc-8592-a04133369e6c,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-04-05,746733,Groundout,field_out,True,571912,500779,Luke Maile,Jose Quintana,0,56d48d51-2eb1-4d78-a9f4-7af101fa0d7e,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
20,2024-04-05,746733,Single,single,False,663697,500779,Jonathan India,Jose Quintana,0,f21c3f98-5ae9-44e0-8242-d58fa2939e6a,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
21,2024-04-05,746733,Walk,walk,False,668715,500779,Spencer Steer,Jose Quintana,1,fc2a4ce2-7a6d-4191-a8a8-aba8bb951e85,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
22,2024-04-05,746733,Pop Out,field_out,True,687952,500779,Christian Encarnacion-Strand,Jose Quintana,0,0071603e-f82f-411c-ad4d-e1f35dc5428f,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
23,2024-04-05,746733,Strikeout,strikeout,True,600869,500779,Jeimer Candelario,Jose Quintana,0,6f1c5ff9-cedf-4166-9e47-e93d7c89b849,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
24,2024-04-05,746733,Strikeout,strikeout,True,682626,668881,Francisco Alvarez,Hunter Greene,0,0c5a4aa0-fef0-46c4-bffa-42c7033a30c3,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-04-05,746733,Flyout,field_out,True,683146,668881,Brett Baty,Hunter Greene,0,65136e5f-1199-4d73-aca5-9c9937f2cc90,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-04-05,746733,Groundout,field_out,True,516782,668881,Starling Marte,Hunter Greene,0,4c1508c0-89a3-4928-ad6e-90001f15b76e,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-04-05,746733,Flyout,field_out,True,656413,500779,Stuart Fairchild,Jose Quintana,0,ba5bb865-f046-4d34-adab-3211980a7c81,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
28,2024-04-05,746733,Double,double,False,682829,500779,Elly De La Cruz,Jose Quintana,0,838f6987-16d9-4a4c-a772-88ff6e6ee086,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
29,2024-04-05,746733,Flyout,field_out,True,669289,500779,Santiago Espinal,Jose Quintana,0,b495ffcf-706b-42f6-aa1f-a52f67057c73,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
30,2024-04-05,746733,Flyout,field_out,True,666181,500779,Will Benson,Jose Quintana,0,01a4af73-37cf-4d81-8259-5bc40fd38c99,500779.0,josequintana,Quintana,Left,Jose Quintana,NYM,4.13,5.19,102.1,98.0,82.0,93.0,0.809,6.95,2.99,8.36,1.5,1.36,0.216,0.422,0.152,0.368,0.351,108.0,104.0,101.0,69.0,93.0,86.0,,,,,,,0.207,,,0.277,-1.6,,,0.72,90.5,,,77.8,0.281,0.579,0.149,,,,,,,0.255,0.415,0.247,71.0,101.0,97.0,75.0,97.0,91.0,0.318,0.199,-0.01,0.78,85.8,90.7,0.271,0.504,0.137,0.188,0.263,0.314,0.154,0.269,0.327,,,,,,,,,
31,2024-04-05,746733,Walk,walk,False,621438,668881,Tyrone Taylor,Hunter Greene,0,e9457d59-a257-47a1-9b06-266fca1d9043,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-04-05,746733,Pop Out,field_out,True,643446,668881,Jeff McNeil,Hunter Greene,0,c7c5dafe-2329-436f-a710-60d3a48bc07e,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-04-05,746733,Single,single,False,664056,668881,Harrison Bader,Hunter Greene,1,3f022d32-0e8d-4e75-9bb6-6d17e189f812,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-04-05,746733,Hit By Pitch,hit_by_pitch,False,621466,668881,DJ Stewart,Hunter Greene,1,0b0b020f-d6c6-41f4-882e-ac52f132b4b8,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-04-05,746733,Sac Fly,sac_fly,True,596019,668881,Francisco Lindor,Hunter Greene,1,e5efe630-f8e5-481c-8013-a1fdbb3f7108,668881.0,huntergreene,"Greene, H",Right,Hunter Greene,CIN,3.34,3.1,110.1,98.0,124.0,103.0,0.742,10.28,3.67,6.36,0.82,0.72,0.272,0.412,0.184,0.272,0.421,117.0,97.0,101.0,124.0,100.0,103.0,127.0,95.0,103.0,118.0,91.0,104.0,0.556,0.083,0.34,0.021,1.2,-0.91,0.09,-1.96,97.7,86.8,86.6,80.6,0.196,0.293,0.256,0.191,0.359,0.389,0.267,0.433,0.309,0.25,1.0,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
