,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-08-24,746996,Home Run,home_run,False,514888,544150,Jose Altuve,Albert Suárez,0,375c7b91-9362-4a76-99ac-f16e552cfb74,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,746996,Flyout,field_out,True,608324,544150,Alex Bregman,Albert Suárez,0,bc2e78eb-743f-43eb-b4c5-e3100143d8a6,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,746996,Lineout,field_out,True,673237,544150,Yainer Diaz,Albert Suárez,0,682b324b-ba88-4e7b-9183-eacfac54ed53,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,746996,Groundout,field_out,True,665161,544150,Jeremy Peña,Albert Suárez,0,5d4a7e47-c74d-4b5c-a41a-4739a421a0c4,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-24,746996,Field Error,field_error,False,596103,664285,Austin Slater,Framber Valdez,0,3ddc9814-6af9-4465-b3aa-15bb8acc47b4,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,123.0,94.0,103.0,128.0,95.0,107.0,58.0,109.0,97.0,,,,0.013,,0.312,0.168,-3.69,,1.43,0.45,94.3,,89.8,79.8,0.4,1.0,0.273,0.236,0.303,0.353,,,,0.128,0.201,0.418,98.0,100.0,98.0,107.0,103.0,112.0,0.463,0.044,1.57,-1.24,94.1,85.4,0.285,0.394,0.122,0.269,0.538,0.375,,,,,,,,,,,,
5,2024-08-24,746996,Single,single,False,668939,664285,Adley Rutschman,Framber Valdez,1,84c05ad2-c315-49c8-a159-20b6aca1bd39,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,123.0,94.0,103.0,128.0,95.0,107.0,58.0,109.0,97.0,,,,0.013,,0.312,0.168,-3.69,,1.43,0.45,94.3,,89.8,79.8,0.4,1.0,0.273,0.236,0.303,0.353,,,,0.128,0.201,0.418,98.0,100.0,98.0,107.0,103.0,112.0,0.463,0.044,1.57,-1.24,94.1,85.4,0.285,0.394,0.122,0.269,0.538,0.375,,,,,,,,,,,,
6,2024-08-24,746996,Strikeout,strikeout,True,683002,664285,Gunnar Henderson,Framber Valdez,0,0a0cb609-3d9a-44bf-97fc-2cb308834210,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,123.0,94.0,103.0,128.0,95.0,107.0,58.0,109.0,97.0,,,,0.013,,0.312,0.168,-3.69,,1.43,0.45,94.3,,89.8,79.8,0.4,1.0,0.273,0.236,0.303,0.353,,,,0.128,0.201,0.418,98.0,100.0,98.0,107.0,103.0,112.0,0.463,0.044,1.57,-1.24,94.1,85.4,0.285,0.394,0.122,0.269,0.538,0.375,,,,,,,,,,,,
7,2024-08-24,746996,Grounded Into DP,grounded_into_double_play,True,623993,664285,Anthony Santander,Framber Valdez,1,f0da4beb-dfa6-49b4-a029-07656ac161b2,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.27,3.44,143.1,97.0,112.0,102.0,0.739,8.73,2.76,7.53,0.69,2.83,0.22,0.402,0.122,0.329,0.421,123.0,94.0,103.0,128.0,95.0,107.0,58.0,109.0,97.0,,,,0.013,,0.312,0.168,-3.69,,1.43,0.45,94.3,,89.8,79.8,0.4,1.0,0.273,0.236,0.303,0.353,,,,0.128,0.201,0.418,98.0,100.0,98.0,107.0,103.0,112.0,0.463,0.044,1.57,-1.24,94.1,85.4,0.285,0.394,0.122,0.269,0.538,0.375,,,,,,,,,,,,
8,2024-08-24,746996,Walk,walk,False,572138,544150,Jon Singleton,Albert Suárez,0,2e0b9c60-7c04-4be6-b332-afba5e692cac,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-24,746996,Strikeout,strikeout,True,605170,544150,Victor Caratini,Albert Suárez,0,d0dcca96-623e-4aaf-b392-3b3569f9c3fa,544150.0,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.18,4.11,102.0,100.0,90.0,96.0,0.797,7.15,3.09,8.38,0.71,0.85,0.253,0.42,0.138,0.292,0.389,98.0,99.0,105.0,95.0,96.0,95.0,91.0,100.0,95.0,75.0,100.0,91.0,0.516,0.198,0.114,0.171,0.14,0.8,-0.05,0.45,94.9,86.4,86.0,78.8,0.26,0.418,0.226,0.231,0.346,0.218,0.239,0.338,0.311,0.225,0.35,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
