,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff
11,2024-09-08,746910,Groundout,field_out,True,641933,623167,Tyler O'Neill,Chris Flexen,0,e221c449-ff7f-4836-9550-9b7c8d26a10e,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
12,2024-09-08,746910,Strikeout,strikeout,True,807799,623167,Masataka Yoshida,Chris Flexen,0,d2adbfba-630d-40b5-b07f-63f9c1422a65,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
13,2024-09-08,746910,Home Run,home_run,False,657136,623167,Connor Wong,Chris Flexen,0,141150be-9251-45c9-a9c1-aa63f27e08b0,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
14,2024-09-08,746910,Strikeout,strikeout,True,671213,623167,Triston Casas,Chris Flexen,0,a6921c6e-b686-4f06-9c43-c4aad5c781e8,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
15,2024-09-08,746910,Flyout,field_out,True,678246,690916,Miguel Vargas,Richard Fitts,0,b5c96610-bd07-483d-9c33-3c03541eefdf,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-08,746910,Flyout,field_out,True,676070,690916,Jacob Amaya,Richard Fitts,0,ec9714dd-4ff6-4f4a-8961-84cfd64591db,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-08,746910,Groundout,field_out,True,676113,690916,Zach DeLoach,Richard Fitts,0,dd5d3b8e-b726-47bc-99cd-be0a82689d82,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-08,746910,Single,single,False,596115,623167,Trevor Story,Chris Flexen,0,84fa3c19-94a8-4ccc-b047-8d5681cf7ecd,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
19,2024-09-08,746910,Strikeout,strikeout,True,665839,623167,Enmanuel Valdez,Chris Flexen,0,9e70cef0-2241-4405-86e7-ec0d89f7504e,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
20,2024-09-08,746910,Flyout,field_out,True,680776,623167,Jarren Duran,Chris Flexen,1,f181d837-cf6c-421e-a437-265b8b9c8ad1,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
21,2024-09-08,746910,Single,single,False,673357,690916,Luis Robert Jr.,Richard Fitts,0,a67c73e8-de86-42e3-b47d-ff8f66e02217,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-08,746910,Single,single,False,643217,690916,Andrew Benintendi,Richard Fitts,1,64b7ab72-fa08-4d5d-85c0-09b07d0809f7,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-08,746910,Flyout,field_out,True,683734,690916,Andrew Vaughn,Richard Fitts,1,dfea18fb-b45c-4842-844f-fd5399dbcd4d,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-08,746910,Grounded Into DP,grounded_into_double_play,True,686676,690916,Korey Lee,Richard Fitts,1,9b58b62f-1749-474b-877f-415913db446d,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-08,746910,Flyout,field_out,True,646240,623167,Rafael Devers,Chris Flexen,0,b51eb4e6-a666-4b03-85ab-b0fbc9f0ed93,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
26,2024-09-08,746910,Strikeout,strikeout,True,677800,623167,Wilyer Abreu,Chris Flexen,0,8bcea058-5aa7-419d-8dc7-ec9f8be95556,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
27,2024-09-08,746910,Pop Out,field_out,True,641933,623167,Tyler O'Neill,Chris Flexen,0,2e46390b-7a87-44cc-a364-ae7cc4535ffe,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
28,2024-09-08,746910,Single,single,False,672820,690916,Lenyn Sosa,Richard Fitts,0,0f306103-0587-4c7a-9c9e-d6f088509a60,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-08,746910,Strikeout,strikeout,True,666150,690916,Dominic Fletcher,Richard Fitts,0,6faea7a6-a52f-4014-a7d9-f5dc5c35a346,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-08,746910,Walk,walk,False,678246,690916,Miguel Vargas,Richard Fitts,1,023ea20d-b706-4bb9-b4a7-4a6dc6aea25f,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-08,746910,Grounded Into DP,grounded_into_double_play,True,676070,690916,Jacob Amaya,Richard Fitts,1,122e3dbc-cbc9-421c-a808-af225dc0f90c,690916.0,richardfitts,Fitts,Right,Richard Fitts,BOS,0.0,2.47,5.2,105.0,116.0,107.0,0.914,3.18,1.59,9.53,0.0,1.67,0.316,0.368,0.158,0.263,0.455,104.0,97.0,94.0,125.0,113.0,119.0,152.0,134.0,142.0,0.47,0.03,0.5,-0.53,-1.73,3.43,94.4,88.6,83.7,0.273,0.273,0.077,0.167,0.167,0.067,0.5,0.5,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-08,746910,Walk,walk,False,807799,623167,Masataka Yoshida,Chris Flexen,0,14586c0b-6818-48c9-918c-51cab89e1c4b,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
33,2024-09-08,746910,Single,single,False,657136,623167,Connor Wong,Chris Flexen,1,adaeb624-38ae-4d43-b2b2-fd409b5a4d83,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
34,2024-09-08,746910,Groundout,field_out,True,671213,623167,Triston Casas,Chris Flexen,1,b78891d0-375e-4f3a-bec9-bc9efeb798ca,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
35,2024-09-08,746910,Strikeout,strikeout,True,596115,623167,Trevor Story,Chris Flexen,0,81f35064-5dbe-4b51-86d6-3a0974182d97,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.26,4.93,143.2,97.0,56.0,92.0,0.796,6.58,3.63,10.09,1.38,0.79,0.256,0.407,0.165,0.318,0.37,0.0,92.0,81.0,152.0,101.0,103.0,,,,0.369,,0.085,-1.14,,-1.95,91.3,,80.2,0.327,0.449,0.256,0.275,0.514,0.125,,,,126.0,98.0,104.0,85.0,99.0,102.0,74.0,108.0,87.0,47.0,101.0,91.0,0.002,0.27,0.121,0.153,-0.72,2.03,0.23,-0.91,87.4,81.4,91.4,72.1,0.316,0.529,0.215,0.244,0.389,0.366,0.246,0.404,0.308,,,
