,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-26,745609,Pop Out,field_out,True,543760,669372,Marcus Semien,J.T. Ginn,0,6b778457-2231-4ab5-ab30-6d88a441639b,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.43,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-26,745609,Groundout,field_out,True,669701,669372,Josh Smith,J.T. Ginn,0,ff81dba4-1625-40cf-8018-dd3eca2372ea,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.43,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-26,745609,Walk,walk,False,694671,669372,Wyatt Langford,J.T. Ginn,0,400020f9-a141-4a73-84f9-0a1614e8e58e,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.43,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-26,745609,Groundout,field_out,True,666969,669372,Adolis García,J.T. Ginn,0,2d18cfb9-aaf0-4e7a-a6e9-c45a1a1b4b5c,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.43,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-26,745609,Groundout,field_out,True,671732,677958,Lawrence Butler,Kumar Rocker,0,7e777855-c6dd-431b-9a5e-33e049b20b43,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,3.86,3.22,11.2,100.0,90.0,102.0,0.726,10.8,4.63,9.26,0.77,1.7,0.176,0.382,0.088,0.294,0.422,135.0,79.0,74.0,72.0,105.0,95.0,105.0,100.0,103.0,104.0,98.0,109.0,0.17,0.422,0.385,0.014,-1.27,0.81,0.1,-0.85,96.0,90.4,95.1,84.1,0.2,0.2,0.2,0.2,0.2,0.5,,,,0.35,0.5,0.146,48.0,58.0,92.0,0.009,0.09,74.9,,,,,,,,,,,,,,,,,,,,,
5,2024-09-26,745609,Single,single,False,667670,677958,Brent Rooker,Kumar Rocker,0,934bc0ee-0671-4018-af1b-e63d217a400a,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,3.86,3.22,11.2,100.0,90.0,102.0,0.726,10.8,4.63,9.26,0.77,1.7,0.176,0.382,0.088,0.294,0.422,135.0,79.0,74.0,72.0,105.0,95.0,105.0,100.0,103.0,104.0,98.0,109.0,0.17,0.422,0.385,0.014,-1.27,0.81,0.1,-0.85,96.0,90.4,95.1,84.1,0.2,0.2,0.2,0.2,0.2,0.5,,,,0.35,0.5,0.146,48.0,58.0,92.0,0.009,0.09,74.9,,,,,,,,,,,,,,,,,,,,,
6,2024-09-26,745609,Lineout,field_out,True,668709,677958,JJ Bleday,Kumar Rocker,0,30ce2305-44c4-4ac6-a4a3-1ff4f6cbdd78,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,3.86,3.22,11.2,100.0,90.0,102.0,0.726,10.8,4.63,9.26,0.77,1.7,0.176,0.382,0.088,0.294,0.422,135.0,79.0,74.0,72.0,105.0,95.0,105.0,100.0,103.0,104.0,98.0,109.0,0.17,0.422,0.385,0.014,-1.27,0.81,0.1,-0.85,96.0,90.4,95.1,84.1,0.2,0.2,0.2,0.2,0.2,0.5,,,,0.35,0.5,0.146,48.0,58.0,92.0,0.009,0.09,74.9,,,,,,,,,,,,,,,,,,,,,
7,2024-09-26,745609,Flyout,field_out,True,669127,677958,Shea Langeliers,Kumar Rocker,0,0697864b-aee9-4754-af76-0b10c8fb50ca,677958.0,kumarrocker,Rocker,Right,Kumar Rocker,TEX,3.86,3.22,11.2,100.0,90.0,102.0,0.726,10.8,4.63,9.26,0.77,1.7,0.176,0.382,0.088,0.294,0.422,135.0,79.0,74.0,72.0,105.0,95.0,105.0,100.0,103.0,104.0,98.0,109.0,0.17,0.422,0.385,0.014,-1.27,0.81,0.1,-0.85,96.0,90.4,95.1,84.1,0.2,0.2,0.2,0.2,0.2,0.5,,,,0.35,0.5,0.146,48.0,58.0,92.0,0.009,0.09,74.9,,,,,,,,,,,,,,,,,,,,,
8,2024-09-26,745609,Single,single,False,663993,669372,Nathaniel Lowe,J.T. Ginn,0,19cd209e-4566-4f4b-bed6-6d805c2655c7,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.43,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-26,745609,Strikeout,strikeout,True,665750,669372,Leody Taveras,J.T. Ginn,0,b4e22b8e-948c-48fe-91cc-f1140eb2e4b0,669372.0,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.43,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
