,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff
0,2024-09-18,745365,Groundout,field_out,True,514888,656302,Jose Altuve,Dylan Cease,0,319a5c8c-394e-4413-b487-b617c24b2776,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.42,3.27,184.1,100.0,122.0,107.0,0.696,10.74,3.03,6.44,0.88,0.96,0.196,0.442,0.146,0.309,0.39,54.0,72.0,68.0,123.0,95.0,102.0,112.0,101.0,106.0,105.0,95.0,101.0,113.0,89.0,90.0,0.436,0.006,0.468,0.08,0.009,0.3,-5.1,2.03,-1.08,-4.11,96.9,91.8,69.7,87.2,82.3,0.157,0.252,0.444,0.232,0.39,0.201,0.286,0.449,0.292,0.2,0.267,0.385,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,,,,,,
1,2024-09-18,745365,Flyout,field_out,True,670541,656302,Yordan Alvarez,Dylan Cease,0,cc6b6880-9b2a-4b6c-92d0-9cbbd88045b1,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.42,3.27,184.1,100.0,122.0,107.0,0.696,10.74,3.03,6.44,0.88,0.96,0.196,0.442,0.146,0.309,0.39,54.0,72.0,68.0,123.0,95.0,102.0,112.0,101.0,106.0,105.0,95.0,101.0,113.0,89.0,90.0,0.436,0.006,0.468,0.08,0.009,0.3,-5.1,2.03,-1.08,-4.11,96.9,91.8,69.7,87.2,82.3,0.157,0.252,0.444,0.232,0.39,0.201,0.286,0.449,0.292,0.2,0.267,0.385,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,,,,,,
2,2024-09-18,745365,Flyout,field_out,True,608324,656302,Alex Bregman,Dylan Cease,0,bacc9513-f876-4dc4-b2e1-735dfc5953dd,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.42,3.27,184.1,100.0,122.0,107.0,0.696,10.74,3.03,6.44,0.88,0.96,0.196,0.442,0.146,0.309,0.39,54.0,72.0,68.0,123.0,95.0,102.0,112.0,101.0,106.0,105.0,95.0,101.0,113.0,89.0,90.0,0.436,0.006,0.468,0.08,0.009,0.3,-5.1,2.03,-1.08,-4.11,96.9,91.8,69.7,87.2,82.3,0.157,0.252,0.444,0.232,0.39,0.201,0.286,0.449,0.292,0.2,0.267,0.385,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,,,,,,
3,2024-09-18,745365,Flyout,field_out,True,595777,664285,Jurickson Profar,Framber Valdez,0,c1f072ea-fd16-4fb9-99b1-6f160d9d3772,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.85,3.3,170.2,97.0,114.0,102.0,0.741,8.7,2.79,6.96,0.63,3.0,0.21,0.411,0.13,0.318,0.424,128.0,96.0,104.0,58.0,102.0,93.0,106.0,102.0,109.0,,,,,,,0.012,,0.044,,0.173,-4.99,,-0.37,,1.07,94.4,,89.9,85.0,,0.241,0.483,0.373,0.4,1.0,0.273,0.112,0.174,0.403,,,,0.202,0.257,0.362,,,,129.0,97.0,109.0,98.0,99.0,97.0,0.456,0.315,1.42,1.74,94.1,79.7,0.281,0.399,0.115
4,2024-09-18,745365,Strikeout,strikeout,True,665487,664285,Fernando Tatis Jr.,Framber Valdez,0,2101b59e-80e5-40e9-b16a-b56565323d91,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.85,3.3,170.2,97.0,114.0,102.0,0.741,8.7,2.79,6.96,0.63,3.0,0.21,0.411,0.13,0.318,0.424,128.0,96.0,104.0,58.0,102.0,93.0,106.0,102.0,109.0,,,,,,,0.012,,0.044,,0.173,-4.99,,-0.37,,1.07,94.4,,89.9,85.0,,0.241,0.483,0.373,0.4,1.0,0.273,0.112,0.174,0.403,,,,0.202,0.257,0.362,,,,129.0,97.0,109.0,98.0,99.0,97.0,0.456,0.315,1.42,1.74,94.1,79.7,0.281,0.399,0.115
5,2024-09-18,745365,Strikeout,strikeout,True,592518,664285,Manny Machado,Framber Valdez,0,76014fef-fd2f-4e3d-add2-3f9a60a2098a,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.85,3.3,170.2,97.0,114.0,102.0,0.741,8.7,2.79,6.96,0.63,3.0,0.21,0.411,0.13,0.318,0.424,128.0,96.0,104.0,58.0,102.0,93.0,106.0,102.0,109.0,,,,,,,0.012,,0.044,,0.173,-4.99,,-0.37,,1.07,94.4,,89.9,85.0,,0.241,0.483,0.373,0.4,1.0,0.273,0.112,0.174,0.403,,,,0.202,0.257,0.362,,,,129.0,97.0,109.0,98.0,99.0,97.0,0.456,0.315,1.42,1.74,94.1,79.7,0.281,0.399,0.115
6,2024-09-18,745365,Lineout,field_out,True,673237,656302,Yainer Diaz,Dylan Cease,0,69393882-d44c-482a-92ff-262c61e845f8,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.42,3.27,184.1,100.0,122.0,107.0,0.696,10.74,3.03,6.44,0.88,0.96,0.196,0.442,0.146,0.309,0.39,54.0,72.0,68.0,123.0,95.0,102.0,112.0,101.0,106.0,105.0,95.0,101.0,113.0,89.0,90.0,0.436,0.006,0.468,0.08,0.009,0.3,-5.1,2.03,-1.08,-4.11,96.9,91.8,69.7,87.2,82.3,0.157,0.252,0.444,0.232,0.39,0.201,0.286,0.449,0.292,0.2,0.267,0.385,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,,,,,,
7,2024-09-18,745365,Flyout,field_out,True,572138,656302,Jon Singleton,Dylan Cease,0,550d6223-50b3-4ec3-b3aa-4ce7e0c2012b,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.42,3.27,184.1,100.0,122.0,107.0,0.696,10.74,3.03,6.44,0.88,0.96,0.196,0.442,0.146,0.309,0.39,54.0,72.0,68.0,123.0,95.0,102.0,112.0,101.0,106.0,105.0,95.0,101.0,113.0,89.0,90.0,0.436,0.006,0.468,0.08,0.009,0.3,-5.1,2.03,-1.08,-4.11,96.9,91.8,69.7,87.2,82.3,0.157,0.252,0.444,0.232,0.39,0.201,0.286,0.449,0.292,0.2,0.267,0.385,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,,,,,,
8,2024-09-18,745365,Pop Out,field_out,True,665161,656302,Jeremy Peña,Dylan Cease,0,76f8fd8e-7ef6-4685-8e71-c3ec5090aaed,656302.0,dylancease,Cease,Right,Dylan Cease,SDP,3.42,3.27,184.1,100.0,122.0,107.0,0.696,10.74,3.03,6.44,0.88,0.96,0.196,0.442,0.146,0.309,0.39,54.0,72.0,68.0,123.0,95.0,102.0,112.0,101.0,106.0,105.0,95.0,101.0,113.0,89.0,90.0,0.436,0.006,0.468,0.08,0.009,0.3,-5.1,2.03,-1.08,-4.11,96.9,91.8,69.7,87.2,82.3,0.157,0.252,0.444,0.232,0.39,0.201,0.286,0.449,0.292,0.2,0.267,0.385,0.25,1.0,0.2,0.25,1.0,0.0,,,,,,,,,,,,,,,
9,2024-09-18,745365,Flyout,field_out,True,456781,664285,Donovan Solano,Framber Valdez,0,7efb6184-498e-4dc8-b912-00c0daa14780,664285.0,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.85,3.3,170.2,97.0,114.0,102.0,0.741,8.7,2.79,6.96,0.63,3.0,0.21,0.411,0.13,0.318,0.424,128.0,96.0,104.0,58.0,102.0,93.0,106.0,102.0,109.0,,,,,,,0.012,,0.044,,0.173,-4.99,,-0.37,,1.07,94.4,,89.9,85.0,,0.241,0.483,0.373,0.4,1.0,0.273,0.112,0.174,0.403,,,,0.202,0.257,0.362,,,,129.0,97.0,109.0,98.0,99.0,97.0,0.456,0.315,1.42,1.74,94.1,79.7,0.281,0.399,0.115
