,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FS%,wFS/C,vFS
10,2024-05-30,745081,Flyout,field_out,True,663662,542888,Daz Cameron,Shawn Armstrong,0,722df29a-17c1-46d6-8e84-008cafa83dbb,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,
11,2024-05-30,745081,Strikeout,strikeout,True,680869,542888,Zack Gelof,Shawn Armstrong,0,172ffe3d-14d8-4263-a7da-1c776dd4594d,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,
12,2024-05-30,745081,Flyout,field_out,True,649557,542888,Aledmys Díaz,Shawn Armstrong,0,83f734bf-e1f3-41f5-abe5-0f3d48e99fd0,542888.0,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,6.05,5.72,41.2,106.0,96.0,102.0,0.819,9.29,3.89,11.02,1.08,0.82,0.308,0.331,0.185,0.369,0.463,87.0,112.0,107.0,96.0,98.0,95.0,112.0,113.0,111.0,105.0,104.0,102.0,0.283,0.358,0.308,0.051,0.53,-0.4,-2.52,-4.27,93.2,90.1,93.6,83.3,0.21,0.387,0.336,0.424,0.492,0.09,0.25,0.5,0.212,0.286,0.571,0.25,,,,,,,,,,,,,,,,,,,,,
13,2024-05-30,745081,Home Run,home_run,False,642350,663687,Jose Siri,Hogan Harris,0,38b879e4-7506-4cb0-9d93-2285d45cf118,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
14,2024-05-30,745081,Double,double,False,642708,663687,Amed Rosario,Hogan Harris,0,206f97ef-f743-4e9a-8cd3-c9141266f876,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
15,2024-05-30,745081,Strikeout,strikeout,True,676609,663687,José Caballero,Hogan Harris,0,cf620ba2-4f3f-4777-9367-e339323e9942,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
16,2024-05-30,745081,Strikeout,strikeout,True,656577,663687,Alex Jackson,Hogan Harris,0,ce96b8eb-e177-4266-a855-5735a91b382a,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
17,2024-05-30,745081,Walk,walk,False,650490,663687,Yandy Díaz,Hogan Harris,0,dba5cbd4-c7c2-42a3-b4d4-b1325f9b7224,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
18,2024-05-30,745081,Flyout,field_out,True,668227,663687,Randy Arozarena,Hogan Harris,0,46ee346b-03d4-40c5-b5d5-b128af0ac424,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
19,2024-05-30,745081,Strikeout,strikeout,True,680474,641302,Max Schuemann,Tyler Alexander,0,055d7bce-429b-4d20-b2c1-ead8c8eb92e2,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
20,2024-05-30,745081,Single,single,False,647351,641302,Abraham Toro,Tyler Alexander,0,6f18c057-5945-4b5c-bd4d-7d4bf57a0a5d,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
21,2024-05-30,745081,Flyout,field_out,True,668709,641302,JJ Bleday,Tyler Alexander,0,f15dd255-ea27-410d-bd86-89b0d595fe06,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
22,2024-05-30,745081,Double,double,False,667670,641302,Brent Rooker,Tyler Alexander,1,68c8f4f2-84d8-4c5a-bee9-f8546ff4bf82,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
23,2024-05-30,745081,Single,single,False,609280,641302,Miguel Andujar,Tyler Alexander,1,0f64e643-b97a-4795-b649-c80a803e2baa,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
24,2024-05-30,745081,Home Run,home_run,False,669127,641302,Shea Langeliers,Tyler Alexander,1,4557c924-ad44-4b79-8105-c19779859d94,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
25,2024-05-30,745081,Flyout,field_out,True,663662,641302,Daz Cameron,Tyler Alexander,0,862831f5-dc1e-41a2-8ed1-33bd555ade08,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
26,2024-05-30,745081,Strikeout,strikeout,True,623912,663687,Harold Ramírez,Hogan Harris,0,72fa0d4f-99eb-4b7e-b281-b31051dc0a48,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
27,2024-05-30,745081,Flyout,field_out,True,670623,663687,Isaac Paredes,Hogan Harris,0,8f3e1dff-580d-40f1-8fed-6157c8abd0cd,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
28,2024-05-30,745081,Walk,walk,False,676356,663687,Jonny DeLuca,Hogan Harris,0,72ef68b8-3762-4945-88ea-5afc3bc5da27,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
29,2024-05-30,745081,Strikeout,strikeout,True,642350,663687,Jose Siri,Hogan Harris,0,48a111d1-9c88-485d-b366-5df123b8da16,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
30,2024-05-30,745081,Groundout,field_out,True,680869,641302,Zack Gelof,Tyler Alexander,0,e0b8f32c-6200-42d1-8477-17285282d096,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
31,2024-05-30,745081,Strikeout,strikeout,True,649557,641302,Aledmys Díaz,Tyler Alexander,0,a30635d4-0617-49fa-b71b-89437f5d1962,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
32,2024-05-30,745081,Flyout,field_out,True,680474,641302,Max Schuemann,Tyler Alexander,0,03b220ef-42f5-4da6-9349-fb2d2c916984,641302.0,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,6.19,5.09,56.2,106.0,93.0,105.0,0.823,7.62,2.06,10.01,2.06,0.61,0.262,0.377,0.148,0.344,0.468,91.0,109.0,104.0,56.0,107.0,101.0,109.0,105.0,105.0,92.0,105.0,102.0,0.101,0.228,0.336,0.178,-1.79,-0.32,1.15,-0.41,89.0,84.4,88.9,76.5,0.283,0.604,0.241,0.238,0.238,0.029,0.257,0.529,0.206,0.31,0.5,0.128,105.0,105.0,108.0,,,,,0.158,,-2.47,80.9,,,,,0.308,0.513,0.186,,,
33,2024-05-30,745081,Strikeout,strikeout,True,642708,663687,Amed Rosario,Hogan Harris,0,946f09d7-20e2-4bce-9126-cf7f8631955f,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
34,2024-05-30,745081,Groundout,field_out,True,676609,663687,José Caballero,Hogan Harris,0,434769f9-8a09-4998-b853-31489f0d1787,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
35,2024-05-30,745081,Strikeout,strikeout,True,656577,663687,Alex Jackson,Hogan Harris,0,d04af668-1243-40f9-947e-c01905eb05f5,663687.0,hoganharris,"Harris, H",Left,Hogan Harris,OAK,3.4,5.8,47.2,96.0,86.0,94.0,0.817,6.61,4.34,8.69,1.13,0.83,0.24,0.397,0.123,0.356,0.458,85.0,97.0,91.0,,,,90.0,98.0,100.0,,,,,0.583,,0.116,-0.49,,,-2.85,93.2,,,79.3,0.283,0.485,0.173,,,,,,,0.25,0.536,0.222,118.0,93.0,99.0,57.0,98.0,101.0,0.146,0.156,-0.4,0.81,81.0,72.7,0.259,0.296,0.304,0.154,0.192,0.273,,,
