,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
0,2024-10-05,775318,Lineout,field_out,True,596019,554430,Francisco Lindor,Zack Wheeler,0,48a63ff6-3456-41fd-8bfd-2c1e3096b1ae,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.209,0.395,0.296,0.189,0.259,0.142,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,,,,
1,2024-10-05,775318,Strikeout,strikeout,True,668901,554430,Mark Vientos,Zack Wheeler,0,881446b6-ea29-4be5-abbc-f3abbf5abec5,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.209,0.395,0.296,0.189,0.259,0.142,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,,,,
2,2024-10-05,775318,Strikeout,strikeout,True,607043,554430,Brandon Nimmo,Zack Wheeler,0,f8a89c8e-3fb9-49c8-8675-edb1da5705e2,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.209,0.395,0.296,0.189,0.259,0.142,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,,,,
3,2024-10-05,775318,Home Run,home_run,False,656941,673540,Kyle Schwarber,Kodai Senga,0,20d25f90-4208-455a-a8e9-ebbb1484cde1,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,155.0,163.0,226.0,122.0,98.0,99.0,,,,90.0,86.0,91.0,88.0,106.0,93.0,,,,,0.397,0.151,,0.11,0.014,5.29,-4.65,,,2.13,19.61,95.8,92.3,,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,0.25,1.0,0.143,0.2,0.2,0.333,0.329,1.41,83.1,,,,,,,,,,,,
4,2024-10-05,775318,Strikeout,strikeout,True,607208,673540,Trea Turner,Kodai Senga,0,50b8f626-1786-41de-8b6d-514a98e533ed,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,155.0,163.0,226.0,122.0,98.0,99.0,,,,90.0,86.0,91.0,88.0,106.0,93.0,,,,,0.397,0.151,,0.11,0.014,5.29,-4.65,,,2.13,19.61,95.8,92.3,,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,0.25,1.0,0.143,0.2,0.2,0.333,0.329,1.41,83.1,,,,,,,,,,,,
5,2024-10-05,775318,Walk,walk,False,547180,673540,Bryce Harper,Kodai Senga,0,18482f67-dbf8-4117-ab32-4b0355a02147,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,155.0,163.0,226.0,122.0,98.0,99.0,,,,90.0,86.0,91.0,88.0,106.0,93.0,,,,,0.397,0.151,,0.11,0.014,5.29,-4.65,,,2.13,19.61,95.8,92.3,,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,0.25,1.0,0.143,0.2,0.2,0.333,0.329,1.41,83.1,,,,,,,,,,,,
6,2024-10-05,775318,Strikeout,strikeout,True,592206,673540,Nick Castellanos,Kodai Senga,0,001b4393-2e4a-49cf-a120-7778586992e5,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,155.0,163.0,226.0,122.0,98.0,99.0,,,,90.0,86.0,91.0,88.0,106.0,93.0,,,,,0.397,0.151,,0.11,0.014,5.29,-4.65,,,2.13,19.61,95.8,92.3,,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,0.25,1.0,0.143,0.2,0.2,0.333,0.329,1.41,83.1,,,,,,,,,,,,
7,2024-10-05,775318,Pop Out,field_out,True,664761,673540,Alec Bohm,Kodai Senga,0,b5d296e3-8f3e-4176-9fea-b8ce8522bbbf,673540.0,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,155.0,163.0,226.0,122.0,98.0,99.0,,,,90.0,86.0,91.0,88.0,106.0,93.0,,,,,0.397,0.151,,0.11,0.014,5.29,-4.65,,,2.13,19.61,95.8,92.3,,,81.8,70.8,0.0,0.0,0.313,,,,,,,,,,0.25,1.0,0.143,0.2,0.2,0.333,0.329,1.41,83.1,,,,,,,,,,,,
8,2024-10-05,775318,Strikeout,strikeout,True,624413,554430,Pete Alonso,Zack Wheeler,0,7cb62adb-815e-4409-8255-f60e15758142,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.209,0.395,0.296,0.189,0.259,0.142,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,,,,
9,2024-10-05,775318,Lineout,field_out,True,578428,554430,Jose Iglesias,Zack Wheeler,0,e806f355-2d1d-4d93-82da-739a1151f1dc,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,94.0,110.0,110.0,0.192,0.416,0.093,0.074,0.125,0.1,0.88,-0.23,1.47,2.68,1.04,-0.98,95.3,91.1,86.1,94.6,84.9,81.8,0.209,0.395,0.296,0.189,0.259,0.142,0.152,0.273,0.335,0.205,0.397,0.387,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,,,,
