,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-25,745493,Flyout,field_out,True,660670,656605,Ronald Acuña Jr.,Mitch Keller,0,27e9cecf-d161-4f20-84c9-7636f0ba69ab,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,96.0,98.0,97.0,0.224,0.297,0.132,0.245,0.093,0.01,-0.08,0.01,0.17,-0.49,0.77,-11.3,94.6,90.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,0.23,0.475,0.197,0.217,0.391,0.333,0.75,1.25,0.0,,,,,,,,,
1,2024-05-25,745493,Double,double,False,645277,656605,Ozzie Albies,Mitch Keller,0,5c7646d3-4ce0-4299-98bc-ce1abe2a9944,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,96.0,98.0,97.0,0.224,0.297,0.132,0.245,0.093,0.01,-0.08,0.01,0.17,-0.49,0.77,-11.3,94.6,90.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,0.23,0.475,0.197,0.217,0.391,0.333,0.75,1.25,0.0,,,,,,,,,
2,2024-05-25,745493,Groundout,field_out,True,542303,656605,Marcell Ozuna,Mitch Keller,1,e7584ed9-0141-4b51-b895-c0d5743cbdae,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,96.0,98.0,97.0,0.224,0.297,0.132,0.245,0.093,0.01,-0.08,0.01,0.17,-0.49,0.77,-11.3,94.6,90.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,0.23,0.475,0.197,0.217,0.391,0.333,0.75,1.25,0.0,,,,,,,,,
3,2024-05-25,745493,Lineout,field_out,True,621566,656605,Matt Olson,Mitch Keller,0,03abcc73-89eb-4938-8949-d2919f6a9c09,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,96.0,98.0,97.0,0.224,0.297,0.132,0.245,0.093,0.01,-0.08,0.01,0.17,-0.49,0.77,-11.3,94.6,90.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,0.23,0.475,0.197,0.217,0.391,0.333,0.75,1.25,0.0,,,,,,,,,
4,2024-05-25,745493,Flyout,field_out,True,457705,625643,Andrew McCutchen,Reynaldo López,0,420f2325-c59b-491a-8aa9-1c6903711007,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,,,,0.57,,0.281,0.11,0.039,1.2,,,1.06,2.51,-4.55,95.4,,86.0,,84.7,77.0,0.263,0.366,0.175,,,,0.182,0.255,0.413,,,,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,
5,2024-05-25,745493,Strikeout,strikeout,True,668804,625643,Bryan Reynolds,Reynaldo López,0,2a8de73f-fb2d-4dcd-80e2-3085b81a1d03,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,,,,0.57,,0.281,0.11,0.039,1.2,,,1.06,2.51,-4.55,95.4,,86.0,,84.7,77.0,0.263,0.366,0.175,,,,0.182,0.255,0.413,,,,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,
6,2024-05-25,745493,Single,single,False,656582,625643,Connor Joe,Reynaldo López,0,50e191f6-0158-4cb8-9358-fd3f1d6624d1,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,,,,0.57,,0.281,0.11,0.039,1.2,,,1.06,2.51,-4.55,95.4,,86.0,,84.7,77.0,0.263,0.366,0.175,,,,0.182,0.255,0.413,,,,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,
7,2024-05-25,745493,Flyout,field_out,True,665833,625643,Oneil Cruz,Reynaldo López,0,8fb36b41-e66c-4163-bf67-ac5be1c19960,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,,,,111.0,101.0,105.0,,,,,0.57,,0.281,0.11,0.039,1.2,,,1.06,2.51,-4.55,95.4,,86.0,,84.7,77.0,0.263,0.366,0.175,,,,0.182,0.255,0.413,,,,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,
8,2024-05-25,745493,Single,single,False,606115,656605,Orlando Arcia,Mitch Keller,0,bdc6a9a6-0dce-43ba-88f6-f6f7a9128450,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,96.0,98.0,97.0,0.224,0.297,0.132,0.245,0.093,0.01,-0.08,0.01,0.17,-0.49,0.77,-11.3,94.6,90.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,0.23,0.475,0.197,0.217,0.391,0.333,0.75,1.25,0.0,,,,,,,,,
9,2024-05-25,745493,Strikeout,strikeout,True,671739,656605,Michael Harris II,Mitch Keller,0,0565222a-ea9f-4b67-8a4f-e481fc39e17a,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.46,3.93,114.1,101.0,101.0,100.0,0.806,8.27,2.36,8.9,0.94,1.15,0.275,0.383,0.135,0.313,0.448,104.0,105.0,101.0,114.0,98.0,106.0,89.0,103.0,96.0,84.0,102.0,96.0,131.0,103.0,112.0,96.0,98.0,97.0,0.224,0.297,0.132,0.245,0.093,0.01,-0.08,0.01,0.17,-0.49,0.77,-11.3,94.6,90.6,90.2,93.7,85.0,78.5,0.277,0.42,0.249,0.243,0.369,0.107,0.311,0.533,0.247,0.23,0.475,0.197,0.217,0.391,0.333,0.75,1.25,0.0,,,,,,,,,
