,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-09-27,745202,Strikeout,strikeout,True,671732,693433,Lawrence Butler,Bryan Woo,0,937469b2-12ac-4841-b2f1-57c78fdf4b4a,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
1,2024-09-27,745202,Groundout,field_out,True,667670,693433,Brent Rooker,Bryan Woo,0,71b71f98-a6e0-4c91-b9c4-919b42394b84,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
2,2024-09-27,745202,Strikeout,strikeout,True,668709,693433,JJ Bleday,Bryan Woo,0,3ab3a214-4bf7-4e76-ab7f-13aa444d56e3,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
3,2024-09-27,745202,Flyout,field_out,True,677594,676664,Julio Rodríguez,JP Sears,0,a3c4cdb6-8c25-4525-9eb6-28bd59e764ae,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.38,4.4,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,0.192,-0.8,1.37,-0.1,-0.21,91.9,84.0,90.0,78.9,0.23,0.476,0.256,0.276,0.395,0.104,0.297,0.428,0.188,0.239,0.381,0.213,0.233,0.533,0.261,,,,,,,,,
4,2024-09-27,745202,Pop Out,field_out,True,663728,676664,Cal Raleigh,JP Sears,0,99a618bc-3578-4839-ad14-793d4d5b3667,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.38,4.4,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,0.192,-0.8,1.37,-0.1,-0.21,91.9,84.0,90.0,78.9,0.23,0.476,0.256,0.276,0.395,0.104,0.297,0.428,0.188,0.239,0.381,0.213,0.233,0.533,0.261,,,,,,,,,
5,2024-09-27,745202,Strikeout,strikeout,True,668227,676664,Randy Arozarena,JP Sears,0,3e66ed3c-4d9a-4dbd-a76c-b198d6e063b3,676664.0,jpsears,Sears,Left,JP Sears,OAK,4.38,4.4,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,0.192,-0.8,1.37,-0.1,-0.21,91.9,84.0,90.0,78.9,0.23,0.476,0.256,0.276,0.395,0.104,0.297,0.428,0.188,0.239,0.381,0.213,0.233,0.533,0.261,,,,,,,,,
6,2024-09-27,745202,Pop Out,field_out,True,691016,693433,Tyler Soderstrom,Bryan Woo,0,7bdeb5b2-4a10-4727-ab08-7cbb332d02ca,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
7,2024-09-27,745202,Groundout,field_out,True,664913,693433,Seth Brown,Bryan Woo,0,612be464-7f0b-4882-bb48-814a917b366d,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
8,2024-09-27,745202,Single,single,False,680869,693433,Zack Gelof,Bryan Woo,0,84e0369e-359d-462c-8a0b-4f75e7279736,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
9,2024-09-27,745202,Walk,walk,False,805779,693433,Jacob Wilson,Bryan Woo,1,2fc3f9c3-69a3-4964-8c9f-ebc35f5ee4c7,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.218,0.355,0.273,0.234,0.315,0.097,0.186,0.373,0.207,0.1,0.1,0.417,0.265,0.529,0.229,,,,,,,,,
