,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-07,746602,Groundout,field_out,True,682998,471911,Corbin Carroll,Carlos Carrasco,0,b8a8a176-421d-4bd1-a8f1-0627f1d3e454,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
1,2024-08-07,746602,Strikeout,strikeout,True,606466,471911,Ketel Marte,Carlos Carrasco,0,a82eb193-9a43-4379-a5c6-651ba07ebaa0,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
2,2024-08-07,746602,Lineout,field_out,True,592626,471911,Joc Pederson,Carlos Carrasco,0,63f05e72-9dfb-4efa-a099-aaa9b723316b,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
3,2024-08-07,746602,Groundout,field_out,True,671289,593958,Tyler Freeman,Eduardo Rodriguez,0,d4757e90-36b9-464f-9d89-0b994b087128,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,,,,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,0.083,0.442,0.065,,0.246,0.09,-1.41,2.62,,1.42,91.7,86.8,91.3,83.7,,0.214,0.321,0.234,0.0,0.0,0.0,0.28,0.56,0.246,0.2,0.2,0.0,,,,,,,75.0,107.0,89.0,0.163,-4.21,88.5,0.333,0.722,0.148,,,,,,,,,
4,2024-08-07,746602,Flyout,field_out,True,657041,593958,Lane Thomas,Eduardo Rodriguez,0,61822eb1-d952-4f83-b099-54f0b041049a,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,,,,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,0.083,0.442,0.065,,0.246,0.09,-1.41,2.62,,1.42,91.7,86.8,91.3,83.7,,0.214,0.321,0.234,0.0,0.0,0.0,0.28,0.56,0.246,0.2,0.2,0.0,,,,,,,75.0,107.0,89.0,0.163,-4.21,88.5,0.333,0.722,0.148,,,,,,,,,
5,2024-08-07,746602,Flyout,field_out,True,608070,593958,José Ramírez,Eduardo Rodriguez,0,4681e5b8-51e6-46e2-b69f-8b43d5eda656,593958.0,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.06,4.97,21.1,108.0,74.0,97.0,0.803,6.75,2.11,8.86,1.27,1.13,0.203,0.522,0.145,0.29,0.427,98.0,108.0,105.0,,,,58.0,107.0,94.0,77.0,121.0,103.0,94.0,102.0,92.0,0.083,0.442,0.065,,0.246,0.09,-1.41,2.62,,1.42,91.7,86.8,91.3,83.7,,0.214,0.321,0.234,0.0,0.0,0.0,0.28,0.56,0.246,0.2,0.2,0.0,,,,,,,75.0,107.0,89.0,0.163,-4.21,88.5,0.333,0.722,0.148,,,,,,,,,
6,2024-08-07,746602,Home Run,home_run,False,605137,471911,Josh Bell,Carlos Carrasco,0,a7c75e6b-87d0-45ab-b168-cafbf824e0e0,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
7,2024-08-07,746602,Groundout,field_out,True,664983,471911,Jake McCarthy,Carlos Carrasco,0,e8bfa096-a12d-41cb-af87-cfe0847f4b18,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
8,2024-08-07,746602,Double,double,False,553993,471911,Eugenio Suárez,Carlos Carrasco,0,331a9bc2-9d00-4261-9a79-cc22e0183fac,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
9,2024-08-07,746602,Pop Out,field_out,True,545341,471911,Randal Grichuk,Carlos Carrasco,0,1ab49759-5e20-4f29-a1e4-dd93c70c145f,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.65,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.81,-1.93,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.285,0.284,0.52,0.286,0.337,0.554,0.145,0.304,0.609,0.122,0.053,0.158,0.217,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,
