,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff
0,2024-08-19,744898,Flyout,field_out,True,663697,592332,Jonathan India,Kevin Gausman,0,4f7f322e-f198-477c-a60b-9ffc30375586,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-19,744898,Flyout,field_out,True,682829,592332,Elly De La Cruz,Kevin Gausman,0,b2da8cb4-424e-4556-a505-0c4dbeb4693e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-19,744898,Single,single,False,663886,592332,Tyler Stephenson,Kevin Gausman,0,0d879b64-9031-4e3c-a7dd-f458674f7166,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-19,744898,Flyout,field_out,True,670770,592332,TJ Friedl,Kevin Gausman,0,986c6e82-c5ea-40fd-adfc-cc32508155f6,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-19,744898,Flyout,field_out,True,543807,687924,George Springer,Julian Aguiar,0,183a220c-e9d6-4eb3-975b-08a0386df752,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
5,2024-08-19,744898,Groundout,field_out,True,662139,687924,Daulton Varsho,Julian Aguiar,0,ddf7c973-5ddf-4b75-bf9b-93a93ea9f142,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
6,2024-08-19,744898,Home Run,home_run,False,665489,687924,Vladimir Guerrero Jr.,Julian Aguiar,0,fcdc175e-c2dc-4c44-81e7-b629477e0af9,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
7,2024-08-19,744898,Groundout,field_out,True,687462,687924,Spencer Horwitz,Julian Aguiar,0,efde47d3-b6e7-4abf-96e6-bea1dace156e,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
8,2024-08-19,744898,Walk,walk,False,668715,592332,Spencer Steer,Kevin Gausman,0,82f34c19-b6f9-4ea5-bbcd-5a7efc4329d8,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-19,744898,Flyout,field_out,True,600869,592332,Jeimer Candelario,Kevin Gausman,0,b63e28dc-5404-4059-b7d0-2d55b1bc0988,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-19,744898,Strikeout Double Play,strikeout_double_play,True,664034,592332,Ty France,Kevin Gausman,1,f9188098-cbb7-44ec-bbf5-badb00dd555e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-19,744898,Lineout,field_out,True,672386,687924,Alejandro Kirk,Julian Aguiar,0,df46026c-068f-4b80-b47e-5916aca01221,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
12,2024-08-19,744898,Single,single,False,695238,687924,Will Wagner,Julian Aguiar,0,081c3838-0101-43a2-bcbe-50b560592d36,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
13,2024-08-19,744898,Pop Out,field_out,True,676391,687924,Ernie Clement,Julian Aguiar,0,40aeb70b-9c07-4cf5-bb15-5376c003e448,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
14,2024-08-19,744898,Strikeout,strikeout,True,694388,687924,Joey Loperfido,Julian Aguiar,0,cca88873-54ee-4c25-a3d9-47f46ff1ac3b,687924.0,julianaguiar,Aguiar,Right,Julian Aguiar,CIN,6.43,7.88,14.0,100.0,88.0,102.0,0.796,4.5,2.57,10.93,3.21,0.79,0.196,0.451,0.137,0.314,0.465,,,,87.0,100.0,100.0,81.0,112.0,119.0,,,,0.522,,,0.177,,,-0.9,1.52,,,94.0,79.3,,,,,,,0.143,0.143,0.25,0.303,0.667,0.145,101.0,99.0,96.0,81.0,90.0,96.0,0.097,0.204,-17.48,-0.1,83.5,78.2,0.231,0.308,0.391,0.6,1.8,0.0,,,,,,,,,,,,,,,,,,
15,2024-08-19,744898,Strikeout,strikeout,True,641584,592332,Jake Fraley,Kevin Gausman,0,ff4c8056-a10c-42c0-8c2e-9ecb7586ebcf,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-19,744898,Double,double,False,669289,592332,Santiago Espinal,Kevin Gausman,0,45f16c2d-22a9-46c6-a6c6-23961459671e,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-19,744898,Walk,walk,False,663697,592332,Jonathan India,Kevin Gausman,1,d11eb99d-f7e2-4260-9ac6-1f0e7c2fd2e1,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-19,744898,Sac Fly,sac_fly,True,682829,592332,Elly De La Cruz,Kevin Gausman,1,86c30eb1-3390-44ad-9389-6fc795d4f883,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.1,4.75,151.1,105.0,94.0,105.0,0.789,8.39,2.56,8.44,1.19,0.91,0.246,0.438,0.136,0.358,0.425,98.0,106.0,105.0,88.0,103.0,93.0,89.0,90.0,95.0,90.0,108.0,108.0,0.056,0.527,0.336,0.08,0.27,0.34,-2.96,-1.81,93.9,85.8,93.4,82.9,0.281,0.493,0.187,0.172,0.278,0.32,0.294,0.5,0.277,0.303,0.606,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
