,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,EP%,wEP/C,vEP
0,2024-06-22,746048,Single,single,False,641487,641312,J.P. Crawford,Shaun Anderson,0,f96fe995-e2db-4653-a8f0-138eb8ee86e5,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-22,746048,Single,single,False,668942,641312,Josh Rojas,Shaun Anderson,1,c6884068-1d79-41a5-a5ed-41fd2b044380,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-22,746048,Hit By Pitch,hit_by_pitch,False,664034,641312,Ty France,Shaun Anderson,1,fb3e7201-720d-45ac-8caf-e271318f744c,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-22,746048,Sac Fly,sac_fly,True,663728,641312,Cal Raleigh,Shaun Anderson,1,1f84b1f8-146b-4873-a2d8-3213cb3a7862,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-22,746048,Strikeout,strikeout,True,641598,641312,Mitch Garver,Shaun Anderson,0,cbee2368-a605-44a2-a6f3-151d316b5db0,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-06-22,746048,Groundout,field_out,True,670042,641312,Luke Raley,Shaun Anderson,0,a7cc9f1a-cc69-4e0e-9132-a2b33a179f38,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-06-22,746048,Single,single,False,665862,669302,Jazz Chisholm Jr.,Logan Gilbert,0,ec9d7ca6-f3c0-4493-add5-33fbf49dfc28,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,,1.7,-0.93,1.89,,96.2,,94.9,88.2,0.205,0.358,0.35,0.208,0.369,0.19,,,,,,,111.0,101.0,105.0,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.085,0.97,1.26,1.7,92.2,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,
7,2024-06-22,746048,Grounded Into DP,grounded_into_double_play,True,650559,669302,Bryan De La Cruz,Logan Gilbert,1,d88634f9-667f-4c73-8a37-4d05adae3ed6,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,,1.7,-0.93,1.89,,96.2,,94.9,88.2,0.205,0.358,0.35,0.208,0.369,0.19,,,,,,,111.0,101.0,105.0,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.085,0.97,1.26,1.7,92.2,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,
8,2024-06-22,746048,Strikeout,strikeout,True,605137,669302,Josh Bell,Logan Gilbert,0,20244adc-de5e-4008-851d-c1c43ec1a4d3,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,0.009,0.313,0.308,,1.7,-0.93,1.89,,96.2,,94.9,88.2,0.205,0.358,0.35,0.208,0.369,0.19,,,,,,,111.0,101.0,105.0,119.0,102.0,101.0,109.0,96.0,100.0,0.149,0.136,0.085,0.97,1.26,1.7,92.2,84.1,83.0,0.232,0.435,0.255,0.082,0.164,0.468,0.154,0.282,0.324,,,
9,2024-06-22,746048,Pop Out,field_out,True,686527,641312,Dominic Canzone,Shaun Anderson,0,94ed79b8-abad-48ee-81ee-c9005bc3523b,641312.0,shaunanderson,"Anderson, S",Right,Shaun Anderson,- - -,11.42,7.94,8.2,103.0,98.0,102.0,0.902,7.27,1.04,23.88,1.04,1.17,0.163,0.279,0.186,0.302,0.528,79.0,104.0,113.0,94.0,102.0,98.0,66.0,111.0,100.0,112.0,106.0,108.0,0.104,0.325,0.448,0.123,-9.06,-5.65,-4.66,2.21,91.3,85.6,92.0,85.7,0.2,0.2,0.222,0.571,0.786,0.25,0.167,0.333,0.182,0.4,1.0,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
