,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
10,2024-07-12,747175,Walk,walk,False,572233,684320,Christian Walker,Yariel Rodríguez,0,9b9bd6c4-72d5-4814-a18e-b44284596176,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
11,2024-07-12,747175,Pop Out,field_out,True,672695,684320,Geraldo Perdomo,Yariel Rodríguez,0,98a501e0-bfe3-4905-86d4-001586a842a6,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
12,2024-07-12,747175,Strikeout,strikeout,True,545341,684320,Randal Grichuk,Yariel Rodríguez,0,b5beb670-8a75-42d1-8e1a-ec0000db764f,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
13,2024-07-12,747175,Strikeout,strikeout,True,553993,684320,Eugenio Suárez,Yariel Rodríguez,0,f917247e-deb1-4b8f-b869-7e67e2514a76,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
14,2024-07-12,747175,Groundout,field_out,True,595281,669194,Kevin Kiermaier,Ryne Nelson,0,6208793e-2bc5-4adb-afc7-a59b00521599,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-12,747175,Flyout,field_out,True,677870,669194,Leo Jiménez,Ryne Nelson,0,01159abc-b2ea-4962-92b6-054112d41776,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-12,747175,Groundout,field_out,True,543807,669194,George Springer,Ryne Nelson,0,64ec3f34-11f2-44b4-b9f6-b9f1998869bc,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-07-12,747175,Flyout,field_out,True,677950,684320,Alek Thomas,Yariel Rodríguez,0,4190d3c9-663a-4e49-acc4-7a89b98ea156,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
18,2024-07-12,747175,Double,double,False,621028,684320,Kevin Newman,Yariel Rodríguez,0,826ae51e-efa1-48e0-8d15-055b1add6f8a,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
19,2024-07-12,747175,Single,single,False,682998,684320,Corbin Carroll,Yariel Rodríguez,1,241364a1-9674-4636-b41c-095ab80d7298,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
20,2024-07-12,747175,Walk,walk,False,672515,684320,Gabriel Moreno,Yariel Rodríguez,1,8db3ac76-b38b-4f46-9d21-42612c47e449,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
21,2024-07-12,747175,Strikeout,strikeout,True,592626,684320,Joc Pederson,Yariel Rodríguez,0,2d39e54e-b249-4502-9597-cc7fee146305,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
22,2024-07-12,747175,Single,single,False,572233,684320,Christian Walker,Yariel Rodríguez,1,df72d496-9376-46d3-9669-ff5af18ec261,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
23,2024-07-12,747175,Strikeout,strikeout,True,672695,684320,Geraldo Perdomo,Yariel Rodríguez,0,366783f7-6419-4b1c-aa83-50f72f7cf043,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
24,2024-07-12,747175,Flyout,field_out,True,687462,669194,Spencer Horwitz,Ryne Nelson,0,61abc5a3-6a47-47ce-be50-3a5a60e80a22,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-07-12,747175,Flyout,field_out,True,665489,669194,Vladimir Guerrero Jr.,Ryne Nelson,0,b2878c06-db45-485d-ae40-e89e0fdb0ce9,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-07-12,747175,Strikeout,strikeout,True,457759,669194,Justin Turner,Ryne Nelson,0,ecffb858-e888-42af-81ff-aa9a519d62c5,669194.0,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.78,4.39,92.1,105.0,97.0,103.0,0.842,6.63,2.14,10.33,0.97,1.13,0.27,0.375,0.14,0.358,0.471,105.0,100.0,109.0,91.0,98.0,96.0,101.0,107.0,105.0,108.0,112.0,110.0,76.0,103.0,92.0,0.531,0.203,0.107,0.064,0.094,0.45,-1.15,-1.78,2.02,-4.16,95.0,91.4,83.4,84.5,77.5,0.261,0.415,0.217,0.341,0.518,0.124,0.368,0.737,0.208,0.4,0.733,0.167,0.16,0.24,0.116,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-07-12,747175,Triple,triple,False,545341,684320,Randal Grichuk,Yariel Rodríguez,0,e6816c24-0ed7-40a9-bcd0-6557ca512217,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
28,2024-07-12,747175,Strikeout,strikeout,True,553993,684320,Eugenio Suárez,Yariel Rodríguez,0,f7a3bbdf-b732-4eea-b7eb-7fb81282676c,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
29,2024-07-12,747175,Walk,walk,False,677950,684320,Alek Thomas,Yariel Rodríguez,0,2f8c5697-524f-4734-9434-cccb3f07180d,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
30,2024-07-12,747175,Sac Fly,sac_fly,True,621028,684320,Kevin Newman,Yariel Rodríguez,1,9fa21b6d-33ec-47f3-83d1-d62737222aa4,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
31,2024-07-12,747175,Strikeout,strikeout,True,682998,684320,Corbin Carroll,Yariel Rodríguez,0,02d49dfe-674a-4f1f-9885-68e078ca52e6,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,116.0,101.0,107.0,,,,0.441,,0.271,0.115,,0.9,,-0.9,-3.05,,94.2,,,84.4,77.7,0.22,0.341,0.206,,,,,,,0.245,0.429,0.344,0.333,0.778,0.25,80.0,102.0,99.0,75.0,115.0,106.0,0.093,0.08,-1.28,3.88,89.2,93.6,0.154,0.154,0.125,0.182,0.273,0.235,,,,,,
