,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,vSC (sc),Stf+ FC,Loc+ FC,Pit+ FC,FC%,SC%,wFC/C,wSC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-21,746660,Groundout,field_out,True,643396,695076,Isiah Kiner-Falefa,Rhett Lowder,0,d3962214-6ec0-49e5-b374-8ed7b0d5258c,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-21,746660,Lineout,field_out,True,668804,695076,Bryan Reynolds,Rhett Lowder,0,56d892d2-d614-45aa-84bf-9304175040e0,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-21,746660,Single,single,False,665833,695076,Oneil Cruz,Rhett Lowder,0,b307e87b-b32a-442b-82fd-1aad3bad0217,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-21,746660,Flyout,field_out,True,693304,695076,Nick Gonzales,Rhett Lowder,0,75960934-bd04-4ce1-92ab-b2c526ba69af,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-21,746660,Flyout,field_out,True,663697,683003,Jonathan India,Jared Jones,0,679ec8cc-25c1-4204-98b2-5bf65461e20e,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.12,117.1,102.0,126.0,109.0,0.725,9.59,2.84,7.75,1.38,0.92,0.233,0.391,0.148,0.341,0.46,114.0,100.0,107.0,132.0,102.0,109.0,,,,128.0,103.0,111.0,,0.492,0.353,0.065,-0.01,,1.16,-2.5,97.3,89.8,,88.8,,,,0.205,0.351,0.374,0.3,0.55,0.232,0.228,0.437,0.255,95.0,95.0,98.0,0.09,-2.26,81.3,0.333,0.857,0.348,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-21,746660,Strikeout,strikeout,True,682829,683003,Elly De La Cruz,Jared Jones,0,fe858fd3-b190-4a08-ae9d-af25e32677a4,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.12,117.1,102.0,126.0,109.0,0.725,9.59,2.84,7.75,1.38,0.92,0.233,0.391,0.148,0.341,0.46,114.0,100.0,107.0,132.0,102.0,109.0,,,,128.0,103.0,111.0,,0.492,0.353,0.065,-0.01,,1.16,-2.5,97.3,89.8,,88.8,,,,0.205,0.351,0.374,0.3,0.55,0.232,0.228,0.437,0.255,95.0,95.0,98.0,0.09,-2.26,81.3,0.333,0.857,0.348,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-21,746660,Strikeout,strikeout,True,663886,683003,Tyler Stephenson,Jared Jones,0,9c771e52-a927-4237-8b10-cf1dd6d5fadd,683003.0,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.12,117.1,102.0,126.0,109.0,0.725,9.59,2.84,7.75,1.38,0.92,0.233,0.391,0.148,0.341,0.46,114.0,100.0,107.0,132.0,102.0,109.0,,,,128.0,103.0,111.0,,0.492,0.353,0.065,-0.01,,1.16,-2.5,97.3,89.8,,88.8,,,,0.205,0.351,0.374,0.3,0.55,0.232,0.228,0.437,0.255,95.0,95.0,98.0,0.09,-2.26,81.3,0.333,0.857,0.348,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-21,746660,Groundout,field_out,True,650559,695076,Bryan De La Cruz,Rhett Lowder,0,2761f318-a94f-4776-a5b1-a4815f063d63,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-21,746660,Strikeout,strikeout,True,518735,695076,Yasmani Grandal,Rhett Lowder,0,a50cb995-0f1c-414d-b718-2fd2ecc074e4,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-21,746660,Single,single,False,656582,695076,Connor Joe,Rhett Lowder,0,5116dbb7-ac73-499e-85be-f4cd66710358,695076.0,rhettlowder,Lowder,Right,Rhett Lowder,CIN,1.4,4.38,25.2,102.0,92.0,99.0,0.808,7.36,3.86,7.71,0.0,1.3,0.227,0.48,0.147,0.333,0.432,110.0,115.0,113.0,82.0,91.0,85.0,78.0,105.0,100.0,105.0,99.0,102.0,0.263,0.27,0.27,0.197,-1.18,3.44,1.42,1.21,93.5,86.2,92.4,84.8,0.265,0.265,0.075,0.226,0.29,0.317,0.105,0.105,0.162,0.333,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
