,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-31,747003,Groundout,field_out,True,543807,680570,George Springer,Grayson Rodriguez,0,745e65c0-8358-4a34-82b7-bcf86a8a9a09,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.78,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.153,0.319,0.452,142.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,107.0,134.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.36,5.33,-0.93,0.31,1.65,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.161,0.306,0.348,0.25,0.563,0.361,0.26,0.38,0.241,0.167,0.333,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-31,747003,Strikeout,strikeout,True,694388,680570,Joey Loperfido,Grayson Rodriguez,0,4eecea55-a2c3-4a62-b5f9-f0482f58be06,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.78,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.153,0.319,0.452,142.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,107.0,134.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.36,5.33,-0.93,0.31,1.65,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.161,0.306,0.348,0.25,0.563,0.361,0.26,0.38,0.241,0.167,0.333,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-31,747003,Double,double,False,665489,680570,Vladimir Guerrero Jr.,Grayson Rodriguez,0,ff92eea6-4ca2-440f-bf9a-e11d6b7c4f21,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.78,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.153,0.319,0.452,142.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,107.0,134.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.36,5.33,-0.93,0.31,1.65,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.161,0.306,0.348,0.25,0.563,0.361,0.26,0.38,0.241,0.167,0.333,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-31,747003,Groundout,field_out,True,687462,680570,Spencer Horwitz,Grayson Rodriguez,0,65a7afd2-1ebc-45ff-a68f-17d678c8380a,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.78,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.153,0.319,0.452,142.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,107.0,134.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.36,5.33,-0.93,0.31,1.65,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.161,0.306,0.348,0.25,0.563,0.361,0.26,0.38,0.241,0.167,0.333,0.294,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-31,747003,Flyout,field_out,True,681297,502179,Colton Cowser,Paolo Espino,0,090d2bf0-af4c-44e9-9151-b90d676b88e9,502179.0,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,9.81,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,61.0,98.0,88.0,119.0,99.0,108.0,68.0,91.0,80.0,,,,115.0,96.0,85.0,,0.329,0.12,0.316,0.234,-7.57,,-4.16,-7.06,5.31,88.2,83.4,,75.6,70.6,0.462,1.0,0.048,0.125,0.25,0.0,,,,0.417,1.0,0.25,,,,0.5,0.75,0.182,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-31,747003,Single,single,False,623993,502179,Anthony Santander,Paolo Espino,0,b4adcc83-787f-4b77-a576-8a3cf2bf382e,502179.0,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,9.81,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,61.0,98.0,88.0,119.0,99.0,108.0,68.0,91.0,80.0,,,,115.0,96.0,85.0,,0.329,0.12,0.316,0.234,-7.57,,-4.16,-7.06,5.31,88.2,83.4,,75.6,70.6,0.462,1.0,0.048,0.125,0.25,0.0,,,,0.417,1.0,0.25,,,,0.5,0.75,0.182,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-31,747003,Walk,walk,False,683002,502179,Gunnar Henderson,Paolo Espino,1,97858485-b7fc-4e72-8006-2c7b89c98f39,502179.0,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,9.81,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,61.0,98.0,88.0,119.0,99.0,108.0,68.0,91.0,80.0,,,,115.0,96.0,85.0,,0.329,0.12,0.316,0.234,-7.57,,-4.16,-7.06,5.31,88.2,83.4,,75.6,70.6,0.462,1.0,0.048,0.125,0.25,0.0,,,,0.417,1.0,0.25,,,,0.5,0.75,0.182,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-31,747003,Pop Out,field_out,True,656811,502179,Ryan O'Hearn,Paolo Espino,0,7d72b2d3-66f7-48fc-bd26-56452a99fa59,502179.0,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,9.81,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,61.0,98.0,88.0,119.0,99.0,108.0,68.0,91.0,80.0,,,,115.0,96.0,85.0,,0.329,0.12,0.316,0.234,-7.57,,-4.16,-7.06,5.31,88.2,83.4,,75.6,70.6,0.462,1.0,0.048,0.125,0.25,0.0,,,,0.417,1.0,0.25,,,,0.5,0.75,0.182,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-31,747003,Triple,triple,False,663624,502179,Ryan Mountcastle,Paolo Espino,1,cb4ae51d-4972-47d8-a54b-9b6097e2950e,502179.0,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,9.81,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,61.0,98.0,88.0,119.0,99.0,108.0,68.0,91.0,80.0,,,,115.0,96.0,85.0,,0.329,0.12,0.316,0.234,-7.57,,-4.16,-7.06,5.31,88.2,83.4,,75.6,70.6,0.462,1.0,0.048,0.125,0.25,0.0,,,,0.417,1.0,0.25,,,,0.5,0.75,0.182,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-31,747003,Walk,walk,False,656775,502179,Cedric Mullins,Paolo Espino,0,ec184130-b43a-47c3-b108-bd88abe54c9b,502179.0,paoloespino,Espino,Right,Paolo Espino,TOR,8.31,9.81,8.2,96.0,89.0,91.0,0.901,3.12,5.19,14.54,3.12,0.69,0.286,0.457,0.229,0.343,0.392,61.0,98.0,88.0,119.0,99.0,108.0,68.0,91.0,80.0,,,,115.0,96.0,85.0,,0.329,0.12,0.316,0.234,-7.57,,-4.16,-7.06,5.31,88.2,83.4,,75.6,70.6,0.462,1.0,0.048,0.125,0.25,0.0,,,,0.417,1.0,0.25,,,,0.5,0.75,0.182,,,,,,,,,,,,,,,,,,,,,,,,
