,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-04-24,745513,Single,single,False,661388,676596,William Contreras,Josh Fleming,0,16bc0df1-c0d8-4238-91d7-348d7c12dde1,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
1,2024-04-24,745513,Grounded Into DP,grounded_into_double_play,True,642715,676596,Willy Adames,Josh Fleming,1,6683906c-62a3-46e5-ac43-439892872c2a,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
2,2024-04-24,745513,Flyout,field_out,True,680911,676596,Owen Miller,Josh Fleming,0,8d95e171-7fd7-400e-b639-1c83fee594b7,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
3,2024-04-24,745513,Strikeout,strikeout,True,656582,669060,Connor Joe,Bryse Wilson,0,a4210f94-b72d-47ea-8456-6097fe7f06e3,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.25,0.375,0.15,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,,,,,,,,,,,,,,,
4,2024-04-24,745513,Walk,walk,False,668804,669060,Bryan Reynolds,Bryse Wilson,0,4825bd27-3e2d-47c6-8ec0-90ddce2d89a1,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.25,0.375,0.15,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,,,,,,,,,,,,,,,
5,2024-04-24,745513,Pop Out,field_out,True,663647,669060,Ke'Bryan Hayes,Bryse Wilson,0,3ad451fa-6b98-42fe-998b-a0d7e6d49526,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.25,0.375,0.15,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,,,,,,,,,,,,,,,
6,2024-04-24,745513,Flyout,field_out,True,642133,669060,Rowdy Tellez,Bryse Wilson,0,537318d0-ebb9-44f6-8453-4e23d03f9c23,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.25,0.375,0.15,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,,,,,,,,,,,,,,,
7,2024-04-24,745513,Groundout,field_out,True,656555,676596,Rhys Hoskins,Josh Fleming,0,a22d7a93-d71d-42f0-be27-bb73e182338a,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
8,2024-04-24,745513,Walk,walk,False,663368,676596,Blake Perkins,Josh Fleming,0,01c533fc-ffc1-494e-af40-2ce8cfb939f4,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
9,2024-04-24,745513,Flyout,field_out,True,687401,676596,Joey Ortiz,Josh Fleming,0,cbf0cfa2-6f54-4e58-8b97-4359b99e1314,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
10,2024-04-24,745513,Pickoff Caught Stealing 2B,pickoff_caught_stealing_2b,True,686217,676596,Sal Frelick,Josh Fleming,0,461d68c5-dd16-4c8b-ba08-f44d6dbc8f1a,676596.0,joshfleming,Fleming,Left,Josh Fleming,PIT,3.99,3.72,29.1,96.0,68.0,89.0,0.833,5.22,3.99,9.51,0.61,2.08,0.219,0.375,0.177,0.271,0.339,71.0,98.0,89.0,97.0,87.0,89.0,142.0,135.0,123.0,51.0,91.0,86.0,82.0,101.0,93.0,0.389,0.004,0.264,0.057,0.286,1.94,1.27,-2.07,-2.56,1.63,89.8,87.2,83.2,90.4,78.1,0.381,0.571,0.226,0.171,0.22,0.178,0.261,0.304,0.172,0.286,0.429,0.308,,,,,,,,,,,,,,,,,,
11,2024-04-24,745513,Strikeout,strikeout,True,669261,669060,Jack Suwinski,Bryse Wilson,0,5e36fc0e-4267-400b-ac36-4cbe85d0cb71,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,107.0,108.0,107.0,88.0,111.0,105.0,90.0,106.0,96.0,97.0,97.0,93.0,0.317,0.145,0.338,0.154,0.046,-2.82,0.87,1.33,-1.78,-1.63,93.6,88.9,88.1,93.2,80.3,0.228,0.36,0.159,0.25,0.375,0.15,0.234,0.372,0.248,0.261,0.587,0.245,0.268,0.482,0.24,,,,,,,,,,,,,,,
