,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-08,746208,Single,single,False,543760,669721,Marcus Semien,Davis Daniel,0,b0d70b4f-1cee-40a0-ae39-9e4eb9648503,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-08,746208,Home Run,home_run,False,608369,669721,Corey Seager,Davis Daniel,1,8fe46b1e-4049-4b67-8100-99b4bf699025,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-08,746208,Groundout,field_out,True,669701,669721,Josh Smith,Davis Daniel,0,b6e88c31-66a8-4b6d-ac13-b26aff5405fb,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-08,746208,Pop Out,field_out,True,694671,669721,Wyatt Langford,Davis Daniel,0,d684882c-14c4-47d4-9d0c-0a6c39e4126e,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-08,746208,Strikeout,strikeout,True,666969,669721,Adolis García,Davis Daniel,0,ba48cbc2-a419-4010-9cc3-6ca80c628278,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-08,746208,Groundout,field_out,True,543685,592351,Anthony Rendon,Jon Gray,0,4e7b20fb-e4a9-4959-b8f6-4d391c358c41,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-08,746208,Groundout,field_out,True,694384,592351,Nolan Schanuel,Jon Gray,0,5256f69d-85ae-4dd2-a005-1f59c490d7af,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-08,746208,Pop Out,field_out,True,607680,592351,Kevin Pillar,Jon Gray,0,8cdf43e4-9d4f-41e6-b9f4-dc29352e9b27,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,0.447,0.438,0.045,0.069,-0.49,0.93,-1.3,-2.38,94.8,88.6,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,0.308,0.654,0.235,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-08,746208,Single,single,False,663993,669721,Nathaniel Lowe,Davis Daniel,0,a811fbb0-9e11-4c45-9f29-cbff1310ed65,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-08,746208,Grounded Into DP,grounded_into_double_play,True,641680,669721,Jonah Heim,Davis Daniel,1,0489c36f-f5d9-4196-8201-378fdcab29b2,669721.0,davisdaniel,Daniel,Right,Davis Daniel,LAA,5.82,4.33,17.0,108.0,77.0,102.0,0.794,7.41,0.53,10.06,1.59,1.05,0.34,0.415,0.132,0.321,0.448,65.0,115.0,108.0,92.0,86.0,80.0,57.0,112.0,101.0,123.0,101.0,108.0,0.46,0.242,0.089,0.21,1.44,-2.64,1.66,-0.82,91.7,84.5,82.6,74.8,0.29,0.419,0.158,0.25,0.625,0.194,0.357,0.429,0.226,0.167,0.333,0.4,,,,,,,,,,,,,,,,,,,,,,,,
