,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-20,746307,Strikeout,strikeout,True,682985,608379,Riley Greene,Michael Wacha,0,ca30a266-1ee2-4a18-b934-854c7b949f7b,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.087,0.318,-0.61,-0.79,0.86,-0.72,-0.88,2.13,93.5,88.6,81.4,93.4,84.0,75.0,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.302,0.442,0.139,0.3,0.4,0.442,0.278,0.556,0.138,,,,,,
1,2024-05-20,746307,Flyout,field_out,True,592192,608379,Mark Canha,Michael Wacha,0,6dee5ab4-82b9-437c-998f-41bba9c4c72d,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.087,0.318,-0.61,-0.79,0.86,-0.72,-0.88,2.13,93.5,88.6,81.4,93.4,84.0,75.0,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.302,0.442,0.139,0.3,0.4,0.442,0.278,0.556,0.138,,,,,,
2,2024-05-20,746307,Flyout,field_out,True,672761,608379,Wenceel Pérez,Michael Wacha,0,619a9dca-f68a-4da9-b03a-273db3d0a1ba,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.087,0.318,-0.61,-0.79,0.86,-0.72,-0.88,2.13,93.5,88.6,81.4,93.4,84.0,75.0,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.302,0.442,0.139,0.3,0.4,0.442,0.278,0.556,0.138,,,,,,
3,2024-05-20,746307,Groundout,field_out,True,672580,681857,Maikel Garcia,Reese Olson,0,7593e83a-1b83-4124-b60b-3870f950caf3,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
4,2024-05-20,746307,Double,double,False,677951,681857,Bobby Witt Jr.,Reese Olson,0,fa722f46-2fba-4f64-b78a-6317d10dd2b3,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
5,2024-05-20,746307,Groundout,field_out,True,686469,681857,Vinnie Pasquantino,Reese Olson,1,0753bb1b-cea7-49f4-bda2-b8198de98c1b,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
6,2024-05-20,746307,Lineout,field_out,True,521692,681857,Salvador Perez,Reese Olson,0,299256d5-f14c-4139-b952-e82ac58fee4b,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
7,2024-05-20,746307,Strikeout,strikeout,True,681481,608379,Kerry Carpenter,Michael Wacha,0,b052fbe8-50a1-4674-b725-be2ccbee1919,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.087,0.318,-0.61,-0.79,0.86,-0.72,-0.88,2.13,93.5,88.6,81.4,93.4,84.0,75.0,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.302,0.442,0.139,0.3,0.4,0.442,0.278,0.556,0.138,,,,,,
8,2024-05-20,746307,Groundout,field_out,True,570482,608379,Gio Urshela,Michael Wacha,0,a5f24125-8b89-44cc-b6f7-77cf8653b67e,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.087,0.318,-0.61,-0.79,0.86,-0.72,-0.88,2.13,93.5,88.6,81.4,93.4,84.0,75.0,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.302,0.442,0.139,0.3,0.4,0.442,0.278,0.556,0.138,,,,,,
9,2024-05-20,746307,Flyout,field_out,True,679529,608379,Spencer Torkelson,Michael Wacha,0,44b02081-6265-4798-9e01-c4ba5754440a,608379.0,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.55,3.91,96.1,102.0,91.0,99.0,0.783,7.94,2.62,8.22,0.84,1.09,0.262,0.454,0.206,0.284,0.436,111.0,111.0,115.0,71.0,88.0,91.0,82.0,101.0,97.0,79.0,101.0,87.0,97.0,94.0,93.0,81.0,96.0,91.0,0.152,0.233,0.109,0.101,0.087,0.318,-0.61,-0.79,0.86,-0.72,-0.88,2.13,93.5,88.6,81.4,93.4,84.0,75.0,0.18,0.316,0.352,0.321,0.513,0.15,0.214,0.257,0.06,0.302,0.442,0.139,0.3,0.4,0.442,0.278,0.556,0.138,,,,,,
10,2024-05-20,746307,Home Run,home_run,False,686681,681857,Michael Massey,Reese Olson,0,8586ca3d-4d86-4133-ace4-1cc14f992a17,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
11,2024-05-20,746307,Single,single,False,666023,681857,Freddy Fermin,Reese Olson,0,57959525-b0d5-404b-8795-cd1d553011ca,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
12,2024-05-20,746307,Strikeout,strikeout,True,669004,681857,MJ Melendez,Reese Olson,0,8a262837-3e21-4cbb-8f3b-cb1abc59504c,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
13,2024-05-20,746307,Pop Out,field_out,True,592669,681857,Hunter Renfroe,Reese Olson,0,c5b866b3-5b40-4eb4-bdee-c61dac977cf2,681857.0,reeseolson,Olson,Right,Reese Olson,DET,3.3,3.46,101.0,97.0,91.0,98.0,0.734,8.2,2.58,8.02,0.53,1.67,0.207,0.469,0.129,0.313,0.369,102.0,97.0,104.0,92.0,92.0,91.0,71.0,94.0,87.0,76.0,104.0,97.0,112.0,97.0,103.0,,,,0.2,0.239,,0.278,0.059,0.225,-0.34,,1.57,1.72,-2.03,0.11,94.1,,86.4,94.2,84.8,79.1,0.221,0.349,0.436,0.287,0.415,0.101,0.271,0.375,0.086,,,,0.153,0.212,0.429,0.263,0.526,0.282,,,,,,
