,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-26,746933,Strikeout,strikeout,True,657077,678394,Alex Verdugo,Brayan Bello,0,212b3e9c-d135-4eef-8741-aab10f6103f9,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-26,746933,Groundout,field_out,True,665742,678394,Juan Soto,Brayan Bello,0,4ec7d46d-555b-45e6-b84d-2593d0738fe0,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-26,746933,Walk,walk,False,592450,678394,Aaron Judge,Brayan Bello,0,1babd68d-fcc1-46e8-ad1c-b6ed05334a75,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-26,746933,Groundout,field_out,True,669224,678394,Austin Wells,Brayan Bello,0,8a4ede4a-7628-4144-bcf3-a7d48f335d45,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-26,746933,Flyout,field_out,True,680776,641482,Jarren Duran,Nestor Cortes,0,3d7329e5-4140-436b-96c8-543770571690,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.13,3.63,124.1,101.0,98.0,100.0,0.791,8.4,1.88,8.98,1.38,0.63,0.265,0.368,0.162,0.311,0.438,83.0,104.0,96.0,95.0,103.0,100.0,87.0,114.0,112.0,96.0,99.0,100.0,0.01,0.453,0.166,0.077,-0.3,2.22,-1.29,-1.88,91.9,83.2,90.0,78.2,0.125,0.125,0.375,0.24,0.46,0.325,0.3,0.4,0.182,0.257,0.487,0.212,109.0,100.0,102.0,0.295,1.05,87.3,0.256,0.375,0.259,0.288,0.515,0.225,,,,,,,,,,,,,,,
5,2024-07-26,746933,Single,single,False,608701,641482,Rob Refsnyder,Nestor Cortes,0,10e7595e-3e54-40a4-aea2-d594da1159de,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.13,3.63,124.1,101.0,98.0,100.0,0.791,8.4,1.88,8.98,1.38,0.63,0.265,0.368,0.162,0.311,0.438,83.0,104.0,96.0,95.0,103.0,100.0,87.0,114.0,112.0,96.0,99.0,100.0,0.01,0.453,0.166,0.077,-0.3,2.22,-1.29,-1.88,91.9,83.2,90.0,78.2,0.125,0.125,0.375,0.24,0.46,0.325,0.3,0.4,0.182,0.257,0.487,0.212,109.0,100.0,102.0,0.295,1.05,87.3,0.256,0.375,0.259,0.288,0.515,0.225,,,,,,,,,,,,,,,
6,2024-07-26,746933,Single,single,False,657136,641482,Connor Wong,Nestor Cortes,1,ba384017-8883-49dd-b67c-17ef7f9a5ceb,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.13,3.63,124.1,101.0,98.0,100.0,0.791,8.4,1.88,8.98,1.38,0.63,0.265,0.368,0.162,0.311,0.438,83.0,104.0,96.0,95.0,103.0,100.0,87.0,114.0,112.0,96.0,99.0,100.0,0.01,0.453,0.166,0.077,-0.3,2.22,-1.29,-1.88,91.9,83.2,90.0,78.2,0.125,0.125,0.375,0.24,0.46,0.325,0.3,0.4,0.182,0.257,0.487,0.212,109.0,100.0,102.0,0.295,1.05,87.3,0.256,0.375,0.259,0.288,0.515,0.225,,,,,,,,,,,,,,,
7,2024-07-26,746933,Walk,walk,False,646240,641482,Rafael Devers,Nestor Cortes,1,73033446-9d7f-4169-a2fd-4117965f7640,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.13,3.63,124.1,101.0,98.0,100.0,0.791,8.4,1.88,8.98,1.38,0.63,0.265,0.368,0.162,0.311,0.438,83.0,104.0,96.0,95.0,103.0,100.0,87.0,114.0,112.0,96.0,99.0,100.0,0.01,0.453,0.166,0.077,-0.3,2.22,-1.29,-1.88,91.9,83.2,90.0,78.2,0.125,0.125,0.375,0.24,0.46,0.325,0.3,0.4,0.182,0.257,0.487,0.212,109.0,100.0,102.0,0.295,1.05,87.3,0.256,0.375,0.259,0.288,0.515,0.225,,,,,,,,,,,,,,,
8,2024-07-26,746933,Sac Fly,sac_fly,True,641933,641482,Tyler O'Neill,Nestor Cortes,1,1595c363-92d6-4330-8c8d-53607dcb2d9e,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.13,3.63,124.1,101.0,98.0,100.0,0.791,8.4,1.88,8.98,1.38,0.63,0.265,0.368,0.162,0.311,0.438,83.0,104.0,96.0,95.0,103.0,100.0,87.0,114.0,112.0,96.0,99.0,100.0,0.01,0.453,0.166,0.077,-0.3,2.22,-1.29,-1.88,91.9,83.2,90.0,78.2,0.125,0.125,0.375,0.24,0.46,0.325,0.3,0.4,0.182,0.257,0.487,0.212,109.0,100.0,102.0,0.295,1.05,87.3,0.256,0.375,0.259,0.288,0.515,0.225,,,,,,,,,,,,,,,
9,2024-07-26,746933,Pop Out,field_out,True,807799,641482,Masataka Yoshida,Nestor Cortes,0,2fe7b8fe-8d10-4dff-a1a5-7533e1bbd011,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.13,3.63,124.1,101.0,98.0,100.0,0.791,8.4,1.88,8.98,1.38,0.63,0.265,0.368,0.162,0.311,0.438,83.0,104.0,96.0,95.0,103.0,100.0,87.0,114.0,112.0,96.0,99.0,100.0,0.01,0.453,0.166,0.077,-0.3,2.22,-1.29,-1.88,91.9,83.2,90.0,78.2,0.125,0.125,0.375,0.24,0.46,0.325,0.3,0.4,0.182,0.257,0.487,0.212,109.0,100.0,102.0,0.295,1.05,87.3,0.256,0.375,0.259,0.288,0.515,0.225,,,,,,,,,,,,,,,
10,2024-07-26,746933,Groundout,field_out,True,650402,678394,Gleyber Torres,Brayan Bello,0,ea043ff5-48bb-4171-b56f-08aeebfd3d21,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-26,746933,Strikeout,strikeout,True,700250,678394,Ben Rice,Brayan Bello,0,2c55108b-6b72-4b31-9572-3bbdda4b460b,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-07-26,746933,Home Run,home_run,False,683011,678394,Anthony Volpe,Brayan Bello,0,92bc95fc-f557-4165-b89d-e8de13c9c0bc,678394.0,brayanbello,Bello,Right,Brayan Bello,BOS,5.27,4.65,100.2,100.0,103.0,104.0,0.748,8.58,3.22,9.75,1.43,1.95,0.224,0.362,0.155,0.313,0.408,90.0,99.0,98.0,73.0,110.0,100.0,104.0,102.0,104.0,117.0,98.0,110.0,0.405,0.024,0.286,0.286,3.72,-1.22,-1.43,0.47,96.2,87.4,95.8,86.9,0.361,0.542,0.131,0.163,0.325,0.368,0.283,0.475,0.344,0.111,0.222,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,
