,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-23,746792,Groundout,field_out,True,683002,605182,Gunnar Henderson,Mike Clevinger,0,c566bfd2-f428-402b-9171-34914d19ca90,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,
1,2024-05-23,746792,Strikeout,strikeout,True,668939,605182,Adley Rutschman,Mike Clevinger,0,f4b87689-0b61-45ee-8e2c-fa40594791ae,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,
2,2024-05-23,746792,Strikeout,strikeout,True,656811,605182,Ryan O'Hearn,Mike Clevinger,0,24b1a908-87aa-492c-931b-b3ecbc8cef40,605182.0,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,6.75,7.37,16.0,99.0,87.0,100.0,0.754,8.44,5.06,12.38,2.25,0.72,0.204,0.519,0.111,0.444,0.432,75.0,99.0,98.0,69.0,98.0,88.0,91.0,101.0,100.0,102.0,120.0,120.0,111.0,87.0,99.0,49.0,101.0,95.0,0.056,0.399,0.116,0.191,0.026,0.211,1.8,-8.6,-8.71,-6.58,1.24,-0.01,93.3,84.0,86.0,93.3,78.6,76.2,0.238,0.381,0.25,0.2,0.35,0.271,0.333,0.75,0.4,0.636,0.818,0.227,0.5,2.0,0.1,,,,,,,,,
3,2024-05-23,746792,Single,single,False,502054,680570,Tommy Pham,Grayson Rodriguez,0,1061dfba-8ec1-465b-920d-9a119f7dfff7,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
4,2024-05-23,746792,Flyout,field_out,True,670032,680570,Nicky Lopez,Grayson Rodriguez,0,0e2e0eea-c613-4da9-8d1b-da457f3b3138,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
5,2024-05-23,746792,Single,single,False,683734,680570,Andrew Vaughn,Grayson Rodriguez,1,7daff2b5-02e3-4767-963b-dc6fcf6fcaa6,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
6,2024-05-23,746792,Walk,walk,False,657757,680570,Gavin Sheets,Grayson Rodriguez,1,f27055c1-d926-4449-89f4-b88c1435f599,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
7,2024-05-23,746792,Strikeout,strikeout,True,657557,680570,Paul DeJong,Grayson Rodriguez,0,84c8c2d8-35af-4408-8a75-f0029cd29207,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
8,2024-05-23,746792,Walk,walk,False,643217,680570,Andrew Benintendi,Grayson Rodriguez,1,e917c23e-aba2-4bfe-bcbf-1d11884cc2a9,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
9,2024-05-23,746792,Groundout,field_out,True,686676,680570,Korey Lee,Grayson Rodriguez,0,ef19b65f-0b34-490c-930e-5e42713c5849,680570.0,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.88,3.91,99.2,102.0,119.0,106.0,0.725,10.11,2.8,8.4,1.17,0.97,0.232,0.404,0.169,0.301,0.446,143.0,99.0,106.0,112.0,103.0,107.0,112.0,101.0,105.0,127.0,101.0,105.0,117.0,103.0,109.0,,,,0.015,0.456,,0.159,0.158,0.211,-0.19,,3.9,-1.35,0.36,1.25,96.1,,83.1,96.4,86.6,81.2,0.163,0.327,0.379,0.278,0.373,0.258,,,,0.275,0.623,0.346,0.25,0.375,0.278,0.25,0.386,0.272,,,,,,
