,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-24,745868,Groundout,field_out,True,691026,641154,Masyn Winn,Pablo López,0,ccc0ef7d-0116-4abc-9181-256e923c338e,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,745868,Lineout,field_out,True,676475,641154,Alec Burleson,Pablo López,0,3e0738d0-d2ec-4e92-b68a-90d660d1bb16,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,745868,Lineout,field_out,True,575929,641154,Willson Contreras,Pablo López,0,c3e2bda3-f60f-4027-8265-e274186d67d8,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,745868,Strikeout,strikeout,True,650489,543243,Willi Castro,Sonny Gray,0,7162105a-091b-4ace-8031-bd27300fd063,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,0.164,0.238,0.198,0.148,0.068,0.26,1.13,0.75,0.63,-1.98,92.4,88.3,92.9,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.205,0.411,0.201,91.0,98.0,96.0,0.183,0.0,0.26,-2.43,87.8,75.4,0.289,0.506,0.284,,,,,,,,,,,,
4,2024-08-24,745868,Strikeout,strikeout,True,663616,543243,Trevor Larnach,Sonny Gray,0,f2c93743-b170-4872-8310-23071e3b1d89,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,0.164,0.238,0.198,0.148,0.068,0.26,1.13,0.75,0.63,-1.98,92.4,88.3,92.9,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.205,0.411,0.201,91.0,98.0,96.0,0.183,0.0,0.26,-2.43,87.8,75.4,0.289,0.506,0.284,,,,,,,,,,,,
5,2024-08-24,745868,Strikeout,strikeout,True,668904,543243,Royce Lewis,Sonny Gray,0,2ff4f222-05a3-41db-aa1f-707b0fda7dbf,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,0.164,0.238,0.198,0.148,0.068,0.26,1.13,0.75,0.63,-1.98,92.4,88.3,92.9,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.205,0.411,0.201,91.0,98.0,96.0,0.183,0.0,0.26,-2.43,87.8,75.4,0.289,0.506,0.284,,,,,,,,,,,,
6,2024-08-24,745868,Groundout,field_out,True,680977,641154,Brendan Donovan,Pablo López,0,dd583331-e616-4920-a145-0cb9156c25a2,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-24,745868,Single,single,False,571448,641154,Nolan Arenado,Pablo López,0,682cf1aa-34fd-496c-b2e6-2d084374303c,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-24,745868,Double,double,False,663457,641154,Lars Nootbaar,Pablo López,1,6b208ae3-f349-443d-b450-321d8242a7da,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-24,745868,Strikeout,strikeout,True,502671,641154,Paul Goldschmidt,Pablo López,0,68a2529b-3883-4a5f-9f0e-8a53bb24d645,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-24,745868,Strikeout,strikeout,True,686780,641154,Pedro Pagés,Pablo López,0,c72c4f53-11f1-4ade-a0c1-1588f2b4bbb6,641154.0,pablolopez,"López, P",Right,Pablo López,MIN,4.26,3.52,148.0,104.0,97.0,105.0,0.743,9.79,2.01,8.27,1.34,1.11,0.243,0.435,0.14,0.29,0.43,93.0,104.0,104.0,87.0,102.0,107.0,97.0,105.0,102.0,97.0,108.0,108.0,106.0,103.0,109.0,0.073,0.405,0.229,0.103,0.19,2.39,-2.72,-0.79,-1.61,-0.98,94.9,88.6,94.4,84.3,82.2,0.164,0.304,0.267,0.239,0.442,0.331,0.316,0.421,0.257,0.237,0.492,0.33,0.432,0.659,0.147,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-24,745868,Groundout,field_out,True,670242,543243,Matt Wallner,Sonny Gray,0,c4a04a12-6ca5-4275-9d01-36990332494b,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,0.164,0.238,0.198,0.148,0.068,0.26,1.13,0.75,0.63,-1.98,92.4,88.3,92.9,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.205,0.411,0.201,91.0,98.0,96.0,0.183,0.0,0.26,-2.43,87.8,75.4,0.289,0.506,0.284,,,,,,,,,,,,
12,2024-08-24,745868,Flyout,field_out,True,596146,543243,Max Kepler,Sonny Gray,0,23f7fc8d-3bad-43e8-852d-721157d220c4,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,0.164,0.238,0.198,0.148,0.068,0.26,1.13,0.75,0.63,-1.98,92.4,88.3,92.9,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.205,0.411,0.201,91.0,98.0,96.0,0.183,0.0,0.26,-2.43,87.8,75.4,0.289,0.506,0.284,,,,,,,,,,,,
13,2024-08-24,745868,Walk,walk,False,669304,543243,Jose Miranda,Sonny Gray,0,48bf8520-333b-452a-92ac-ea2ccea31751,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,0.164,0.238,0.198,0.148,0.068,0.26,1.13,0.75,0.63,-1.98,92.4,88.3,92.9,84.8,80.0,0.317,0.564,0.187,0.152,0.222,0.424,0.36,0.68,0.321,0.213,0.459,0.321,0.205,0.411,0.201,91.0,98.0,96.0,0.183,0.0,0.26,-2.43,87.8,75.4,0.289,0.506,0.284,,,,,,,,,,,,
