,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,CU%,CH%,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFC,vFS,vCH,vSI,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,FF_slg,FF_whiff,FO%,wFO/C,vFO,SL_ba,SL_slg,SL_whiff
0,2024-05-26,746557,Strikeout,strikeout,True,656941,615698,Kyle Schwarber,Cal Quantrill,0,f1ac5bf8-c533-43d0-ab7f-95e8e4a80a0b,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,
1,2024-05-26,746557,Strikeout,strikeout,True,592663,615698,J.T. Realmuto,Cal Quantrill,0,cb1b3f5a-5014-4991-8876-c9f03fca6ee4,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,
2,2024-05-26,746557,Lineout,field_out,True,547180,615698,Bryce Harper,Cal Quantrill,0,87cb09f4-240a-4d57-bb70-86151cb1af23,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,
3,2024-05-26,746557,Strikeout,strikeout,True,678662,624133,Ezequiel Tovar,Ranger Suárez,0,b254bdcc-4671-44cd-8b2f-8a4d7789e745,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,87.0,106.0,103.0,102.0,98.0,94.0,,,,0.319,0.125,,0.199,0.166,-1.66,,1.26,1.5,0.71,86.6,,80.3,90.9,74.5,,,,0.241,0.354,0.109,0.308,0.615,0.125,0.171,0.289,0.335,0.181,0.25,0.393,69.0,101.0,92.0,22.0,85.0,77.0,0.19,0.001,1.37,-4.76,92.0,81.3,0.208,0.299,0.184,,,,,,
4,2024-05-26,746557,Single,single,False,663898,624133,Brendan Rodgers,Ranger Suárez,0,9a619a6f-de67-44c2-bb89-22ea70223e34,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,87.0,106.0,103.0,102.0,98.0,94.0,,,,0.319,0.125,,0.199,0.166,-1.66,,1.26,1.5,0.71,86.6,,80.3,90.9,74.5,,,,0.241,0.354,0.109,0.308,0.615,0.125,0.171,0.289,0.335,0.181,0.25,0.393,69.0,101.0,92.0,22.0,85.0,77.0,0.19,0.001,1.37,-4.76,92.0,81.3,0.208,0.299,0.184,,,,,,
5,2024-05-26,746557,Home Run,home_run,False,641857,624133,Ryan McMahon,Ranger Suárez,1,9c9be8b7-5621-4ac8-bc53-d34e5bb73a5d,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,87.0,106.0,103.0,102.0,98.0,94.0,,,,0.319,0.125,,0.199,0.166,-1.66,,1.26,1.5,0.71,86.6,,80.3,90.9,74.5,,,,0.241,0.354,0.109,0.308,0.615,0.125,0.171,0.289,0.335,0.181,0.25,0.393,69.0,101.0,92.0,22.0,85.0,77.0,0.19,0.001,1.37,-4.76,92.0,81.3,0.208,0.299,0.184,,,,,,
6,2024-05-26,746557,Strikeout,strikeout,True,553869,624133,Elias Díaz,Ranger Suárez,0,d18584ae-92f1-4ad6-b199-7f2a960fbd81,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,87.0,106.0,103.0,102.0,98.0,94.0,,,,0.319,0.125,,0.199,0.166,-1.66,,1.26,1.5,0.71,86.6,,80.3,90.9,74.5,,,,0.241,0.354,0.109,0.308,0.615,0.125,0.171,0.289,0.335,0.181,0.25,0.393,69.0,101.0,92.0,22.0,85.0,77.0,0.19,0.001,1.37,-4.76,92.0,81.3,0.208,0.299,0.184,,,,,,
7,2024-05-26,746557,Flyout,field_out,True,592178,624133,Kris Bryant,Ranger Suárez,0,dface227-6a90-4dd9-bd51-37c949a8bdfa,624133.0,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,2.76,3.19,114.0,104.0,83.0,101.0,0.797,8.84,2.05,7.34,0.71,2.09,0.185,0.47,0.147,0.3,0.404,75.0,104.0,103.0,86.0,106.0,108.0,87.0,106.0,103.0,102.0,98.0,94.0,,,,0.319,0.125,,0.199,0.166,-1.66,,1.26,1.5,0.71,86.6,,80.3,90.9,74.5,,,,0.241,0.354,0.109,0.308,0.615,0.125,0.171,0.289,0.335,0.181,0.25,0.393,69.0,101.0,92.0,22.0,85.0,77.0,0.19,0.001,1.37,-4.76,92.0,81.3,0.208,0.299,0.184,,,,,,
8,2024-05-26,746557,Lineout,field_out,True,664761,615698,Alec Bohm,Cal Quantrill,0,d92ea869-b132-44fe-967c-8fcd02aaea28,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,
9,2024-05-26,746557,Groundout,field_out,True,681082,615698,Bryson Stott,Cal Quantrill,0,8457a426-d9f9-444d-8bc4-9ebc0e930967,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,79.0,97.0,90.0,80.0,99.0,95.0,115.0,95.0,98.0,0.397,0.134,0.336,0.107,0.025,-1.43,1.52,-1.66,0.34,1.78,87.7,86.1,84.9,93.8,79.9,0.178,0.253,0.253,0.322,0.573,0.2,0.347,0.571,0.173,0.242,0.424,0.267,0.222,0.222,0.167,,,,,,,,,,,,,,,,,,,,,
