,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-10,746026,Single,single,False,650333,682610,Luis Arraez,Roddery Muñoz,0,9feb3e1a-5efd-418e-bb2e-4053cfd111d6,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,97.0,97.0,94.0,94.0,94.0,91.0,104.0,96.0,101.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,0.093,-3.26,-0.06,-0.96,-2.54,-2.8,95.4,89.8,89.3,94.9,85.7,0.325,0.714,0.175,0.27,0.554,0.109,0.229,0.471,0.313,0.261,0.536,0.328,0.27,0.595,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-10,746026,Flyout,field_out,True,595777,682610,Jurickson Profar,Roddery Muñoz,0,01a19a22-f801-415b-929c-0deb1d37bd30,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,97.0,97.0,94.0,94.0,94.0,91.0,104.0,96.0,101.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,0.093,-3.26,-0.06,-0.96,-2.54,-2.8,95.4,89.8,89.3,94.9,85.7,0.325,0.714,0.175,0.27,0.554,0.109,0.229,0.471,0.313,0.261,0.536,0.328,0.27,0.595,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-10,746026,Double,double,False,630105,682610,Jake Cronenworth,Roddery Muñoz,1,9567d291-589b-4ef8-ae44-ca31f43e85e4,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,97.0,97.0,94.0,94.0,94.0,91.0,104.0,96.0,101.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,0.093,-3.26,-0.06,-0.96,-2.54,-2.8,95.4,89.8,89.3,94.9,85.7,0.325,0.714,0.175,0.27,0.554,0.109,0.229,0.471,0.313,0.261,0.536,0.328,0.27,0.595,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-10,746026,Groundout,field_out,True,592518,682610,Manny Machado,Roddery Muñoz,1,98d60cf7-4788-4813-9682-40c4c169c3a4,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,97.0,97.0,94.0,94.0,94.0,91.0,104.0,96.0,101.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,0.093,-3.26,-0.06,-0.96,-2.54,-2.8,95.4,89.8,89.3,94.9,85.7,0.325,0.714,0.175,0.27,0.554,0.109,0.229,0.471,0.313,0.261,0.536,0.328,0.27,0.595,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-10,746026,Flyout,field_out,True,593428,682610,Xander Bogaerts,Roddery Muñoz,0,1a8fd721-8923-4193-bd6b-943213bce525,682610.0,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.95,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,95.0,89.0,97.0,97.0,94.0,94.0,94.0,91.0,104.0,96.0,101.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,0.093,-3.26,-0.06,-0.96,-2.54,-2.8,95.4,89.8,89.3,94.9,85.7,0.325,0.714,0.175,0.27,0.554,0.109,0.229,0.471,0.313,0.261,0.536,0.328,0.27,0.595,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-10,746026,Walk,walk,False,669364,663362,Xavier Edwards,Matt Waldron,0,9438dbd0-fe96-4987-b687-29baa749b515,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.241,0.42,0.232,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,77.6,0.382,-1.08,0.25,0.403,0.273,0.229,0.458,0.198,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-10,746026,Hit By Pitch,hit_by_pitch,False,669394,663362,Jake Burger,Matt Waldron,1,1484b716-cea4-4306-848e-aa76c8195864,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.241,0.42,0.232,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,77.6,0.382,-1.08,0.25,0.403,0.273,0.229,0.458,0.198,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-10,746026,Flyout,field_out,True,660821,663362,Jesús Sánchez,Matt Waldron,1,9980084a-bc6b-47f0-8889-7cf5b4822ae4,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.241,0.42,0.232,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,77.6,0.382,-1.08,0.25,0.403,0.273,0.229,0.458,0.198,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-10,746026,Strikeout,strikeout,True,681146,663362,Jonah Bride,Matt Waldron,0,835eecaa-0dbb-4690-bc3a-f0e5778dbdf9,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.241,0.42,0.232,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,77.6,0.382,-1.08,0.25,0.403,0.273,0.229,0.458,0.198,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-10,746026,Strikeout,strikeout,True,669065,663362,Kyle Stowers,Matt Waldron,0,a9803e4f-86f4-4d8c-ba92-596da9d403b7,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.79,4.0,142.2,104.0,83.0,99.0,0.804,8.2,2.52,8.64,1.2,0.91,0.208,0.4,0.165,0.305,0.439,,,,57.0,107.0,91.0,73.0,108.0,102.0,115.0,101.0,106.0,83.0,98.0,90.0,0.144,0.191,0.084,0.199,,0.17,1.46,0.98,0.46,,90.6,87.0,,90.0,79.2,0.241,0.42,0.232,0.284,0.389,0.064,0.245,0.408,0.155,,,,,,,77.6,0.382,-1.08,0.25,0.403,0.273,0.229,0.458,0.198,,,,,,,,,,,,,,,,,,,,,,,,
