,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,wFA/C,wSL/C,vFA,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-09-25,746583,Flyout,field_out,True,670770,689958,TJ Friedl,Andrew Walters,0,ba334c63-5f2b-45fc-bfb8-6a5cce8a968b,689958.0,andrewwalters,Walters,Right,Andrew Walters,CLE,0.0,2.99,8.2,94.0,119.0,99.0,0.704,6.23,5.19,1.04,0.0,0.38,0.286,0.238,0.143,0.19,0.379,124.0,99.0,104.0,111.0,87.0,91.0,0.629,0.371,3.31,3.39,95.9,85.8,0.059,0.118,0.306,0.0,0.0,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-25,746583,Groundout,field_out,True,682829,689958,Elly De La Cruz,Andrew Walters,0,c55ea482-cb01-4d62-b549-5ea60131628d,689958.0,andrewwalters,Walters,Right,Andrew Walters,CLE,0.0,2.99,8.2,94.0,119.0,99.0,0.704,6.23,5.19,1.04,0.0,0.38,0.286,0.238,0.143,0.19,0.379,124.0,99.0,104.0,111.0,87.0,91.0,0.629,0.371,3.31,3.39,95.9,85.8,0.059,0.118,0.306,0.0,0.0,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-25,746583,Pop Out,field_out,True,663886,689958,Tyler Stephenson,Andrew Walters,0,62bfff1e-f91c-4241-8360-d5e244e1535c,689958.0,andrewwalters,Walters,Right,Andrew Walters,CLE,0.0,2.99,8.2,94.0,119.0,99.0,0.704,6.23,5.19,1.04,0.0,0.38,0.286,0.238,0.143,0.19,0.379,124.0,99.0,104.0,111.0,87.0,91.0,0.629,0.371,3.31,3.39,95.9,85.8,0.059,0.118,0.306,0.0,0.0,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-25,746583,Home Run,home_run,False,680757,596001,Steven Kwan,Jakob Junis,0,2609360a-a9ac-4b45-aef6-80d32bfe11d8,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.83,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,73.0,112.0,101.0,123.0,107.0,116.0,0.1,0.453,3.97,1.3,92.5,83.0,0.1,0.1,0.235,0.183,0.346,0.296,89.0,102.0,106.0,79.0,109.0,102.0,97.0,119.0,106.0,0.362,0.002,0.084,-12.89,1.95,-2.62,88.2,86.6,91.9,0.25,0.381,0.19,0.238,0.714,0.265,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-25,746583,Groundout,field_out,True,700932,596001,Kyle Manzardo,Jakob Junis,0,45d0ef97-fb4b-4acf-a827-61e359be84cc,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.83,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,73.0,112.0,101.0,123.0,107.0,116.0,0.1,0.453,3.97,1.3,92.5,83.0,0.1,0.1,0.235,0.183,0.346,0.296,89.0,102.0,106.0,79.0,109.0,102.0,97.0,119.0,106.0,0.362,0.002,0.084,-12.89,1.95,-2.62,88.2,86.6,91.9,0.25,0.381,0.19,0.238,0.714,0.265,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-25,746583,Groundout,field_out,True,608070,596001,José Ramírez,Jakob Junis,0,e3138bf4-3b82-4b1f-891e-b882f0b1910a,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.83,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,73.0,112.0,101.0,123.0,107.0,116.0,0.1,0.453,3.97,1.3,92.5,83.0,0.1,0.1,0.235,0.183,0.346,0.296,89.0,102.0,106.0,79.0,109.0,102.0,97.0,119.0,106.0,0.362,0.002,0.084,-12.89,1.95,-2.62,88.2,86.6,91.9,0.25,0.381,0.19,0.238,0.714,0.265,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-25,746583,Strikeout,strikeout,True,647304,596001,Josh Naylor,Jakob Junis,0,00cf0392-78a8-483b-842f-61757267b312,596001.0,jakobjunis,Junis,Right,Jakob Junis,- - -,2.69,3.83,67.0,108.0,99.0,108.0,0.779,6.85,1.07,6.58,1.07,0.96,0.257,0.408,0.105,0.288,0.502,73.0,112.0,101.0,123.0,107.0,116.0,0.1,0.453,3.97,1.3,92.5,83.0,0.1,0.1,0.235,0.183,0.346,0.296,89.0,102.0,106.0,79.0,109.0,102.0,97.0,119.0,106.0,0.362,0.002,0.084,-12.89,1.95,-2.62,88.2,86.6,91.9,0.25,0.381,0.19,0.238,0.714,0.265,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-25,746583,Flyout,field_out,True,668715,689958,Spencer Steer,Andrew Walters,0,03dc2af4-6682-4191-828b-ea7a1ff4e80b,689958.0,andrewwalters,Walters,Right,Andrew Walters,CLE,0.0,2.99,8.2,94.0,119.0,99.0,0.704,6.23,5.19,1.04,0.0,0.38,0.286,0.238,0.143,0.19,0.379,124.0,99.0,104.0,111.0,87.0,91.0,0.629,0.371,3.31,3.39,95.9,85.8,0.059,0.118,0.306,0.0,0.0,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-25,746583,Pop Out,field_out,True,664034,689958,Ty France,Andrew Walters,0,ea9137c6-e3bb-4e64-8624-daf71746ac9b,689958.0,andrewwalters,Walters,Right,Andrew Walters,CLE,0.0,2.99,8.2,94.0,119.0,99.0,0.704,6.23,5.19,1.04,0.0,0.38,0.286,0.238,0.143,0.19,0.379,124.0,99.0,104.0,111.0,87.0,91.0,0.629,0.371,3.31,3.39,95.9,85.8,0.059,0.118,0.306,0.0,0.0,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-25,746583,Groundout,field_out,True,641584,681870,Jake Fraley,Erik Sabrowski,0,fcba54e9-63f7-4e8f-8514-e4beaa846d70,681870.0,eriksabrowski,Sabrowski,Left,Erik Sabrowski,CLE,0.0,1.67,12.2,101.0,109.0,107.0,0.74,13.5,2.84,4.26,0.0,0.38,0.292,0.333,0.125,0.125,0.49,126.0,102.0,109.0,80.0,84.0,95.0,0.576,0.167,2.4,2.97,92.6,87.0,0.143,0.143,0.339,0.2,0.3,0.158,,,,,,,,,,,,,,,,,,,,,,,,,92.0,112.0,112.0,0.258,4.2,78.8,0.083,0.083,0.28,,,,,,,,,,,,,,,
