,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-06,746832,Single,single,False,650402,696136,Gleyber Torres,Jordan Wicks,0,9cbcc717-ab4b-4c57-a156-1c642de0b425,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,102.0,103.0,103.0,91.0,102.0,98.0,90.0,105.0,104.0,72.0,101.0,90.0,120.0,97.0,98.0,78.0,96.0,79.0,0.132,0.455,0.012,0.088,0.05,0.264,0.79,-10.11,0.07,-3.35,-8.36,1.97,92.6,87.6,82.2,91.8,83.8,78.7,0.229,0.343,0.168,0.171,0.268,0.458,0.32,0.36,0.17,0.429,0.571,0.263,0.8,1.4,0.182,0.667,0.667,0.0,,,,,,,,,,,,,,,
1,2024-09-06,746832,Strikeout,strikeout,True,665742,696136,Juan Soto,Jordan Wicks,0,6a64b5a1-8ac5-4261-868b-dedd14455f53,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,102.0,103.0,103.0,91.0,102.0,98.0,90.0,105.0,104.0,72.0,101.0,90.0,120.0,97.0,98.0,78.0,96.0,79.0,0.132,0.455,0.012,0.088,0.05,0.264,0.79,-10.11,0.07,-3.35,-8.36,1.97,92.6,87.6,82.2,91.8,83.8,78.7,0.229,0.343,0.168,0.171,0.268,0.458,0.32,0.36,0.17,0.429,0.571,0.263,0.8,1.4,0.182,0.667,0.667,0.0,,,,,,,,,,,,,,,
2,2024-09-06,746832,Walk,walk,False,592450,696136,Aaron Judge,Jordan Wicks,1,77c96b9e-aa50-4747-80d0-8d3192c184d9,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,102.0,103.0,103.0,91.0,102.0,98.0,90.0,105.0,104.0,72.0,101.0,90.0,120.0,97.0,98.0,78.0,96.0,79.0,0.132,0.455,0.012,0.088,0.05,0.264,0.79,-10.11,0.07,-3.35,-8.36,1.97,92.6,87.6,82.2,91.8,83.8,78.7,0.229,0.343,0.168,0.171,0.268,0.458,0.32,0.36,0.17,0.429,0.571,0.263,0.8,1.4,0.182,0.667,0.667,0.0,,,,,,,,,,,,,,,
3,2024-09-06,746832,Strikeout,strikeout,True,669224,696136,Austin Wells,Jordan Wicks,0,59c0a766-b611-4036-9411-666fd8a36003,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,102.0,103.0,103.0,91.0,102.0,98.0,90.0,105.0,104.0,72.0,101.0,90.0,120.0,97.0,98.0,78.0,96.0,79.0,0.132,0.455,0.012,0.088,0.05,0.264,0.79,-10.11,0.07,-3.35,-8.36,1.97,92.6,87.6,82.2,91.8,83.8,78.7,0.229,0.343,0.168,0.171,0.268,0.458,0.32,0.36,0.17,0.429,0.571,0.263,0.8,1.4,0.182,0.667,0.667,0.0,,,,,,,,,,,,,,,
4,2024-09-06,746832,Walk,walk,False,519317,696136,Giancarlo Stanton,Jordan Wicks,1,c12dfb07-916f-48d3-bb6d-3da113ca6bea,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,102.0,103.0,103.0,91.0,102.0,98.0,90.0,105.0,104.0,72.0,101.0,90.0,120.0,97.0,98.0,78.0,96.0,79.0,0.132,0.455,0.012,0.088,0.05,0.264,0.79,-10.11,0.07,-3.35,-8.36,1.97,92.6,87.6,82.2,91.8,83.8,78.7,0.229,0.343,0.168,0.171,0.268,0.458,0.32,0.36,0.17,0.429,0.571,0.263,0.8,1.4,0.182,0.667,0.667,0.0,,,,,,,,,,,,,,,
5,2024-09-06,746832,Groundout,field_out,True,665862,696136,Jazz Chisholm Jr.,Jordan Wicks,0,d5d73ee5-6652-4029-be42-1b78f290778c,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,102.0,103.0,103.0,91.0,102.0,98.0,90.0,105.0,104.0,72.0,101.0,90.0,120.0,97.0,98.0,78.0,96.0,79.0,0.132,0.455,0.012,0.088,0.05,0.264,0.79,-10.11,0.07,-3.35,-8.36,1.97,92.6,87.6,82.2,91.8,83.8,78.7,0.229,0.343,0.168,0.171,0.268,0.458,0.32,0.36,0.17,0.429,0.571,0.263,0.8,1.4,0.182,0.667,0.667,0.0,,,,,,,,,,,,,,,
6,2024-09-06,746832,Flyout,field_out,True,664023,661563,Ian Happ,Luis Gil,0,14042c41-428d-40ff-9c62-7dbfe2c33b19,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.24,3.54,130.2,94.0,110.0,101.0,0.741,10.4,4.68,5.79,0.83,0.83,0.248,0.428,0.179,0.311,0.398,80.0,93.0,94.0,,,,128.0,95.0,102.0,,,,107.0,93.0,104.0,,,,,0.498,,0.243,,0.259,0.36,,,1.69,,0.49,96.7,,91.7,,87.8,,0.194,0.362,0.285,0.178,0.267,0.273,,,,0.156,0.274,0.323,,,,,,,,,,,,,,,,,,,,,
7,2024-09-06,746832,Pop Out,field_out,True,683737,661563,Michael Busch,Luis Gil,0,2022a3cd-90be-47ea-9720-93cb6d2c22c3,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.24,3.54,130.2,94.0,110.0,101.0,0.741,10.4,4.68,5.79,0.83,0.83,0.248,0.428,0.179,0.311,0.398,80.0,93.0,94.0,,,,128.0,95.0,102.0,,,,107.0,93.0,104.0,,,,,0.498,,0.243,,0.259,0.36,,,1.69,,0.49,96.7,,91.7,,87.8,,0.194,0.362,0.285,0.178,0.267,0.273,,,,0.156,0.274,0.323,,,,,,,,,,,,,,,,,,,,,
8,2024-09-06,746832,Walk,walk,False,673548,661563,Seiya Suzuki,Luis Gil,0,a541ddac-02f7-4157-a6b7-dc82430a88ea,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.24,3.54,130.2,94.0,110.0,101.0,0.741,10.4,4.68,5.79,0.83,0.83,0.248,0.428,0.179,0.311,0.398,80.0,93.0,94.0,,,,128.0,95.0,102.0,,,,107.0,93.0,104.0,,,,,0.498,,0.243,,0.259,0.36,,,1.69,,0.49,96.7,,91.7,,87.8,,0.194,0.362,0.285,0.178,0.267,0.273,,,,0.156,0.274,0.323,,,,,,,,,,,,,,,,,,,,,
9,2024-09-06,746832,Groundout,field_out,True,641355,661563,Cody Bellinger,Luis Gil,0,b3114ecd-4d38-4774-9b0a-fcd088ba5560,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.24,3.54,130.2,94.0,110.0,101.0,0.741,10.4,4.68,5.79,0.83,0.83,0.248,0.428,0.179,0.311,0.398,80.0,93.0,94.0,,,,128.0,95.0,102.0,,,,107.0,93.0,104.0,,,,,0.498,,0.243,,0.259,0.36,,,1.69,,0.49,96.7,,91.7,,87.8,,0.194,0.362,0.285,0.178,0.267,0.273,,,,0.156,0.274,0.323,,,,,,,,,,,,,,,,,,,,,
