,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-09-09,745534,Single,single,False,650490,650911,Yandy Díaz,Cristopher Sánchez,0,c5d47b62-f42e-499e-ae7e-f68f76fe760e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,94.0,106.0,115.0,94.0,100.0,98.0,100.0,101.0,103.0,86.0,52.0,74.0,0.47,0.001,0.171,0.358,2.6,-0.45,0.44,1.62,86.5,85.1,94.5,84.4,0.351,0.478,0.124,0.18,0.226,0.345,0.23,0.37,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-09,745534,Flyout,field_out,True,666185,650911,Dylan Carlson,Cristopher Sánchez,0,787d788a-2f40-4695-adcb-a294a112d247,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,94.0,106.0,115.0,94.0,100.0,98.0,100.0,101.0,103.0,86.0,52.0,74.0,0.47,0.001,0.171,0.358,2.6,-0.45,0.44,1.62,86.5,85.1,94.5,84.4,0.351,0.478,0.124,0.18,0.226,0.345,0.23,0.37,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-09,745534,Strikeout,strikeout,True,676356,650911,Jonny DeLuca,Cristopher Sánchez,0,0a90c15f-0398-4354-b337-67301b9be38c,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,94.0,106.0,115.0,94.0,100.0,98.0,100.0,101.0,103.0,86.0,52.0,74.0,0.47,0.001,0.171,0.358,2.6,-0.45,0.44,1.62,86.5,85.1,94.5,84.4,0.351,0.478,0.124,0.18,0.226,0.345,0.23,0.37,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-09,745534,Forceout,force_out,True,691406,650911,Junior Caminero,Cristopher Sánchez,1,ff4be8e1-7d70-41f1-992a-175054550ccf,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,94.0,106.0,115.0,94.0,100.0,98.0,100.0,101.0,103.0,86.0,52.0,74.0,0.47,0.001,0.171,0.358,2.6,-0.45,0.44,1.62,86.5,85.1,94.5,84.4,0.351,0.478,0.124,0.18,0.226,0.345,0.23,0.37,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-09,745534,Groundout,field_out,True,656941,642121,Kyle Schwarber,Cole Sulser,0,3b7f1dcd-ce11-435b-99ac-6884ad07dede,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.143,0.101,0.23,3.54,,-2.46,-4.47,88.0,84.5,,81.6,,,,0.25,0.667,0.227,0.333,0.333,0.25,108.0,105.0,102.0,0.525,1.58,92.5,0.188,0.25,0.214,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,
5,2024-09-09,745534,Groundout,field_out,True,607208,642121,Trea Turner,Cole Sulser,0,48737caf-36ee-43a8-8319-6b452a3725ab,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.143,0.101,0.23,3.54,,-2.46,-4.47,88.0,84.5,,81.6,,,,0.25,0.667,0.227,0.333,0.333,0.25,108.0,105.0,102.0,0.525,1.58,92.5,0.188,0.25,0.214,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,
6,2024-09-09,745534,Walk,walk,False,547180,642121,Bryce Harper,Cole Sulser,0,b29d2209-d300-4a37-b92e-08852ecd63f5,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.143,0.101,0.23,3.54,,-2.46,-4.47,88.0,84.5,,81.6,,,,0.25,0.667,0.227,0.333,0.333,0.25,108.0,105.0,102.0,0.525,1.58,92.5,0.188,0.25,0.214,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,
7,2024-09-09,745534,Walk,walk,False,592206,642121,Nick Castellanos,Cole Sulser,1,4d82fe51-8614-4085-99f3-0cc9bba38d8e,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.143,0.101,0.23,3.54,,-2.46,-4.47,88.0,84.5,,81.6,,,,0.25,0.667,0.227,0.333,0.333,0.25,108.0,105.0,102.0,0.525,1.58,92.5,0.188,0.25,0.214,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,
8,2024-09-09,745534,Groundout,field_out,True,681082,642121,Bryson Stott,Cole Sulser,0,d3b81710-741d-45dd-9a98-a7f0836cd0fb,642121.0,colesulser,Sulser,Right,Cole Sulser,- - -,3.97,3.29,11.1,102.0,111.0,102.0,0.769,8.74,6.35,6.35,0.79,0.56,0.387,0.323,0.161,0.355,0.378,126.0,87.0,94.0,,,,126.0,109.0,119.0,80.0,103.0,99.0,,0.143,0.101,0.23,3.54,,-2.46,-4.47,88.0,84.5,,81.6,,,,0.25,0.667,0.227,0.333,0.333,0.25,108.0,105.0,102.0,0.525,1.58,92.5,0.188,0.25,0.214,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,
9,2024-09-09,745534,Walk,walk,False,676609,650911,José Caballero,Cristopher Sánchez,0,4d1d9a0b-48a5-477b-bf85-7ab6dc27c84d,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.33,3.49,165.0,102.0,95.0,105.0,0.781,7.36,2.02,9.16,0.44,2.81,0.207,0.413,0.186,0.295,0.423,94.0,106.0,115.0,94.0,100.0,98.0,100.0,101.0,103.0,86.0,52.0,74.0,0.47,0.001,0.171,0.358,2.6,-0.45,0.44,1.62,86.5,85.1,94.5,84.4,0.351,0.478,0.124,0.18,0.226,0.345,0.23,0.37,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
