,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,KC%,wFC/C,wCU/C,wKC/C,vFC,vCU,vKC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-03,746020,Single,single,False,686611,676974,Dylan Crews,Max Meyer,0,3811920e-cafc-46f8-a1e3-cc19297a2194,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-03,746020,Lineout,field_out,True,677588,676974,José Tena,Max Meyer,1,0612c819-0e49-47e2-a77c-db7bf231a82c,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-03,746020,Field Error,field_error,False,665953,676974,Andrés Chaparro,Max Meyer,1,3d8a70c1-0700-477d-aa61-757c56a35097,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-03,746020,Strikeout,strikeout,True,695578,676974,James Wood,Max Meyer,0,7ff14695-c853-4643-bd10-954caaf409ec,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-03,746020,Strikeout,strikeout,True,669364,571578,Xavier Edwards,Patrick Corbin,0,49666475-1d6a-4901-abe3-fe6c42dd5c39,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,54.0,97.0,84.0,71.0,104.0,92.0,87.0,97.0,96.0,0.344,0.081,0.335,0.037,-1.39,-1.6,-0.04,-5.53,91.3,81.0,91.5,80.0,0.232,0.369,0.357,0.311,0.578,0.133,0.409,0.773,0.279,72.0,102.0,97.0,77.0,107.0,99.0,0.187,0.016,0.001,-0.34,-2.88,4.68,85.5,70.2,63.2,0.335,0.551,0.092,0.293,0.447,0.223,0.667,1.667,0.556,,,
5,2024-09-03,746020,Single,single,False,681393,571578,Connor Norby,Patrick Corbin,0,4b8ee0cf-abe1-4375-84f0-5c22ec02de16,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,54.0,97.0,84.0,71.0,104.0,92.0,87.0,97.0,96.0,0.344,0.081,0.335,0.037,-1.39,-1.6,-0.04,-5.53,91.3,81.0,91.5,80.0,0.232,0.369,0.357,0.311,0.578,0.133,0.409,0.773,0.279,72.0,102.0,97.0,77.0,107.0,99.0,0.187,0.016,0.001,-0.34,-2.88,4.68,85.5,70.2,63.2,0.335,0.551,0.092,0.293,0.447,0.223,0.667,1.667,0.556,,,
6,2024-09-03,746020,Grounded Into DP,grounded_into_double_play,True,669394,571578,Jake Burger,Patrick Corbin,1,077e8a4f-f267-44f7-8f26-4193265e3fcb,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.6,5.7,159.0,101.0,76.0,95.0,0.79,7.13,2.89,10.81,1.3,1.48,0.219,0.377,0.135,0.333,0.397,88.0,96.0,96.0,54.0,97.0,84.0,71.0,104.0,92.0,87.0,97.0,96.0,0.344,0.081,0.335,0.037,-1.39,-1.6,-0.04,-5.53,91.3,81.0,91.5,80.0,0.232,0.369,0.357,0.311,0.578,0.133,0.409,0.773,0.279,72.0,102.0,97.0,77.0,107.0,99.0,0.187,0.016,0.001,-0.34,-2.88,4.68,85.5,70.2,63.2,0.335,0.551,0.092,0.293,0.447,0.223,0.667,1.667,0.556,,,
7,2024-09-03,746020,Strikeout,strikeout,True,671277,676974,Luis García Jr.,Max Meyer,0,dbeec2ad-a72f-447a-85f6-33a06355ab24,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-03,746020,Strikeout,strikeout,True,608336,676974,Joey Gallo,Max Meyer,0,9f6c41fb-34dd-4772-8f45-84e8e1c66fb5,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-03,746020,Groundout,field_out,True,682928,676974,CJ Abrams,Max Meyer,0,7a009a50-3728-401a-b7b5-7bad2b7e8ea7,676974.0,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.84,57.0,98.0,97.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,83.0,88.0,87.0,83.0,97.0,94.0,81.0,92.0,82.0,118.0,103.0,115.0,0.021,0.394,0.407,0.179,-2.29,-1.38,-0.2,-2.48,94.1,86.7,92.7,88.2,0.24,0.471,0.342,0.33,0.648,0.139,0.233,0.6,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
