,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,vSC (sc),SC%,wSC/C
0,2024-07-10,745969,Groundout,field_out,True,457705,668964,Andrew McCutchen,Tobias Myers,0,2081a0b4-64d0-463b-bebc-80446c0d9a03,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.091,0.091,0.431,0.5,0.7,0.1,0.0,0.0,0.0,,,
1,2024-07-10,745969,Flyout,field_out,True,668804,668964,Bryan Reynolds,Tobias Myers,0,5f3f121c-e1f8-4d1a-a6aa-74b4a573f576,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.091,0.091,0.431,0.5,0.7,0.1,0.0,0.0,0.0,,,
2,2024-07-10,745969,Flyout,field_out,True,642133,668964,Rowdy Tellez,Tobias Myers,0,d11f2e60-f37f-484e-8429-24b20dccca3c,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.091,0.091,0.431,0.5,0.7,0.1,0.0,0.0,0.0,,,
3,2024-07-10,745969,Groundout,field_out,True,694192,527048,Jackson Chourio,Martín Pérez,0,78a77267-dab4-43b6-9026-6860e5076543,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
4,2024-07-10,745969,Groundout,field_out,True,661388,527048,William Contreras,Martín Pérez,0,3f2eda6a-95f8-4a60-9643-ff9fd59f92b5,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
5,2024-07-10,745969,Single,single,False,592885,527048,Christian Yelich,Martín Pérez,0,ed2ffd1c-aa88-4752-a95a-68027b62d8a1,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
6,2024-07-10,745969,Double,double,False,642715,527048,Willy Adames,Martín Pérez,1,13cf3fa2-e4e1-4737-a1e4-5bd90181c724,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
7,2024-07-10,745969,Single,single,False,686217,527048,Sal Frelick,Martín Pérez,1,c86b9aad-dfd8-4cd6-bfc6-56ee1a71cda1,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
8,2024-07-10,745969,Pop Out,field_out,True,656555,527048,Rhys Hoskins,Martín Pérez,0,9f59114b-7092-4491-9106-3b42adaea99a,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
9,2024-07-10,745969,Flyout,field_out,True,693304,668964,Nick Gonzales,Tobias Myers,0,928650ca-4dc5-4e1b-aa05-438d50c9a562,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.091,0.091,0.431,0.5,0.7,0.1,0.0,0.0,0.0,,,
10,2024-07-10,745969,Groundout,field_out,True,641943,668964,Joshua Palacios,Tobias Myers,0,32ba1140-8dbb-448c-90c6-ad502c8fde84,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.091,0.091,0.431,0.5,0.7,0.1,0.0,0.0,0.0,,,
11,2024-07-10,745969,Strikeout,strikeout,True,663647,668964,Ke'Bryan Hayes,Tobias Myers,0,3984f9a3-8cbf-4d92-87a2-1866e2d47653,668964.0,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.13,3.99,72.0,101.0,91.0,98.0,0.8,7.75,2.5,7.63,1.25,0.95,0.288,0.39,0.127,0.273,0.428,108.0,81.0,87.0,72.0,100.0,102.0,85.0,106.0,102.0,75.0,91.0,71.0,93.0,106.0,104.0,96.0,101.0,91.0,0.007,0.4,0.229,0.192,0.051,0.12,1.01,-1.06,13.69,2.07,-3.98,0.93,92.7,89.4,81.2,91.2,85.4,77.7,0.207,0.413,0.174,0.333,0.509,0.152,0.18,0.2,0.324,0.091,0.091,0.431,0.5,0.7,0.1,0.0,0.0,0.0,,,
12,2024-07-10,745969,Walk,walk,False,663368,527048,Blake Perkins,Martín Pérez,0,4b306ef2-58bc-4aa3-baa9-5c677c51e443,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.61,5.76,77.0,103.0,71.0,95.0,0.841,7.13,3.16,11.81,1.52,1.23,0.191,0.475,0.16,0.335,0.426,77.0,106.0,97.0,71.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,,,,65.0,105.0,94.0,0.375,0.055,0.254,,0.101,0.215,-5.77,-0.81,-0.23,,0.23,-3.51,91.4,88.4,83.4,90.9,,78.3,0.375,0.625,0.036,0.304,0.609,0.196,,,,0.338,0.588,0.275,0.364,0.409,0.306,0.3,0.423,0.1,,,
