,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU%,wCU/C,vCU
0,2024-04-01,746170,Single,single,False,808982,572020,Jung Hoo Lee,James Paxton,0,7a518ed8-1506-485f-bda5-768ce98dde99,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,
1,2024-04-01,746170,Flyout,field_out,True,596103,572020,Austin Slater,James Paxton,0,4784a9b2-49a4-447b-b702-552dc8596da7,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,
2,2024-04-01,746170,Pop Out,field_out,True,624585,572020,Jorge Soler,James Paxton,0,e6fa5073-f5a4-4e42-9754-e555f9e19844,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,
3,2024-04-01,746170,Walk,walk,False,656305,572020,Matt Chapman,James Paxton,1,8273b6fc-a774-4669-993c-9b6f359e1c1e,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,
4,2024-04-01,746170,Pop Out,field_out,True,527038,572020,Wilmer Flores,James Paxton,0,dc64264d-f299-4b38-a1e5-ad9ec105405a,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,69.0,98.0,85.0,65.0,98.0,92.0,79.0,96.0,96.0,82.0,95.0,84.0,0.032,0.577,0.037,0.284,0.07,0.34,-3.42,-4.92,-0.23,-1.66,93.2,84.0,82.6,92.6,80.8,0.243,0.381,0.138,0.224,0.355,0.358,0.217,0.348,0.31,0.462,0.692,0.095,0.308,0.769,0.13,,,,,,,,,,,,,,,,,,,,,
5,2024-04-01,746170,Triple,triple,False,605141,676775,Mookie Betts,Keaton Winn,0,bb1e3517-72ea-4b63-87a8-bb448bdcbd30,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,,,,0.192,0.263,,,,-0.95,,-2.96,,,95.7,,,94.8,,0.214,0.5,0.272,,,,,,,0.41,0.692,0.066,,,,127.0,99.0,106.0,131.0,97.0,113.0,0.405,0.139,0.21,-1.41,88.9,87.9,0.215,0.355,0.282,0.321,0.607,0.356,,,
6,2024-04-01,746170,Groundout,field_out,True,660271,676775,Shohei Ohtani,Keaton Winn,1,37e80ef4-4a20-4ccf-9321-479c5d2ee15d,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,,,,0.192,0.263,,,,-0.95,,-2.96,,,95.7,,,94.8,,0.214,0.5,0.272,,,,,,,0.41,0.692,0.066,,,,127.0,99.0,106.0,131.0,97.0,113.0,0.405,0.139,0.21,-1.41,88.9,87.9,0.215,0.355,0.282,0.321,0.607,0.356,,,
7,2024-04-01,746170,Strikeout,strikeout,True,518692,676775,Freddie Freeman,Keaton Winn,0,ef610328-376b-464b-85b7-3b268dcb8e08,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,,,,0.192,0.263,,,,-0.95,,-2.96,,,95.7,,,94.8,,0.214,0.5,0.272,,,,,,,0.41,0.692,0.066,,,,127.0,99.0,106.0,131.0,97.0,113.0,0.405,0.139,0.21,-1.41,88.9,87.9,0.215,0.355,0.282,0.321,0.607,0.356,,,
8,2024-04-01,746170,Single,single,False,669257,676775,Will Smith,Keaton Winn,0,d8b34eb8-6bca-45be-8253-d7cf2395acf6,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,,,,0.192,0.263,,,,-0.95,,-2.96,,,95.7,,,94.8,,0.214,0.5,0.272,,,,,,,0.41,0.692,0.066,,,,127.0,99.0,106.0,131.0,97.0,113.0,0.405,0.139,0.21,-1.41,88.9,87.9,0.215,0.355,0.282,0.321,0.607,0.356,,,
9,2024-04-01,746170,Strikeout,strikeout,True,571970,676775,Max Muncy,Keaton Winn,0,30f91c1f-05c2-4f55-8f9d-68f6a60f4fde,676775.0,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.54,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.085,0.442,0.455,,,,89.0,101.0,95.0,91.0,97.0,93.0,,,,,,,0.192,0.263,,,,-0.95,,-2.96,,,95.7,,,94.8,,0.214,0.5,0.272,,,,,,,0.41,0.692,0.066,,,,127.0,99.0,106.0,131.0,97.0,113.0,0.405,0.139,0.21,-1.41,88.9,87.9,0.215,0.355,0.282,0.321,0.607,0.356,,,
