,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-09,745924,Walk,walk,False,605141,686973,Mookie Betts,Louie Varland,0,7511252f-c8d3-46ef-a6e6-57da32313a5c,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-09,745924,Strikeout,strikeout,True,660271,686973,Shohei Ohtani,Louie Varland,0,9505d099-7620-4efc-a8a4-3d1c351c4c62,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-09,745924,Grounded Into DP,grounded_into_double_play,True,518692,686973,Freddie Freeman,Louie Varland,1,05080507-cc78-4f62-afe6-6d364e9ce0f7,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-09,745924,Strikeout,strikeout,True,666397,607192,Edouard Julien,Tyler Glasnow,0,744445b7-6354-4a54-ac42-65e6018478f8,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,98.0,107.0,109.0,,,,,,,0.076,0.476,,,,1.01,,2.5,,,96.3,,,96.5,,,,,0.208,0.404,0.209,0.104,0.195,0.462,0.129,0.161,0.188,,,,139.0,99.0,112.0,110.0,105.0,110.0,0.266,0.182,0.56,2.05,90.1,83.8,0.215,0.364,0.412,,,,,,,,,
4,2024-04-09,745924,Lineout,field_out,True,621043,607192,Carlos Correa,Tyler Glasnow,0,d152bfe7-bc7a-44bd-96ca-aa09820f6e8b,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,98.0,107.0,109.0,,,,,,,0.076,0.476,,,,1.01,,2.5,,,96.3,,,96.5,,,,,0.208,0.404,0.209,0.104,0.195,0.462,0.129,0.161,0.188,,,,139.0,99.0,112.0,110.0,105.0,110.0,0.266,0.182,0.56,2.05,90.1,83.8,0.215,0.364,0.412,,,,,,,,,
5,2024-04-09,745924,Flyout,field_out,True,666135,607192,Alex Kirilloff,Tyler Glasnow,0,95b55bac-cd7b-4ca3-ac72-c8a1a07f8f6b,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.47,2.5,109.0,103.0,118.0,107.0,0.712,11.81,2.39,5.94,0.99,1.4,0.211,0.382,0.163,0.283,0.472,,,,117.0,102.0,103.0,98.0,107.0,109.0,,,,,,,0.076,0.476,,,,1.01,,2.5,,,96.3,,,96.5,,,,,0.208,0.404,0.209,0.104,0.195,0.462,0.129,0.161,0.188,,,,139.0,99.0,112.0,110.0,105.0,110.0,0.266,0.182,0.56,2.05,90.1,83.8,0.215,0.364,0.412,,,,,,,,,
6,2024-04-09,745924,Lineout,field_out,True,669257,686973,Will Smith,Louie Varland,0,a5f353b5-f6e0-4377-8765-d0b957aced29,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-09,745924,Walk,walk,False,571970,686973,Max Muncy,Louie Varland,0,e4f2565a-fbf2-4ce2-a840-d5da60889b0c,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-09,745924,Lineout,field_out,True,606192,686973,Teoscar Hernández,Louie Varland,0,7ba5ea99-3a0d-4749-8517-7855ddeb0fda,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-09,745924,Single,single,False,681546,686973,James Outman,Louie Varland,1,cd62d00a-8faa-43f3-8148-a9cd26c217ee,686973.0,louievarland,Varland,Right,Louie Varland,MIN,6.58,6.18,26.0,95.0,102.0,97.0,0.79,8.65,3.46,11.42,2.08,1.6,0.267,0.384,0.058,0.419,0.442,106.0,87.0,93.0,106.0,101.0,100.0,84.0,117.0,108.0,100.0,82.0,91.0,90.0,84.0,88.0,0.045,0.361,0.289,0.225,0.081,-0.1,-5.23,-2.37,0.55,0.8,95.7,89.6,88.3,93.1,84.5,0.351,0.649,0.217,0.294,0.588,0.177,0.222,0.222,0.347,0.5,0.5,0.077,0.2,0.2,0.077,,,,,,,,,,,,,,,,,,,,,,,,
