,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
10,2024-05-27,745416,Pop Out,field_out,True,592518,669432,Manny Machado,Trevor Rogers,0,22d33a27-b6a0-4ab4-8cce-ea481ee07f3d,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-27,745416,Groundout,field_out,True,630105,669432,Jake Cronenworth,Trevor Rogers,0,3fbb9642-ca18-4388-9c6c-d316cba264d4,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-27,745416,Home Run,home_run,False,456781,669432,Donovan Solano,Trevor Rogers,0,7c8adfd6-81d9-426f-96ad-095c87a85fbb,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-05-27,745416,Walk,walk,False,669134,669432,Luis Campusano,Trevor Rogers,0,492cca97-f5a4-4512-8c36-b9c529f229ca,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-27,745416,Groundout,field_out,True,701538,669432,Jackson Merrill,Trevor Rogers,0,d003ffd6-2e51-445a-9e84-ab820aea1df4,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-05-27,745416,Strikeout,strikeout,True,672640,650633,Otto Lopez,Michael King,0,3156ecdb-0428-46c9-80d3-bf24958b303c,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-27,745416,Groundout,field_out,True,542194,650633,Christian Bethancourt,Michael King,0,2595386d-bcbc-4ed4-bc28-c09be4727456,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-27,745416,Home Run,home_run,False,665862,650633,Jazz Chisholm Jr.,Michael King,0,d459f3aa-573b-4bcc-b505-94e1f245e95e,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-05-27,745416,Strikeout,strikeout,True,650559,650633,Bryan De La Cruz,Michael King,0,2c5e3548-dfba-4f69-ba3d-1b8a7dcaba86,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-05-27,745416,Lineout,field_out,True,673490,669432,Ha-Seong Kim,Trevor Rogers,0,19ef0dac-ac53-421e-8a7e-bfe728ca6560,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-05-27,745416,Single,single,False,650333,669432,Luis Arraez,Trevor Rogers,0,6d583b00-8909-48bb-99d1-a17d69192e41,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-05-27,745416,Flyout,field_out,True,665487,669432,Fernando Tatis Jr.,Trevor Rogers,0,92feb129-9458-4d86-8f8d-d9884091239a,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-05-27,745416,Single,single,False,595777,669432,Jurickson Profar,Trevor Rogers,1,a076eaa5-b76b-4f24-8bda-ce36d3ec7569,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-27,745416,Groundout,field_out,True,592518,669432,Manny Machado,Trevor Rogers,0,476863d4-c27c-4b3e-9162-7ed9ba4dbed4,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-27,745416,Double,double,False,605137,650633,Josh Bell,Michael King,0,53669fef-08b1-4d5a-96b2-0935bf8b1651,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-27,745416,Groundout,field_out,True,660821,650633,Jesús Sánchez,Michael King,1,488a617f-acf1-4a13-9168-7a10c680c344,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-05-27,745416,Strikeout,strikeout,True,669394,650633,Jake Burger,Michael King,0,7275cde7-e13f-433d-8323-364cf7250fa2,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-27,745416,Lineout,field_out,True,624503,650633,Nick Gordon,Michael King,0,efce6ac8-5207-4a10-9d51-f29aa1602f83,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-05-27,745416,Double,double,False,630105,669432,Jake Cronenworth,Trevor Rogers,0,6c2ce14d-29e0-41e0-a7e0-4130d3681bcd,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-27,745416,Lineout,field_out,True,456781,669432,Donovan Solano,Trevor Rogers,0,950e21ee-5eec-4b29-a06e-a76d6f09bd88,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-05-27,745416,Groundout,field_out,True,669134,669432,Luis Campusano,Trevor Rogers,1,35671b04-189f-40b5-8797-1f7d799c39a1,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-27,745416,Groundout,field_out,True,701538,669432,Jackson Merrill,Trevor Rogers,0,4a7431d4-a742-4290-8480-94af609d0966,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-05-27,745416,Groundout,field_out,True,641313,650633,Tim Anderson,Michael King,0,46891570-8a2c-4a2b-adb4-a09c3d9a2325,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-05-27,745416,Flyout,field_out,True,672640,650633,Otto Lopez,Michael King,0,12cf5247-3dbd-432b-a5e9-830132cc6a01,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-05-27,745416,Double,double,False,542194,650633,Christian Bethancourt,Michael King,0,2c6adc7b-0436-4d18-a939-d75545f7a2ed,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-05-27,745416,Strikeout,strikeout,True,665862,650633,Jazz Chisholm Jr.,Michael King,0,49654d30-c3e4-475e-abfc-f8b19f303890,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2024-05-27,745416,Strikeout,strikeout,True,673490,669432,Ha-Seong Kim,Trevor Rogers,0,5f9007b9-40bb-48fd-81d6-5cfe1b3c91a6,669432.0,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,MIA,4.72,4.89,95.1,99.0,85.0,97.0,0.797,7.46,4.15,9.82,1.04,1.43,0.22,0.414,0.132,0.336,0.39,115.0,108.0,117.0,69.0,100.0,93.0,87.0,96.0,91.0,73.0,89.0,89.0,0.231,0.325,0.21,0.233,-0.74,0.22,-1.71,-0.95,92.1,85.8,91.6,82.5,0.299,0.393,0.251,0.261,0.486,0.23,0.27,0.45,0.119,0.262,0.475,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,
