,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,CH%,wSI/C,wKC/C,wCH/C,vCH,vSI,vKC,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-30,746954,Walk,walk,False,663837,601713,Matt Vierling,Nick Pivetta,0,85529e98-fd02-4f7c-943c-ec2e43d7f7ef,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-30,746954,Forceout,force_out,True,682985,601713,Riley Greene,Nick Pivetta,1,16a269d5-e459-4577-9d9d-39ac942a305b,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-30,746954,Strikeout,strikeout,True,592192,601713,Mark Canha,Nick Pivetta,0,c57dbd83-0ba7-427a-86c1-befb1c966998,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-30,746954,Strikeout,strikeout,True,570482,601713,Gio Urshela,Nick Pivetta,0,fba97d07-26d0-447f-ba50-c5b02208861d,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-30,746954,Flyout,field_out,True,680776,656427,Jarren Duran,Jack Flaherty,0,749fe6d2-392a-4c3c-a1a3-501b9eac01eb,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,,,,96.0,106.0,104.0,95.0,105.0,107.0,,,,0.44,,0.313,,0.74,,0.85,,93.6,,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,,,,0.161,0.194,0.445,94.0,82.0,78.0,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,0.033,-7.15,2.33,-0.51,86.0,90.7,77.5,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,
5,2024-05-30,746954,Strikeout,strikeout,True,677800,656427,Wilyer Abreu,Jack Flaherty,0,90d5f589-20e0-43e5-be88-07276b79ad05,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,,,,96.0,106.0,104.0,95.0,105.0,107.0,,,,0.44,,0.313,,0.74,,0.85,,93.6,,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,,,,0.161,0.194,0.445,94.0,82.0,78.0,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,0.033,-7.15,2.33,-0.51,86.0,90.7,77.5,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,
6,2024-05-30,746954,Groundout,field_out,True,608701,656427,Rob Refsnyder,Jack Flaherty,0,e0f82f11-e7d3-4dfb-8df2-707b73d364a7,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,,,,96.0,106.0,104.0,95.0,105.0,107.0,,,,0.44,,0.313,,0.74,,0.85,,93.6,,84.9,,0.226,0.377,0.25,0.205,0.426,0.391,,,,0.161,0.194,0.445,94.0,82.0,78.0,70.0,86.0,72.0,103.0,104.0,108.0,0.024,0.191,0.033,-7.15,2.33,-0.51,86.0,90.7,77.5,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,,,,
7,2024-05-30,746954,Strikeout,strikeout,True,690993,601713,Colt Keith,Nick Pivetta,0,0d47d47c-273e-4087-9f55-7c98748f809f,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-30,746954,Strikeout,strikeout,True,668731,601713,Akil Baddoo,Nick Pivetta,0,bd758760-3f19-46a9-9887-12b79fa02511,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-30,746954,Strikeout,strikeout,True,679529,601713,Spencer Torkelson,Nick Pivetta,0,6a8c28d3-2f9e-49df-ad20-8f38db91b081,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,3.87,3.56,81.1,106.0,135.0,109.0,0.773,10.62,2.32,7.52,1.44,0.67,0.248,0.386,0.124,0.376,0.465,111.0,106.0,107.0,129.0,107.0,111.0,152.0,102.0,107.0,111.0,100.0,87.0,0.485,0.078,0.281,0.155,1.51,-6.7,0.51,0.97,94.3,88.4,83.0,80.1,0.204,0.354,0.213,0.333,0.583,0.345,0.414,0.966,0.19,0.172,0.31,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
