,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-26,746495,Groundout,field_out,True,691026,607536,Masyn Winn,Kyle Freeland,0,fc1141aa-e4fa-4f8e-8f63-bc6ab884ad71,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-26,746495,Home Run,home_run,False,663457,607536,Lars Nootbaar,Kyle Freeland,0,af75608b-2f52-4a5c-bd98-418b34dbe4c7,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-26,746495,Home Run,home_run,False,502671,607536,Paul Goldschmidt,Kyle Freeland,0,7b1a1a0d-fa5a-4513-9511-7f788591b5d3,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-26,746495,Strikeout,strikeout,True,671056,607536,Iván Herrera,Kyle Freeland,0,42573aa3-857f-43ba-b286-7bc3d284eae1,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-26,746495,Double,double,False,691023,607536,Jordan Walker,Kyle Freeland,0,81d3b83c-4910-4f43-8b27-016d04b27d05,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-26,746495,Walk,walk,False,695336,607536,Thomas Saggese,Kyle Freeland,0,2249a4b5-d141-4a99-8f4f-97a73f895fe0,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-26,746495,Strikeout,strikeout,True,686780,607536,Pedro Pagés,Kyle Freeland,0,c6baf80e-0a11-4ffb-8fb6-0c7f92f521a7,607536.0,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.03,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,128.0,102.0,107.0,0.245,0.202,0.227,0.188,0.137,-1.51,-1.33,-1.11,0.07,-1.64,91.6,86.1,91.4,86.9,83.5,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,0.322,0.522,0.067,0.333,0.647,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-26,746495,Field Error,field_error,False,453568,502043,Charlie Blackmon,Kyle Gibson,0,f2c0fc9f-754d-45b2-b048-bee69a031de7,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.9,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.168,0.351,0.359,99.0,92.0,89.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.264,0.132,0.207,,0.099,-1.39,0.22,0.92,,1.2,91.4,84.9,90.7,80.7,,0.267,0.422,0.092,0.325,0.675,0.462,,,,0.268,0.563,0.065,0.19,0.254,0.39,102.0,103.0,104.0,96.0,95.0,91.0,0.211,0.086,0.21,-2.21,88.6,78.3,0.2,0.312,0.412,0.299,0.479,0.181,,,,,,,,,
8,2024-09-26,746495,Strikeout,strikeout,True,678662,502043,Ezequiel Tovar,Kyle Gibson,0,a1d0b45b-4f57-4ac1-8281-07e91b384265,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.9,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.168,0.351,0.359,99.0,92.0,89.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.264,0.132,0.207,,0.099,-1.39,0.22,0.92,,1.2,91.4,84.9,90.7,80.7,,0.267,0.422,0.092,0.325,0.675,0.462,,,,0.268,0.563,0.065,0.19,0.254,0.39,102.0,103.0,104.0,96.0,95.0,91.0,0.211,0.086,0.21,-2.21,88.6,78.3,0.2,0.312,0.412,0.299,0.479,0.181,,,,,,,,,
9,2024-09-26,746495,Walk,walk,False,641857,502043,Ryan McMahon,Kyle Gibson,1,feb49996-342b-4403-91d3-56c57c1f8ba1,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.9,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.168,0.351,0.359,99.0,92.0,89.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,,,,0.264,0.132,0.207,,0.099,-1.39,0.22,0.92,,1.2,91.4,84.9,90.7,80.7,,0.267,0.422,0.092,0.325,0.675,0.462,,,,0.268,0.563,0.065,0.19,0.254,0.39,102.0,103.0,104.0,96.0,95.0,91.0,0.211,0.086,0.21,-2.21,88.6,78.3,0.2,0.312,0.412,0.299,0.479,0.181,,,,,,,,,
