,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-07-13,745963,Pop Out,field_out,True,682928,572971,CJ Abrams,Dallas Keuchel,0,404958fc-18d4-4ff5-85d9-a5989a9c883a,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-13,745963,Single,single,False,657041,572971,Lane Thomas,Dallas Keuchel,0,b32357f3-9543-48cf-85cf-62e5dd17aaa5,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-13,745963,Double,double,False,660766,572971,Juan Yepez,Dallas Keuchel,1,bc82dc50-f085-4b57-917f-c8a2ba4b8087,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-13,745963,Strikeout,strikeout,True,695578,572971,James Wood,Dallas Keuchel,0,94c96a1d-6e63-4f30-b0e3-7cdd660d09ce,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-13,745963,Groundout,field_out,True,623912,572971,Harold Ramírez,Dallas Keuchel,0,870effe9-6e17-4f98-a5c8-16732c5f4ea2,572971.0,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,4.89,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,90.0,93.0,89.0,71.0,97.0,96.0,116.0,91.0,97.0,89.0,88.0,86.0,0.568,0.146,0.01,0.276,-4.73,-3.03,1.95,2.24,84.6,81.1,88.1,78.6,0.422,0.667,0.152,0.059,0.059,0.353,0.375,0.875,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-13,745963,Double,double,False,694192,680730,Jackson Chourio,Mitchell Parker,0,270d06a5-edcf-4ce1-8a94-408d3709039a,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,,,,106.0,106.0,110.0,,,,,,0.09,,,,-1.59,,,,,84.6,,,,,,,,,,98.0,98.0,98.0,79.0,102.0,97.0,88.0,96.0,95.0,0.49,0.173,0.246,0.85,-0.37,1.0,92.6,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,
6,2024-07-13,745963,Walk,walk,False,687401,680730,Joey Ortiz,Mitchell Parker,0,280a260a-af20-494a-9da9-66337ae563c5,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,,,,106.0,106.0,110.0,,,,,,0.09,,,,-1.59,,,,,84.6,,,,,,,,,,98.0,98.0,98.0,79.0,102.0,97.0,88.0,96.0,95.0,0.49,0.173,0.246,0.85,-0.37,1.0,92.6,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,
7,2024-07-13,745963,Strikeout,strikeout,True,661388,680730,William Contreras,Mitchell Parker,0,c2406464-6dfe-496d-a830-ae7b6f0c9187,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,,,,106.0,106.0,110.0,,,,,,0.09,,,,-1.59,,,,,84.6,,,,,,,,,,98.0,98.0,98.0,79.0,102.0,97.0,88.0,96.0,95.0,0.49,0.173,0.246,0.85,-0.37,1.0,92.6,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,
8,2024-07-13,745963,Strikeout,strikeout,True,642715,680730,Willy Adames,Mitchell Parker,0,cd0a07ab-1e0d-457b-a0bf-46e8699c0fac,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,,,,106.0,106.0,110.0,,,,,,0.09,,,,-1.59,,,,,84.6,,,,,,,,,,98.0,98.0,98.0,79.0,102.0,97.0,88.0,96.0,95.0,0.49,0.173,0.246,0.85,-0.37,1.0,92.6,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,
9,2024-07-13,745963,Double,double,False,656555,680730,Rhys Hoskins,Mitchell Parker,1,e1c3bccc-d91a-426a-9706-c2e9b3fd5610,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,3.9,4.1,92.1,100.0,88.0,98.0,0.807,7.41,2.05,8.19,1.17,1.01,0.228,0.466,0.154,0.336,0.461,,,,,,,106.0,106.0,110.0,,,,,,0.09,,,,-1.59,,,,,84.6,,,,,,,,,,98.0,98.0,98.0,79.0,102.0,97.0,88.0,96.0,95.0,0.49,0.173,0.246,0.85,-0.37,1.0,92.6,85.8,80.5,0.241,0.382,0.12,0.25,0.369,0.264,0.203,0.359,0.361,0.243,0.514,0.35,,,,,,
