,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-24,746696,Groundout,field_out,True,457705,686730,Andrew McCutchen,Carson Spiers,0,dcc50dba-0566-4a15-8e78-a00edb805425,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
1,2024-06-24,746696,Strikeout,strikeout,True,668804,686730,Bryan Reynolds,Carson Spiers,0,fe8e9617-f0ab-4058-a18e-0cac64a0235e,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
2,2024-06-24,746696,Flyout,field_out,True,665833,686730,Oneil Cruz,Carson Spiers,0,af84c9dc-6337-4c8e-aeb1-d710e76e0042,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
3,2024-06-24,746696,Pop Out,field_out,True,663697,663559,Jonathan India,Bailey Falter,0,7e47a3c1-4920-4959-b3bb-42b73f8728f8,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125
4,2024-06-24,746696,Flyout,field_out,True,682829,663559,Elly De La Cruz,Bailey Falter,0,00123290-7102-4d24-9ff8-40dde2d7625e,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125
5,2024-06-24,746696,Strikeout,strikeout,True,600869,663559,Jeimer Candelario,Bailey Falter,0,f8da1b88-665c-4b5c-a896-d372854eea61,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125
6,2024-06-24,746696,Flyout,field_out,True,642133,686730,Rowdy Tellez,Carson Spiers,0,79829a77-c6c0-4027-ad05-d7c91916ac26,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
7,2024-06-24,746696,Flyout,field_out,True,693304,686730,Nick Gonzales,Carson Spiers,0,f25fc6e3-79a4-4d35-a7c1-0b932f1e8e93,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
8,2024-06-24,746696,Groundout,field_out,True,663647,686730,Ke'Bryan Hayes,Carson Spiers,0,7565aa66-ea10-4398-951d-8cc227c4076a,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,3.83,3.41,47.0,107.0,87.0,102.0,0.803,7.85,1.72,9.57,0.96,0.83,0.297,0.378,0.223,0.297,0.471,65.0,103.0,91.0,76.0,104.0,96.0,75.0,111.0,103.0,128.0,109.0,118.0,80.0,107.0,101.0,0.18,0.28,0.179,0.221,0.14,-1.31,1.46,3.02,-0.27,-2.68,92.3,87.8,86.7,92.0,81.2,0.236,0.382,0.25,0.282,0.359,0.123,0.243,0.459,0.329,0.355,0.548,0.135,0.24,0.4,0.234,,,,,,,,,,,,,,,,,,
9,2024-06-24,746696,Groundout,field_out,True,668715,663559,Spencer Steer,Bailey Falter,0,0cf98969-5cf6-4ace-a73d-8f51824dd37c,663559.0,baileyfalter,Falter,Left,Bailey Falter,PIT,4.08,4.96,90.1,100.0,89.0,96.0,0.827,6.08,2.79,7.97,1.2,0.79,0.283,0.351,0.149,0.293,0.48,,,,84.0,101.0,95.0,99.0,102.0,98.0,88.0,95.0,94.0,,,,0.144,0.511,,0.161,,1.03,,1.24,-0.06,,91.7,,,91.9,85.6,0.229,0.36,0.167,0.262,0.492,0.144,0.245,0.286,0.32,,,,,,,100.0,100.0,99.0,37.0,97.0,75.0,0.01,0.174,-6.89,-0.34,87.0,77.0,0.256,0.488,0.197,0.333,1.333,0.125
