,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-08-13,746924,Lineout,field_out,True,543760,676710,Marcus Semien,Kutter Crawford,0,8421533d-6a2f-43ec-bb6f-a0a015e50417,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-13,746924,Groundout,field_out,True,608369,676710,Corey Seager,Kutter Crawford,0,75b4c9c3-f7a6-4f17-9d6e-3801f88368de,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-13,746924,Pop Out,field_out,True,669701,676710,Josh Smith,Kutter Crawford,0,9db3fa79-8826-459e-980e-fc75303937d8,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-13,746924,Flyout,field_out,True,666152,570632,David Hamilton,José Ureña,0,86c5aafc-e7f2-4d4d-a0bf-de35e681a4b8,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,,,,0.066,,,0.347,,-1.91,,,-0.07,,96.5,,,86.9,,0.333,0.667,0.176,,,,,,,,,,,,,75.0,95.0,89.0,92.0,97.0,95.0,0.401,0.186,0.53,-0.07,88.7,96.0,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,,,,,,
4,2024-08-13,746924,Hit By Pitch,hit_by_pitch,False,807799,570632,Masataka Yoshida,José Ureña,0,d6e337f6-6803-44bf-802b-c4eb7c3f6d84,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,,,,0.066,,,0.347,,-1.91,,,-0.07,,96.5,,,86.9,,0.333,0.667,0.176,,,,,,,,,,,,,75.0,95.0,89.0,92.0,97.0,95.0,0.401,0.186,0.53,-0.07,88.7,96.0,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,,,,,,
5,2024-08-13,746924,Strikeout,strikeout,True,608701,570632,Rob Refsnyder,José Ureña,0,82431535-b473-426d-ac3b-c2f538757abe,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,,,,0.066,,,0.347,,-1.91,,,-0.07,,96.5,,,86.9,,0.333,0.667,0.176,,,,,,,,,,,,,75.0,95.0,89.0,92.0,97.0,95.0,0.401,0.186,0.53,-0.07,88.7,96.0,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,,,,,,
6,2024-08-13,746924,Double,double,False,646240,570632,Rafael Devers,José Ureña,1,0e7def5b-be38-4ca4-861c-5c1690cc1335,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,,,,0.066,,,0.347,,-1.91,,,-0.07,,96.5,,,86.9,,0.333,0.667,0.176,,,,,,,,,,,,,75.0,95.0,89.0,92.0,97.0,95.0,0.401,0.186,0.53,-0.07,88.7,96.0,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,,,,,,
7,2024-08-13,746924,Pop Out,field_out,True,657136,570632,Connor Wong,José Ureña,0,42b90692-1894-437e-8c6d-b0816398125b,570632.0,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.29,97.0,97.0,85.0,95.0,0.795,5.85,3.25,8.54,1.11,1.54,0.239,0.411,0.142,0.294,0.391,87.0,98.0,93.0,81.0,99.0,98.0,,,,,,,,,,0.066,,,0.347,,-1.91,,,-0.07,,96.5,,,86.9,,0.333,0.667,0.176,,,,,,,,,,,,,75.0,95.0,89.0,92.0,97.0,95.0,0.401,0.186,0.53,-0.07,88.7,96.0,0.279,0.391,0.109,0.23,0.354,0.336,0.19,0.444,0.304,,,,,,
8,2024-08-13,746924,Groundout,field_out,True,666969,676710,Adolis García,Kutter Crawford,0,71d0a00d-0d4e-4684-9ad3-336882427ca6,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-13,746924,Groundout,field_out,True,663993,676710,Nathaniel Lowe,Kutter Crawford,0,cfcf8d92-2b21-473b-830c-45d3d8616985,676710.0,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.12,3.86,155.0,105.0,106.0,107.0,0.771,8.19,2.44,7.43,1.63,0.65,0.256,0.417,0.17,0.303,0.449,109.0,110.0,112.0,98.0,100.0,101.0,92.0,93.0,97.0,112.0,106.0,105.0,90.0,100.0,105.0,0.348,0.306,0.085,0.195,0.066,-0.18,0.76,0.23,-0.67,0.16,92.6,87.5,82.5,80.8,77.1,0.245,0.474,0.194,0.203,0.417,0.268,0.227,0.445,0.259,0.186,0.271,0.42,0.19,0.238,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
