,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,CH%,wFA/C,wKC/C,wCH/C,vFA,vCH,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-06-13,746944,Single,single,False,656941,656557,Kyle Schwarber,Tanner Houck,0,73dbbe63-e832-4af6-9315-9ef07a4fcc95,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-06-13,746944,Strikeout,strikeout,True,592206,656557,Nick Castellanos,Tanner Houck,0,fecd7c44-aa0b-4ff3-85a9-9958ffa5d856,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-06-13,746944,Groundout,field_out,True,547180,656557,Bryce Harper,Tanner Houck,1,846a2aad-aac7-4448-9425-ef993112626d,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-06-13,746944,Groundout,field_out,True,681082,656557,Bryson Stott,Tanner Houck,0,2566463f-9652-4aee-90b6-fa72bcf88be6,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-06-13,746944,Double,double,False,680776,605400,Jarren Duran,Aaron Nola,0,fce60fe4-4933-445b-b03d-a34fdcd9d8a7,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,100.0,109.0,106.0,,,,68.0,100.0,93.0,,,,0.212,0.102,,,-2.53,,-0.12,,87.4,,91.4,,,,,0.29,0.47,0.137,,,,0.389,0.75,0.143,80.0,103.0,90.0,90.0,105.0,100.0,133.0,109.0,116.0,0.259,0.324,0.103,1.43,2.0,-2.18,92.3,85.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.289,0.5,0.154,,,,,,
5,2024-06-13,746944,Strikeout,strikeout,True,666152,605400,David Hamilton,Aaron Nola,0,02dabc95-9444-47c3-9491-8a8fd9a28b29,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,100.0,109.0,106.0,,,,68.0,100.0,93.0,,,,0.212,0.102,,,-2.53,,-0.12,,87.4,,91.4,,,,,0.29,0.47,0.137,,,,0.389,0.75,0.143,80.0,103.0,90.0,90.0,105.0,100.0,133.0,109.0,116.0,0.259,0.324,0.103,1.43,2.0,-2.18,92.3,85.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.289,0.5,0.154,,,,,,
6,2024-06-13,746944,Single,single,False,641933,605400,Tyler O'Neill,Aaron Nola,0,d3f294c9-ce6f-44de-9396-0dbc0c92a8a4,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,100.0,109.0,106.0,,,,68.0,100.0,93.0,,,,0.212,0.102,,,-2.53,,-0.12,,87.4,,91.4,,,,,0.29,0.47,0.137,,,,0.389,0.75,0.143,80.0,103.0,90.0,90.0,105.0,100.0,133.0,109.0,116.0,0.259,0.324,0.103,1.43,2.0,-2.18,92.3,85.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.289,0.5,0.154,,,,,,
7,2024-06-13,746944,Grounded Into DP,grounded_into_double_play,True,646240,605400,Rafael Devers,Aaron Nola,1,b2ee2732-8b2b-449d-a69e-28cef702d4f2,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,100.0,109.0,106.0,,,,68.0,100.0,93.0,,,,0.212,0.102,,,-2.53,,-0.12,,87.4,,91.4,,,,,0.29,0.47,0.137,,,,0.389,0.75,0.143,80.0,103.0,90.0,90.0,105.0,100.0,133.0,109.0,116.0,0.259,0.324,0.103,1.43,2.0,-2.18,92.3,85.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.289,0.5,0.154,,,,,,
8,2024-06-13,746944,Groundout,field_out,True,624641,656557,Edmundo Sosa,Tanner Houck,0,2d0d545b-39ac-40de-aa9c-9c33575374a9,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-06-13,746944,Strikeout,strikeout,True,621311,656557,David Dahl,Tanner Houck,0,7e6a6a66-a474-4157-9ea4-617d499e54cf,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
