,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
11,2024-08-23,745217,Strikeout,strikeout,True,593871,806185,Jorge Polanco,Hayden Birdsong,0,0d10f6cf-c130-4b17-9db1-6f24759116cf,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
12,2024-08-23,745217,Pop Out,field_out,True,571745,806185,Mitch Haniger,Hayden Birdsong,0,8c7c2f17-3ad9-46c5-ae24-2387b189a637,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
13,2024-08-23,745217,Strikeout,strikeout,True,686527,806185,Dominic Canzone,Hayden Birdsong,0,f386fb1e-d799-4561-9066-c83ac5774d01,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
14,2024-08-23,745217,Strikeout,strikeout,True,687529,622491,Grant McCray,Luis Castillo,0,b2c5a259-01a7-442e-8dbb-8124a9c29de6,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-08-23,745217,Flyout,field_out,True,595284,622491,Andrew Knapp,Luis Castillo,0,18029016-d17d-454f-8435-3b627a45ee31,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-23,745217,Strikeout,strikeout,True,666149,622491,Tyler Fitzgerald,Luis Castillo,0,9b2e390d-ae84-46e6-9248-0b4a091058cd,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-23,745217,Strikeout,strikeout,True,668942,806185,Josh Rojas,Hayden Birdsong,0,3fbf9fe2-7778-4ade-86cb-dca63d90f996,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
18,2024-08-23,745217,Walk,walk,False,660844,806185,Leo Rivas,Hayden Birdsong,0,05b31d40-0bf3-4f4e-8343-a051a486236a,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
19,2024-08-23,745217,Hit By Pitch,hit_by_pitch,False,670042,806185,Luke Raley,Hayden Birdsong,1,d6e059de-e7a1-4a20-90e5-5b74e08a7469,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
20,2024-08-23,745217,Flyout,field_out,True,677594,806185,Julio Rodríguez,Hayden Birdsong,1,2d162a4e-a4d6-4624-8cb0-c62cffdbd597,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
21,2024-08-23,745217,Walk,walk,False,663728,806185,Cal Raleigh,Hayden Birdsong,1,19f280fa-ed11-4a4e-aa16-6b909b88a0a4,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
22,2024-08-23,745217,Pop Out,field_out,True,668227,806185,Randy Arozarena,Hayden Birdsong,0,6893a0ae-ec82-4483-a060-19eacff8a0e8,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
23,2024-08-23,745217,Strikeout,strikeout,True,664774,622491,LaMonte Wade Jr.,Luis Castillo,0,0b3cb5bc-4058-42c0-8436-f3c9c1f91ff0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-08-23,745217,Single,single,False,671218,622491,Heliot Ramos,Luis Castillo,0,98a38a82-37a9-42d2-af89-ec70e30d39a0,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-08-23,745217,Home Run,home_run,False,624424,622491,Michael Conforto,Luis Castillo,1,be9b6522-43b3-490e-a6ca-49b59745ce3d,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-08-23,745217,Strikeout,strikeout,True,656305,622491,Matt Chapman,Luis Castillo,0,b35bb078-15c6-45eb-9d3b-a9c7fb88b673,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-08-23,745217,Groundout,field_out,True,573262,622491,Mike Yastrzemski,Luis Castillo,0,224e88c0-a7c0-4e94-8f9e-5419348ae860,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-08-23,745217,Walk,walk,False,593871,806185,Jorge Polanco,Hayden Birdsong,0,d2591ead-b61c-4da9-82d6-b4e6974667a0,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
29,2024-08-23,745217,Single,single,False,571745,806185,Mitch Haniger,Hayden Birdsong,1,ee2de5a4-2377-4039-810d-6ea978ba5520,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
30,2024-08-23,745217,Flyout,field_out,True,686527,806185,Dominic Canzone,Hayden Birdsong,0,b8064f21-1bf0-4b9b-99e8-583e6aa0cb45,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
31,2024-08-23,745217,Lineout,field_out,True,668942,806185,Josh Rojas,Hayden Birdsong,0,d8a05abd-6099-404b-90c3-f7e22c4a008f,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
32,2024-08-23,745217,Strikeout,strikeout,True,660844,806185,Leo Rivas,Hayden Birdsong,0,6b497ea0-58c3-4ed3-b245-a4b3ba534392,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,0.423,0.189,0.177,-1.14,,-0.1,-1.4,95.8,88.2,,86.7,0.243,0.568,0.186,,,,0.25,0.542,0.417,0.333,0.455,0.382,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,,,,,,,
33,2024-08-23,745217,Lineout,field_out,True,642731,622491,Thairo Estrada,Luis Castillo,0,39390ebf-3538-4338-99ae-1d2d88b789bb,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-08-23,745217,Double,double,False,687529,622491,Grant McCray,Luis Castillo,0,32b98c68-16db-42a1-b7f8-c19daecafa23,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-08-23,745217,Groundout,field_out,True,595284,622491,Andrew Knapp,Luis Castillo,1,1122a1cb-98dd-4415-9186-ba584daacb13,622491.0,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.65,3.92,165.1,105.0,102.0,103.0,0.767,9.09,2.45,8.11,1.25,0.97,0.253,0.418,0.162,0.318,0.406,89.0,105.0,97.0,121.0,105.0,103.0,100.0,102.0,98.0,74.0,107.0,109.0,0.176,0.453,0.225,0.146,1.0,-0.33,0.65,-1.55,95.6,88.1,95.6,85.7,0.204,0.365,0.278,0.294,0.455,0.103,0.206,0.366,0.353,0.292,0.531,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
