,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-03-28,745116,Lineout,field_out,True,543807,621107,George Springer,Zach Eflin,0,41adc5d7-0f26-4804-b3c7-f608f216dcba,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.25,0.425,0.278,0.167,0.361,0.25,0.278,0.5,0.13,,,,,,,,,
1,2024-03-28,745116,Groundout,field_out,True,665489,621107,Vladimir Guerrero Jr.,Zach Eflin,0,ddcaab7d-2e0a-4d76-8e13-5b3ba9309b9f,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.25,0.425,0.278,0.167,0.361,0.25,0.278,0.5,0.13,,,,,,,,,
2,2024-03-28,745116,Strikeout,strikeout,True,666182,621107,Bo Bichette,Zach Eflin,0,7772fc99-e32d-405c-91d6-181f3963dcc1,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.25,0.425,0.278,0.167,0.361,0.25,0.278,0.5,0.13,,,,,,,,,
3,2024-03-28,745116,Home Run,home_run,False,650490,621244,Yandy Díaz,José Berríos,0,f06bc094-78af-4b21-ac95-ab6360bbd9b9,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
4,2024-03-28,745116,Strikeout,strikeout,True,664040,621244,Brandon Lowe,José Berríos,0,5f8fea93-c1be-46e0-acb2-dbb68474fb26,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
5,2024-03-28,745116,Strikeout,strikeout,True,668227,621244,Randy Arozarena,José Berríos,0,64578074-7e05-4289-a58e-f8b06105d1c3,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
6,2024-03-28,745116,Groundout,field_out,True,623912,621244,Harold Ramírez,José Berríos,0,941b5e49-928d-4754-bf7d-9d8f43b7aace,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
7,2024-03-28,745116,Strikeout,strikeout,True,457759,621107,Justin Turner,Zach Eflin,0,ce831a84-fbfc-43b0-a43f-793617c71ad5,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.25,0.425,0.278,0.167,0.361,0.25,0.278,0.5,0.13,,,,,,,,,
8,2024-03-28,745116,Flyout,field_out,True,662139,621107,Daulton Varsho,Zach Eflin,0,3e1d3b1f-89a0-43a3-b58f-93aecca35b87,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.25,0.425,0.278,0.167,0.361,0.25,0.278,0.5,0.13,,,,,,,,,
9,2024-03-28,745116,Strikeout,strikeout,True,672386,621107,Alejandro Kirk,Zach Eflin,0,f171ffbf-9c83-437b-8c0e-e224081b85e1,621107.0,zacheflin,Eflin,Right,Zach Eflin,TBR,4.14,3.39,104.1,108.0,94.0,104.0,0.816,7.16,1.12,9.4,1.12,1.16,0.215,0.44,0.153,0.31,0.463,84.0,107.0,111.0,111.0,116.0,112.0,63.0,105.0,96.0,91.0,109.0,104.0,121.0,107.0,112.0,86.0,103.0,97.0,0.31,0.095,0.265,0.101,0.197,0.032,-1.29,0.53,0.08,2.39,-1.41,-2.78,92.6,87.8,85.0,91.7,80.0,79.2,0.269,0.403,0.134,0.253,0.424,0.167,0.297,0.451,0.293,0.25,0.425,0.278,0.167,0.361,0.25,0.278,0.5,0.13,,,,,,,,,
10,2024-03-28,745116,Pop Out,field_out,True,670623,621244,Isaac Paredes,José Berríos,0,b66be497-6dff-4cdf-b858-deecdf5639ef,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
11,2024-03-28,745116,Strikeout,strikeout,True,680700,621244,Richie Palacios,José Berríos,0,d0affc1c-113a-4605-95fb-75272fe0cb8f,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
12,2024-03-28,745116,Single,single,False,642350,621244,Jose Siri,José Berríos,0,99d4e6e8-6009-4112-bced-44233dbf3751,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.301,0.163,-1.98,-2.81,0.53,,0.16,1.45,94.0,91.7,84.5,93.5,,83.0,0.288,0.378,0.124,0.375,0.438,0.03,,,,0.333,0.648,0.183,,,,0.153,0.376,0.241,0.202,0.403,0.286,,,,,,
