,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-03-30,745119,Groundout,field_out,True,543807,641793,George Springer,Zack Littell,0,f5ac75eb-84e1-4d02-83e9-9e754fef8a6b,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-03-30,745119,Groundout,field_out,True,665489,641793,Vladimir Guerrero Jr.,Zack Littell,0,74b56834-23f3-439c-9541-2ef479044390,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-03-30,745119,Pop Out,field_out,True,666182,641793,Bo Bichette,Zack Littell,0,e58813a7-f633-47b7-8904-a58fe4426ffd,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-03-30,745119,Walk,walk,False,650490,579328,Yandy Díaz,Yusei Kikuchi,0,eb854af3-1b47-4e50-b7c7-4d7aef2289e5,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,
4,2024-03-30,745119,Single,single,False,623912,579328,Harold Ramírez,Yusei Kikuchi,1,056e2012-85fa-4f43-886a-5ab65166fd35,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,
5,2024-03-30,745119,Strikeout,strikeout,True,668227,579328,Randy Arozarena,Yusei Kikuchi,0,2178a622-c566-442f-841f-0c33a5376757,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,
6,2024-03-30,745119,Pop Out,field_out,True,670623,579328,Isaac Paredes,Yusei Kikuchi,0,961f3a2f-8e6a-4412-80f4-2131b36991d4,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,
7,2024-03-30,745119,Flyout,field_out,True,642708,579328,Amed Rosario,Yusei Kikuchi,0,2743585b-a2db-4f29-8525-3fefbea0f186,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,118.0,102.0,107.0,,,,110.0,100.0,107.0,,,,,0.491,,0.158,-0.31,,,-0.05,95.6,,,89.2,0.241,0.31,0.297,,,,,,,0.302,0.55,0.269,102.0,99.0,95.0,98.0,105.0,105.0,0.244,0.107,-0.17,0.45,87.2,82.9,0.278,0.435,0.271,0.189,0.264,0.329,,,,,,,,,
8,2024-03-30,745119,Single,single,False,596129,641793,Daniel Vogelbach,Zack Littell,0,3a9e928d-0c22-44d4-89ce-b584e57016d7,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-03-30,745119,Single,single,False,662139,641793,Daulton Varsho,Zack Littell,1,6f53da79-b046-4630-bed5-3161cd23546e,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,99.0,106.0,112.0,0.154,0.207,0.226,0.413,-0.92,-1.86,-1.56,1.08,92.6,83.0,91.9,85.7,0.375,0.5,0.085,0.283,0.485,0.346,0.309,0.485,0.147,0.313,0.484,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,
