,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-09-06,745777,Flyout,field_out,True,663697,640455,Jonathan India,Sean Manaea,0,e6d52727-767e-4857-8eb2-fe371254eb71,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.21,0.34,0.209,0.176,0.311,0.4,0.167,0.295,0.309,0.269,0.449,0.259,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,
1,2024-09-06,745777,Groundout,field_out,True,682829,640455,Elly De La Cruz,Sean Manaea,0,c9d022c9-64f8-405b-9e22-6b6e4c02a4be,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.21,0.34,0.209,0.176,0.311,0.4,0.167,0.295,0.309,0.269,0.449,0.259,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,
2,2024-09-06,745777,Strikeout,strikeout,True,663886,640455,Tyler Stephenson,Sean Manaea,0,1ba7c4ac-5f54-499c-b8e7-9554895da2d5,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.21,0.34,0.209,0.176,0.311,0.4,0.167,0.295,0.309,0.269,0.449,0.259,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,
3,2024-09-06,745777,Single,single,False,596019,518585,Francisco Lindor,Fernando Cruz,0,8d2f7838-9cf0-4958-9571-bcb980c52ff1,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,,,,89.0,98.0,91.0,,,,,,,82.0,96.0,95.0,,0.316,0.26,,,0.12,-2.19,,,,94.6,88.6,,,,,,,,,,0.294,0.5,0.154,,,,0.34,0.78,0.275,,,,152.0,93.0,111.0,0.424,1.65,81.6,0.121,0.159,0.579,,,,,,
4,2024-09-06,745777,Strikeout,strikeout,True,607043,518585,Brandon Nimmo,Fernando Cruz,0,2f01e9df-83f9-48d6-83d3-6e3cbd95bf06,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,,,,89.0,98.0,91.0,,,,,,,82.0,96.0,95.0,,0.316,0.26,,,0.12,-2.19,,,,94.6,88.6,,,,,,,,,,0.294,0.5,0.154,,,,0.34,0.78,0.275,,,,152.0,93.0,111.0,0.424,1.65,81.6,0.121,0.159,0.579,,,,,,
5,2024-09-06,745777,Home Run,home_run,False,668901,518585,Mark Vientos,Fernando Cruz,1,16caaa17-138a-471d-b38f-10f417057f1a,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,,,,89.0,98.0,91.0,,,,,,,82.0,96.0,95.0,,0.316,0.26,,,0.12,-2.19,,,,94.6,88.6,,,,,,,,,,0.294,0.5,0.154,,,,0.34,0.78,0.275,,,,152.0,93.0,111.0,0.424,1.65,81.6,0.121,0.159,0.579,,,,,,
6,2024-09-06,745777,Strikeout,strikeout,True,624413,518585,Pete Alonso,Fernando Cruz,0,68f7b2b7-b4f0-4cb4-ad6d-24bdf2633b4e,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,,,,89.0,98.0,91.0,,,,,,,82.0,96.0,95.0,,0.316,0.26,,,0.12,-2.19,,,,94.6,88.6,,,,,,,,,,0.294,0.5,0.154,,,,0.34,0.78,0.275,,,,152.0,93.0,111.0,0.424,1.65,81.6,0.121,0.159,0.579,,,,,,
7,2024-09-06,745777,Strikeout,strikeout,True,608385,518585,Jesse Winker,Fernando Cruz,0,c511073a-d101-4020-8aa0-78e84e72fde6,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,,,,89.0,98.0,91.0,,,,,,,82.0,96.0,95.0,,0.316,0.26,,,0.12,-2.19,,,,94.6,88.6,,,,,,,,,,0.294,0.5,0.154,,,,0.34,0.78,0.275,,,,152.0,93.0,111.0,0.424,1.65,81.6,0.121,0.159,0.579,,,,,,
8,2024-09-06,745777,Single,single,False,668715,640455,Spencer Steer,Sean Manaea,0,1f6a401b-21ca-492b-99f1-8d9c13bb6ac2,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.21,0.34,0.209,0.176,0.311,0.4,0.167,0.295,0.309,0.269,0.449,0.259,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,
9,2024-09-06,745777,Strikeout,strikeout,True,664034,640455,Ty France,Sean Manaea,0,c1052908-244d-46ea-897d-dec1ef68490c,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.21,0.34,0.209,0.176,0.311,0.4,0.167,0.295,0.309,0.269,0.449,0.259,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,
10,2024-09-06,745777,Grounded Into DP,grounded_into_double_play,True,670770,640455,TJ Friedl,Sean Manaea,1,23942ae2-287c-43e1-bce9-b6c7c6e5e992,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.43,3.88,157.1,97.0,88.0,96.0,0.758,9.32,3.2,6.69,1.03,0.84,0.26,0.381,0.16,0.323,0.434,85.0,98.0,94.0,87.0,104.0,99.0,89.0,100.0,98.0,88.0,88.0,92.0,84.0,88.0,85.0,0.412,0.128,0.082,0.26,0.119,1.12,0.99,1.24,0.54,-1.2,92.4,88.4,85.4,92.4,79.7,0.21,0.34,0.209,0.176,0.311,0.4,0.167,0.295,0.309,0.269,0.449,0.259,0.222,0.25,0.179,0.174,0.435,0.32,,,,,,,,,,,,,,,
11,2024-09-06,745777,Flyout,field_out,True,502110,682227,J.D. Martinez,Brandon Williamson,0,ad4f3ac5-501a-4ef8-a267-fc9ed9129016,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,45.0,104.0,90.0,,,,,,,67.0,83.0,82.0,,0.206,0.516,,0.23,-1.19,2.77,,,2.7,93.1,90.4,84.1,,,,,,,,,0.286,0.429,0.214,0.0,0.0,0.111,0.125,0.313,0.152,,,,,,,,,,,,,42.0,-28.0,-68.0,0.048,-12.83,75.3
12,2024-09-06,745777,Groundout,field_out,True,516782,682227,Starling Marte,Brandon Williamson,0,28535338-8144-48e0-8d50-317627689a55,682227.0,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,2.25,3.54,8.0,84.0,65.0,78.0,0.833,6.75,1.13,4.5,1.13,1.11,0.227,0.455,0.0,0.409,0.429,86.0,100.0,103.0,45.0,104.0,90.0,,,,,,,67.0,83.0,82.0,,0.206,0.516,,0.23,-1.19,2.77,,,2.7,93.1,90.4,84.1,,,,,,,,,0.286,0.429,0.214,0.0,0.0,0.111,0.125,0.313,0.152,,,,,,,,,,,,,42.0,-28.0,-68.0,0.048,-12.83,75.3
