,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-09-14,745284,Flyout,field_out,True,650333,696131,Luis Arraez,Mason Black,0,4b5c88a4-4f11-4a5e-95d0-b0c478fb2c34,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-14,745284,Flyout,field_out,True,665487,696131,Fernando Tatis Jr.,Mason Black,0,0d4ef1be-fb28-43c8-a18d-bc50f2099b7c,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-14,745284,Single,single,False,595777,696131,Jurickson Profar,Mason Black,0,8f58f2a6-9721-4159-80fe-a4970b28d647,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-14,745284,Double,double,False,592518,696131,Manny Machado,Mason Black,1,689de0bd-cbe4-4af3-aa82-e7a4429c91e5,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-14,745284,Flyout,field_out,True,701538,696131,Jackson Merrill,Mason Black,0,8378ec74-58ae-4f86-87a2-2e163caf35bf,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-14,745284,Hit By Pitch,hit_by_pitch,False,592192,605397,Mark Canha,Joe Musgrove,0,3c346a80-9a8c-4d8f-b4e9-b305bb730479,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.23,4.79,87.1,101.0,121.0,102.0,0.735,8.86,2.27,8.76,1.34,1.08,0.205,0.443,0.107,0.348,0.451,114.0,98.0,105.0,92.0,100.0,95.0,68.0,111.0,95.0,146.0,96.0,104.0,0.048,0.245,0.199,0.08,-1.05,0.78,0.57,-2.57,92.9,87.1,92.6,82.1,0.267,0.507,0.23,0.182,0.379,0.333,0.333,0.429,0.15,,,,0.345,0.586,0.404,162.0,98.0,103.0,107.0,108.0,104.0,0.207,0.222,1.06,0.12,89.9,81.5,0.312,0.429,0.236,0.2,0.317,0.344,,,,,,,,,,,,,,,
6,2024-09-14,745284,Grounded Into DP,grounded_into_double_play,True,671218,605397,Heliot Ramos,Joe Musgrove,1,c1030603-d86f-4e2c-8b4b-fb3507425958,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.23,4.79,87.1,101.0,121.0,102.0,0.735,8.86,2.27,8.76,1.34,1.08,0.205,0.443,0.107,0.348,0.451,114.0,98.0,105.0,92.0,100.0,95.0,68.0,111.0,95.0,146.0,96.0,104.0,0.048,0.245,0.199,0.08,-1.05,0.78,0.57,-2.57,92.9,87.1,92.6,82.1,0.267,0.507,0.23,0.182,0.379,0.333,0.333,0.429,0.15,,,,0.345,0.586,0.404,162.0,98.0,103.0,107.0,108.0,104.0,0.207,0.222,1.06,0.12,89.9,81.5,0.312,0.429,0.236,0.2,0.317,0.344,,,,,,,,,,,,,,,
7,2024-09-14,745284,Strikeout,strikeout,True,624424,605397,Michael Conforto,Joe Musgrove,0,8cc16a73-2b80-4afb-9454-1c2b1c188204,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,4.23,4.79,87.1,101.0,121.0,102.0,0.735,8.86,2.27,8.76,1.34,1.08,0.205,0.443,0.107,0.348,0.451,114.0,98.0,105.0,92.0,100.0,95.0,68.0,111.0,95.0,146.0,96.0,104.0,0.048,0.245,0.199,0.08,-1.05,0.78,0.57,-2.57,92.9,87.1,92.6,82.1,0.267,0.507,0.23,0.182,0.379,0.333,0.333,0.429,0.15,,,,0.345,0.586,0.404,162.0,98.0,103.0,107.0,108.0,104.0,0.207,0.222,1.06,0.12,89.9,81.5,0.312,0.429,0.236,0.2,0.317,0.344,,,,,,,,,,,,,,,
8,2024-09-14,745284,Groundout,field_out,True,593428,696131,Xander Bogaerts,Mason Black,0,3dc9b753-8e4f-4287-8921-8406abdb9b3f,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-14,745284,Groundout,field_out,True,630105,696131,Jake Cronenworth,Mason Black,0,17152b2a-ee6a-42f0-8b3a-f006b2a10aba,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-14,745284,Double,double,False,456781,696131,Donovan Solano,Mason Black,0,a2a8a31e-31d0-49a1-86f6-2588d7046d83,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-14,745284,Walk,walk,False,543309,696131,Kyle Higashioka,Mason Black,0,536d09ab-5c2a-4f53-899b-e56bba9b5c5b,696131.0,masonblack,Black,Right,Mason Black,SFG,6.75,6.71,28.0,103.0,98.0,101.0,0.869,7.71,2.89,11.89,2.25,0.62,0.223,0.404,0.181,0.362,0.462,93.0,88.0,76.0,87.0,104.0,99.0,100.0,103.0,101.0,108.0,99.0,103.0,0.283,0.326,0.36,0.031,-3.05,-0.58,-1.43,-12.75,92.2,87.5,92.4,82.3,0.343,0.6,0.216,0.308,0.615,0.164,0.3,0.567,0.074,0.0,0.0,0.182,0.667,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
