,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,FO%,SL%,KC%,CH%,wFA/C,wFC/C,wFO/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vFO,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff
0,2024-04-23,745026,Double,double,False,641487,641540,J.P. Crawford,Dane Dunning,0,357f98b1-4181-4655-843e-0a5b29a23d74,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
1,2024-04-23,745026,Groundout,field_out,True,677594,641540,Julio Rodríguez,Dane Dunning,0,511bf491-6f2c-451c-aa4c-1de32dc2151c,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
2,2024-04-23,745026,Home Run,home_run,False,663728,641540,Cal Raleigh,Dane Dunning,1,b32c8e3b-7ee9-4daf-9436-eea39e0859d4,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
3,2024-04-23,745026,Strikeout,strikeout,True,571745,641540,Mitch Haniger,Dane Dunning,0,860e9d04-d486-40dd-b7cb-8e56fd8eeaa4,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
4,2024-04-23,745026,Strikeout,strikeout,True,593871,641540,Jorge Polanco,Dane Dunning,0,1f0908d0-423c-4d80-8aa7-82a71d46a449,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,60.0,92.0,100.0,79.0,97.0,94.0,0.349,0.031,0.182,0.001,0.245,0.056,0.137,-3.78,-0.59,-6.42,0.8,-0.4,-0.02,-1.16,89.4,88.2,76.4,85.4,90.0,80.9,75.8,0.218,0.376,0.133,0.226,0.472,0.336,0.233,0.419,0.259,0.219,0.531,0.358,0.0,0.0,0.368,0.25,0.625,0.263,,,,,,,,,,,,,,,
5,2024-04-23,745026,Pop Out,field_out,True,543760,669302,Marcus Semien,Logan Gilbert,0,904f2ba2-25a3-42cf-bde0-7b6cd876ed83,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,,,,119.0,102.0,101.0,0.009,0.313,0.149,,0.308,,,1.7,0.97,,-0.93,1.89,,,96.2,92.2,,,94.9,88.2,,,,,0.205,0.358,0.35,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.208,0.369,0.19,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.082,0.164,0.468
6,2024-04-23,745026,Walk,walk,False,608369,669302,Corey Seager,Logan Gilbert,0,dfae9684-d5d4-428d-adee-ab1d4efb222d,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,,,,119.0,102.0,101.0,0.009,0.313,0.149,,0.308,,,1.7,0.97,,-0.93,1.89,,,96.2,92.2,,,94.9,88.2,,,,,0.205,0.358,0.35,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.208,0.369,0.19,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.082,0.164,0.468
7,2024-04-23,745026,Pop Out,field_out,True,694497,669302,Evan Carter,Logan Gilbert,0,bb6b64d3-c197-477f-95a3-fa4b33902765,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,,,,119.0,102.0,101.0,0.009,0.313,0.149,,0.308,,,1.7,0.97,,-0.93,1.89,,,96.2,92.2,,,94.9,88.2,,,,,0.205,0.358,0.35,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.208,0.369,0.19,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.082,0.164,0.468
8,2024-04-23,745026,Walk,walk,False,666969,669302,Adolis García,Logan Gilbert,1,566e93e3-d788-4a33-b312-e18bdc80ee15,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,,,,119.0,102.0,101.0,0.009,0.313,0.149,,0.308,,,1.7,0.97,,-0.93,1.89,,,96.2,92.2,,,94.9,88.2,,,,,0.205,0.358,0.35,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.208,0.369,0.19,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.082,0.164,0.468
9,2024-04-23,745026,Groundout,field_out,True,663993,669302,Nathaniel Lowe,Logan Gilbert,0,75b57362-74b4-4183-9c0a-1d40a36bae77,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,2.79,3.12,132.1,102.0,118.0,104.0,0.722,8.43,1.7,6.12,1.02,1.09,0.252,0.41,0.138,0.327,0.433,,,,95.0,103.0,96.0,67.0,103.0,86.0,147.0,103.0,116.0,,,,119.0,102.0,101.0,0.009,0.313,0.149,,0.308,,,1.7,0.97,,-0.93,1.89,,,96.2,92.2,,,94.9,88.2,,,,,0.205,0.358,0.35,0.232,0.435,0.255,,,,0.154,0.282,0.324,0.208,0.369,0.19,111.0,101.0,105.0,109.0,96.0,100.0,0.136,0.085,1.26,1.7,84.1,83.0,0.082,0.164,0.468
