,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-01,744806,Strikeout,strikeout,True,664023,680730,Ian Happ,Mitchell Parker,0,2385ab48-14ec-474e-9d69-2b27fb3d543e,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-01,744806,Single,single,False,621020,680730,Dansby Swanson,Mitchell Parker,0,f3e7b0d9-6ae2-4a34-be54-b891b26f6466,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-01,744806,Strikeout,strikeout,True,673548,680730,Seiya Suzuki,Mitchell Parker,0,dedfb7db-392e-43c9-8d3b-fa6841876948,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-01,744806,Strikeout,strikeout,True,641355,680730,Cody Bellinger,Mitchell Parker,0,a8d219d3-a4aa-43cf-998c-6ef8cc60f182,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-01,744806,Lineout,field_out,True,686611,696136,Dylan Crews,Jordan Wicks,0,b9188194-ccb9-4c13-9e61-3990c5208d25,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,91.0,102.0,98.0,90.0,105.0,104.0,120.0,97.0,98.0,,,,0.455,,0.088,0.05,0.79,,-3.35,-8.36,92.6,,83.8,78.7,0.229,0.343,0.168,0.8,1.4,0.182,,,,0.429,0.571,0.263,102.0,103.0,103.0,72.0,101.0,90.0,78.0,96.0,79.0,0.132,0.012,0.264,-10.11,0.07,1.97,87.6,82.2,91.8,0.171,0.268,0.458,0.32,0.36,0.17,0.667,0.667,0.0,,,
5,2024-09-01,744806,Flyout,field_out,True,677588,696136,José Tena,Jordan Wicks,0,efed66b3-5336-4d0f-8d2f-e3fa9f937e22,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,91.0,102.0,98.0,90.0,105.0,104.0,120.0,97.0,98.0,,,,0.455,,0.088,0.05,0.79,,-3.35,-8.36,92.6,,83.8,78.7,0.229,0.343,0.168,0.8,1.4,0.182,,,,0.429,0.571,0.263,102.0,103.0,103.0,72.0,101.0,90.0,78.0,96.0,79.0,0.132,0.012,0.264,-10.11,0.07,1.97,87.6,82.2,91.8,0.171,0.268,0.458,0.32,0.36,0.17,0.667,0.667,0.0,,,
6,2024-09-01,744806,Flyout,field_out,True,665953,696136,Andrés Chaparro,Jordan Wicks,0,901c0dfa-f42e-4bd2-8f96-a59b58511d23,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.03,4.19,38.0,103.0,93.0,101.0,0.766,8.53,3.32,9.47,0.47,1.21,0.207,0.448,0.112,0.224,0.381,91.0,102.0,98.0,90.0,105.0,104.0,120.0,97.0,98.0,,,,0.455,,0.088,0.05,0.79,,-3.35,-8.36,92.6,,83.8,78.7,0.229,0.343,0.168,0.8,1.4,0.182,,,,0.429,0.571,0.263,102.0,103.0,103.0,72.0,101.0,90.0,78.0,96.0,79.0,0.132,0.012,0.264,-10.11,0.07,1.97,87.6,82.2,91.8,0.171,0.268,0.458,0.32,0.36,0.17,0.667,0.667,0.0,,,
7,2024-09-01,744806,Groundout,field_out,True,670623,680730,Isaac Paredes,Mitchell Parker,0,3f120ff6-452d-4203-a4d0-c90599cc2214,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-01,744806,Flyout,field_out,True,621550,680730,Patrick Wisdom,Mitchell Parker,0,6167ae09-41a9-42ca-98ee-d1bbe9ef4917,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-01,744806,Groundout,field_out,True,663538,680730,Nico Hoerner,Mitchell Parker,0,c2e10554-08fe-415f-b33b-080b055964f3,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.43,4.43,136.0,100.0,88.0,98.0,0.803,8.07,2.58,9.2,1.13,0.86,0.251,0.44,0.134,0.321,0.448,100.0,96.0,96.0,79.0,102.0,97.0,107.0,108.0,110.0,88.0,96.0,95.0,0.49,0.183,0.107,0.22,0.02,-0.29,-0.89,0.38,92.5,85.7,84.5,80.4,0.281,0.448,0.119,0.255,0.373,0.258,0.216,0.373,0.374,0.242,0.435,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
